headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
Head of an Elite New York School Resigns After Turmoil Over Gaza War,2024-08-01 22:26:07+00:00,,Bronx (NYC),"Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Education (K-12); Private and Sectarian Schools","Ethical Culture Fieldston School (New York, NY); Collegiate School",https://www.nytimes.com/2024/08/01/nyregion/ethical-culture-fieldston-school-resignation.html,"Joe Algrant will step down as the head of Ethical Culture Fieldston School following a year marked by infighting among parents, students, faculty and alumni.",638
Many of Gaza’s Medical Workers Have Been Detained or Killed,2024-08-02 09:00:54+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Health Care Workers; Detainees; Palestinians; Civilian Casualties; Hospitals; Defense and Military Forces; Terrorism,Al Shifa Hospital (Gaza Strip); World Health Organization; AMNESTY INTERNATIONAL; Hamas,https://www.nytimes.com/2024/08/02/world/middleeast/gaza-doctors-medical-workers-israel.html,"Out of a prewar total of about 20,000 health workers, 500 have been killed in the war, according to the W.H.O., and more than 300 are in Israeli detention, Gaza’s health ministry says.",1154
The Gaza Conflict Enters ‘Uncharted Territory’,2024-08-02 09:06:02+00:00,"Netanyahu, Benjamin; Haniya, Ismail; Shukr, Fuad",Israel; Gaza Strip; Iran,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Iran-Israel Proxy Conflict; Terrorism; United States International Relations,Hezbollah; Hamas,https://www.nytimes.com/2024/08/02/opinion/gaza-israel-war-hamas.html,"In the past, tit-for-tat duels between Israel and its enemies have often ended without escalation. That may no longer hold true.",1072
"U.S. to Send More Combat Aircraft and Warships to Middle East, Officials Say",2024-08-02 12:31:33+00:00,,Gaza Strip; Israel; Iran,Israel-Gaza War (2023- ); International Relations; Defense and Military Forces; United States Defense and Military Forces; Iran-Israel Proxy Conflict; United States International Relations; Military Aircraft,Defense Department; United States Air Force,https://www.nytimes.com/2024/08/02/world/middleeast/us-iran-israel-aircraft.html,Defense Secretary Lloyd J. Austin III directed the new deployments after speaking with his Israeli counterpart.,651
Funeral Held in Qatar for Hamas Chief Haniyeh,2024-08-02 12:34:05+00:00,"Haniya, Ismail; Meshaal, Khaled (1956- ); Thani, Tamim bin Hamad al-",Qatar,Funerals and Memorials; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/video/world/middleeast/100000009607353/funeral-held-in-qatar-for-hamas-chief-haniyeh.html,"Mourners gathered in Doha for the funeral of the Hamas leader Ismail Haniyeh, who was assassinated in Tehran. Among them were Qatar’s emir, Sheikh Tamim bin Hamad al-Thani, and Khaled Meshaal, who is expected to replace Haniyeh as political chief of Hamas.",0
Families of Hostages Despair as Hopes for Imminent Peace Deal Fade,2024-08-02 14:39:58+00:00,"Netanyahu, Benjamin",Israel,Israel-Gaza War (2023- ); Kidnapping and Hostages; Peace Process,,https://www.nytimes.com/2024/08/02/world/middleeast/israel-hamas-hostage-release-deal.html,"The recent assassination of Ismail Haniyeh, the leader of Hamas’s political branch, halted negotiations for a cease-fire that would bring home the hostages held in Gaza.",562
"Netanyahu, Defiant, Appears to Have Gone Rogue, Risking a Regional War",2024-08-02 16:12:38+00:00,"Netanyahu, Benjamin; Haniya, Ismail; Shukr, Fuad",Israel; Iran; Gaza Strip; Middle East,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Terrorism; Politics and Government; United States International Relations; International Relations; Right-Wing Extremism and Alt-Right; Israeli Settlements; Peace Process; Assassinations and Attempted Assassinations,Hamas; Hezbollah,https://www.nytimes.com/2024/08/02/world/europe/israel-defiant-gaza-war.html,"Ignoring the efforts of President Biden and the condemnation of many allies, the Israeli prime minister is forcing the pace of the war and feeding the revolt of the far right.",1547
Hamas Leader’s Funeral Comes Amid Fears His Killing May Block Cease-Fire Deal,2024-08-02 21:52:47+00:00,"Haniya, Ismail; Shukr, Fuad; Erdogan, Recep Tayyip; Biden, Joseph R Jr; Netanyahu, Benjamin",Qatar; Israel; Lebanon; Gaza Strip; Iran,"Israel-Gaza War (2023- ); Funerals and Memorials; Defense and Military Forces; International Relations; Palestinians; Arabs; Civilian Casualties; Refugees and Displaced Persons; Diplomatic Service, Embassies and Consulates",Hamas; Hezbollah,https://www.nytimes.com/2024/08/02/world/middleeast/israel-hamas-haniyeh-funeral-qatar.html,Few Palestinians appeared to heed Hamas’s call for a “day of anger” to condemn the killing of Ismail Haniyeh and Israel’s bombardment of the enclave.,1133
Shapiro’s College-Era Criticism of Palestinians Draws Fresh Scrutiny,2024-08-02 23:55:44+00:00,"Shapiro, Josh (1973- ); Harris, Kamala D",Pennsylvania; Gaza Strip; Israel; Middle East,Israel-Gaza War (2023- ); Palestinians; Pro-Palestinian Campus Protests (2023- ); Vice Presidents and Vice Presidency (US); Colleges and Universities; Newspapers; United States Politics and Government; International Relations; Governors (US); Jews and Judaism; Presidential Election of 2024; Terrorism; Anti-Semitism; Palestinian-Americans; Peace Process,Council on American-Islamic Relations; Democratic Party; Philadelphia Inquirer; University of Rochester; University of Pennsylvania; Hamas,https://www.nytimes.com/2024/08/02/us/politics/josh-shapiro-palestinians-college.html,"The Pennsylvania governor, a top contender to be Vice President Kamala Harris’s running mate, wrote in his college newspaper that Palestinians were “too battle-minded.”",658
"In Gaza, Even Poetry and Toilets Aren’t Safe From Thieves",2024-08-03 09:01:09+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Looting (Crime); Robberies and Thefts,,https://www.nytimes.com/2024/08/03/world/europe/gaza-crime-thieves-markets.html,"Israel’s assault has driven Hamas underground, but for nearly two million Gazans, what followed in its wake is a lawlessness that is undermining communal trust.",1264
Why Josh Shapiro Would Make Such a Difference for Kamala Harris,2024-08-03 11:00:29+00:00,"Harris, Kamala D; Shapiro, Josh (1973- )",Pennsylvania,Presidential Election of 2024; Vice Presidents and Vice Presidency (US); Israel-Gaza War (2023- ); Pro-Palestinian Campus Protests (2023- ),,https://www.nytimes.com/2024/08/03/opinion/kamala-harris-josh-shapiro.html,Governor Josh Shapiro would send a signal that Vice President Harris is not captive to the left and that she puts experience ahead of ideology.,1271
"Israel conducts airstrikes on West Bank, killing 3 members of Hamas military wing.",2024-08-03 13:23:56+00:00,,Israel; West Bank,Israel-Gaza War (2023- ); Palestinians; Deaths (Fatalities),Hamas; Palestinian Authority,https://www.nytimes.com/2024/08/03/world/middleeast/israel-airstrikes-gaza-hamas.html,Israel hit a town in the occupied West Bank with two airstrikes on Saturday in the latest use of a once-rare tactic in the densely populated area.,420
Killing of Hamas Leader Fuels More Tension Between Biden and Netanyahu,2024-08-03 18:57:59+00:00,"Biden, Joseph R Jr; Haniya, Ismail; Netanyahu, Benjamin",Israel; Gaza Strip; Iran,Israel-Gaza War (2023- ); United States International Relations; Assassinations and Attempted Assassinations; Peace Process,Hamas,https://www.nytimes.com/2024/08/03/us/politics/us-israel-hamas-assassination.html,"President Biden has expressed concern that the circumstances of the assassination have thrown cease-fire talks into doubt, but Prime Minister Benjamin Netanyahu of Israel rejects that idea, officials say.",1392
Can Harris Win Back Arab American Voters? The Door May Be Cracked Open.,2024-08-03 23:11:47+00:00,"Biden, Joseph R Jr; Harris, Kamala D",Israel; Michigan; Gaza Strip,"Israel-Gaza War (2023- ); Presidential Election of 2024; ARAB-AMERICANS; Palestinians; United States International Relations; Muslim Americans; Demonstrations, Protests and Riots",,https://www.nytimes.com/2024/08/03/us/politics/harris-israel-arab-american-voters.html,"Vice President Kamala Harris has not strayed from President Biden on Israel policy, but she has taken a stronger tone on the suffering of Palestinians.",1241
Hezbollah and Israel Exchange Limited Fire Over the Border,2024-08-04 04:31:15+00:00,,Beirut (Lebanon); Israel; Tehran (Iran),Israel-Gaza War (2023- ),Hezbollah,https://www.nytimes.com/2024/08/04/world/middleeast/israel-hezbollah-airstrike-attack.html,The attack from Lebanon did not appear to be the major retaliation that Hezbollah has threatened in the wake of the Israeli assassination of a senior commander.,385
"Hamas May Emerge Battered, but Not Beaten, From Israel’s Latest Blows",2024-08-04 08:27:36+00:00,,Gaza Strip,Israel-Gaza War (2023- ); Palestinians; International Relations; Assassinations and Attempted Assassinations; Targeted Killings,Hamas,https://www.nytimes.com/2024/08/04/world/middleeast/hamas-israel-gaza-future.html,"The assassinations of two Hamas leaders may be a short-term setback, analysts say, not enough to prevent the group from re-emerging intact — and possibly more radicalized.",1353
Israeli Strike on Gaza Shelter Kills at Least 30 and Injures Dozens,2024-08-04 16:33:42+00:00,,Gaza Strip; Israel,Civilian Casualties; Israel-Gaza War (2023- ); Palestinians; Refugees and Displaced Persons,Hamas,https://www.nytimes.com/2024/08/04/world/middleeast/israel-gaza-strike-shelter.html,"An Israeli airstrike in Gaza City killed at least 30 people, according to a Palestinian emergency agency and local media outlets. Israel said it targeted Hamas “command and control centers.”",574
Israeli Strike Kills Dozens at Gaza Shelter,2024-08-04 18:57:53+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Deaths (Fatalities); Civilian Casualties,,https://www.nytimes.com/video/world/middleeast/100000009610600/israel-strike-gaza-city-shelter.html,"An Israeli airstrike on a school functioning as a shelter in Gaza City killed at least 30 people, according to a Palestinian emergency agency and local media outlets.",0
Harris Faces Party Divisions as She Chooses a Running Mate,2024-08-05 01:14:49+00:00,"Harris, Kamala D; Beshear, Andrew G (1977- ); Buttigieg, Pete (1982- ); Kelly, Mark E (1964- ); Shapiro, Josh (1973- ); Walz, Tim",,Presidential Election of 2024; United States Politics and Government; Vice Presidents and Vice Presidency (US); Israel-Gaza War (2023- ),Democratic Party,https://www.nytimes.com/2024/08/04/us/politics/kamala-harris-vp-democrats-divided.html,The vice president conducted interviews with potential candidates over the weekend and has fielded concerns from donors and activists over the choice.,1077
Artists and Activists Both Have a Role. But Not the Same One.,2024-08-05 09:03:35+00:00,"Orwell, George",,Books and Literature; Writing and Writers; War and Armed Conflicts; Iraq War (2003-11); Israel-Gaza War (2023- ); Spanish Civil War (1936-39),,https://www.nytimes.com/2024/08/05/magazine/activism-propaganda-artists-writers.html,"As the literary world is roiled by fights over politics and war, are we losing sight of the writer’s purpose?",3867
"In Missouri, Cori Bush Fights for Survival Against an AIPAC-Backed Democrat",2024-08-05 09:05:36+00:00,"Bell, Wesley (1974- ); Bush, Cori",Missouri; Gaza Strip; Israel,"United States Politics and Government; Israel-Gaza War (2023- ); Palestinians; Elections, House of Representatives; Primaries and Caucuses",Democratic Party; Hamas; House of Representatives; AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,https://www.nytimes.com/2024/08/05/us/politics/missouri-cori-bush-bell-aipac-israel-democrats.html,"The ultraliberal congresswoman and member of the “squad” is facing a primary on Tuesday against Wesley Bell, a progressive prosecutor whose campaign has been financed by pro-Israel groups.",1798
"Democrats Divided Over V.P. Field, and Israel Braces for Retaliation",2024-08-05 10:00:03+00:00,"Harris, Kamala D",Israel,Presidential Election of 2024; Israel-Gaza War (2023- ); Vice Presidents and Vice Presidency (US),,https://www.nytimes.com/2024/08/05/podcasts/democrats-divided-over-vp-field-and-israel-braces-for-retaliation.html,"Plus, your Olympics weekend wrap-up.",167
Why Is Iran Poised to Attack Israel? Here Is a Look at the Crisis.,2024-08-05 15:06:08+00:00,"Nasrallah, Hassan; Netanyahu, Benjamin",,International Relations; Israel-Gaza War (2023- ); Defense and Military Forces; Iran-Israel Proxy Conflict,Hamas; Hezbollah,https://www.nytimes.com/article/iran-israel-attack-strikes-why.html,"Iran has vowed to retaliate for the killing of a Hamas leader in Tehran in late July, an attack for which it has blamed Israel. Diplomats are trying to forestall an Iranian response that some fear could lead to a regional war.",881
"U.N. Fires Nine Aid Workers Accused of Taking Part in Oct. 7 Attack, but Clears 10 Others",2024-08-05 21:33:22+00:00,,,Israel-Gaza War (2023- ),United Nations Relief and Works Agency,https://www.nytimes.com/2024/08/05/world/middleeast/unrwa-oct-7-attack.html,"Israel accused 19 UNRWA employees of playing a role in the Hamas-led raids that set off the war. Investigators cleared 10 for lack of evidence, but said the other nine “may have been involved.”",670
U.S. Troops in Iraq Are Wounded in Rocket Attack on Air Base,2024-08-05 22:32:08+00:00,,Iraq; Iran; United States,Military Bases and Installations; United States Defense and Military Forces; Defense and Military Forces; International Relations; United States International Relations; Israel-Gaza War (2023- ),,https://www.nytimes.com/2024/08/05/world/middleeast/iraq-us-troops-iran-attack.html,"The attack late Monday resembled previous ones carried out by Iraqi armed groups, backed by Iran, which have targeted the base repeatedly over the past nine months.",624
"As Israel Braces for Iran’s Retaliation, Diplomats Work to Avoid Wider War",2024-08-05 22:46:26+00:00,"Haniya, Ismail; Netanyahu, Benjamin; Biden, Joseph R Jr; Gallant, Yoav; Halevi, Herzl; ABDULLAH II, KING OF JORDAN; Austin, Lloyd J III",Iran; Gaza Strip; Israel; Saudi Arabia; Qatar; Jordan; Lebanon; Middle East; Beirut (Lebanon); United Arab Emirates; United States; Yemen,Israel-Gaza War (2023- ); Palestinians; International Relations; Defense and Military Forces; Politics and Government; Deaths (Fatalities); Assassinations and Attempted Assassinations; Arabs; Muslims and Islam; Missiles and Missile Defense Systems; United States International Relations,Hamas; Hezbollah; Houthis; Organization of Islamic Cooperation,https://www.nytimes.com/2024/08/05/world/middleeast/israel-hamas-iran-retaliation.html,"President Biden convened his national security team and spoke with King Abdullah II of Jordan, and foreign ministers from Islamic countries plan to gather in Saudi Arabia on Wednesday.",1112
German Court Fines Protester for ‘River to the Sea’ Chant,2024-08-06 17:58:40+00:00,,Germany; Israel; Gaza Strip,"Decisions and Verdicts; Freedom of Speech and Expression; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Palestinians; Terrorism; Slogans and Mottoes; International Relations",Hamas,https://www.nytimes.com/2024/08/06/world/europe/germany-river-to-sea-chant-fine.html,"A judge said the phrase, used at a pro-Palestinian rally in Berlin days after the Oct. 7 attacks, “could only be understood as a denial of Israel’s right to exist.”",638
"Walz Instead of Shapiro Excites Left, but May Alienate Jewish Voters",2024-08-06 18:05:13+00:00,"Harris, Kamala D; Walz, Tim; Shapiro, Josh (1973- ); Trump, Donald J",,Presidential Election of 2024; Israel-Gaza War (2023- ); Pro-Palestinian Campus Protests (2023- ); Jews and Judaism; Anti-Semitism; Vice Presidents and Vice Presidency (US),Democratic Party; AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE; Council on American-Islamic Relations; Republican Party,https://www.nytimes.com/2024/08/06/us/politics/tim-walz-shapiro-jewish.html,"Many Jewish organizations backed Harris’s pick for running mate, but beneath that public sentiment is unease over antisemitism on both the left and the right.",1333
"Who Was Yahya Sinwar, Hamas’s Leader?",2024-08-06 22:22:21+00:00,"Sinwar, Yehya",,Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/article/yahya-sinwar-hamas.html,"Mr. Sinwar, one of the main architects of the Oct. 7 Hamas-led attack on Israel, spent decades with the militant group, working his way to the top of its leadership.",1059
Hamas Elevates Gaza Leader Who Planned Oct. 7 Attacks to Top Post,2024-08-06 22:52:42+00:00,"Sinwar, Yehya; Haniya, Ismail",Gaza Strip; Israel; Lebanon; Iran,Israel-Gaza War (2023- ); Terrorism; Palestinians; Civilian Casualties; Defense and Military Forces; Missiles and Missile Defense Systems; Peace Process,Hamas; Hezbollah,https://www.nytimes.com/2024/08/06/world/middleeast/hamas-yahya-sinwar-promoted.html,"The selection of Yahya Sinwar, a prime target of Israeli forces, to replace the assassinated Ismail Haniyeh consolidates authority in the hands of a hard-liner who is in hiding.",1364
The World That Awaits the Next President,2024-08-06 23:00:07+00:00,"Harris, Kamala D; Trump, Donald J; Vance, J D",China; Crimea (Ukraine); Iran; Israel; Spratly Islands; Taiwan; Ukraine; United States; Russia,United States International Relations; Defense and Military Forces; Russian Invasion of Ukraine (2022); Israel-Gaza War (2023- ),Hezbollah; Taliban; North Atlantic Treaty Organization; Houthis,https://www.nytimes.com/2024/08/06/opinion/harris-trump-ukraine.html,"Maintaining our global primacy is worth the price in effort, treasure and sometimes blood.",915
‘I Am Proud of My Faith’: Shapiro’s Fiery Speech Ends on a Personal Note,2024-08-07 00:09:19+00:00,"Shapiro, Josh (1973- ); Harris, Kamala D; Walz, Tim",Pennsylvania,Israel-Gaza War (2023- ); Jews and Judaism; Presidential Election of 2024,Democratic Party,https://www.nytimes.com/2024/08/06/us/politics/josh-shapiro-harris-walz-rally.html,Gov. Josh Shapiro of Pennsylvania rallied Democrats in his home state behind the Democratic ticket after the conclusion of a vice-presidential search that prompted intense public scrutiny of his views on Israel.,345
2 Charged With Hate Crimes in Vandalism Aimed at Museum Officials,2024-08-07 00:47:06+00:00,"Adams, Eric L; Pasternak, Anne; Trueblood, Kimberly Panicek","Brooklyn Heights (Brooklyn, NY)",Museums; Vandalism; Hate Crimes; Israel-Gaza War (2023- ),Brooklyn Museum,https://www.nytimes.com/2024/08/06/nyregion/brooklyn-museum-hate-crimes-charged.html,A group of vandals splattered red paint at the home of the Brooklyn Museum’s director and others. The institution has become a target of people opposed to the war in Gaza.,619
Elissa Slotkin and Mike Rogers Will Face Off in Key Michigan Senate Race,2024-08-07 01:01:50+00:00,"Slotkin, Elissa; Rogers, Michael J (1963- )",Michigan,"Elections, Senate; Primaries and Caucuses; United States Politics and Government",Democratic Party; Republican Party,https://www.nytimes.com/2024/08/06/us/politics/elissa-slotkin-mike-rogers-michigan-senate.html,"Democrats were initially favored to hold the seat, but President Biden’s struggles in the state — fueled in part by Israel’s war in Gaza — shifted the contest to a pure tossup.",692
"Wesley Bell Defeats Cori Bush, a ‘Squad’ Member and Vocal Critic of Israel",2024-08-07 03:01:20+00:00,"Bush, Cori; Bell, Wesley (1974- )",Missouri; St Louis (Mo),"Elections, House of Representatives; Primaries and Caucuses; United States Politics and Government; Israel-Gaza War (2023- ); Lobbying and Lobbyists",Democratic Party; AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE,https://www.nytimes.com/2024/08/06/us/politics/cori-bush-wesley-bell-primary.html,"Her defeat is another loss for progressives in a race defined by Democratic divisions over the war in Gaza, with pro-Israel groups pouring millions into a campaign to oust her from office.",742
U.S. Ambassador to Skip Peace Ceremony in Japan Over Israel’s Omission,2024-08-07 13:17:52+00:00,"Emanuel, Rahm",Japan; Nagasaki (Japan); Israel; Great Britain,United States International Relations; International Relations; Israel-Gaza War (2023- ); Nuclear Weapons; World War II (1939-45),,https://www.nytimes.com/2024/08/07/world/asia/nagasaki-ceremony-japan-israel-us-ambassador.html,The American and British ambassadors to Japan said they would not attend an event to mark the atomic bomb strike in Nagasaki because Israel’s ambassador was excluded.,593
Bob Woodward to Publish ‘War’ This Fall,2024-08-07 14:32:02+00:00,"Woodward, Bob; Biden, Joseph R Jr; Harris, Kamala D; Trump, Donald J",Ukraine; Russia; Israel; Gaza Strip,Books and Literature; Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022); Presidential Election of 2024; United States International Relations,Simon & Schuster Inc; Washington Post,https://www.nytimes.com/2024/08/07/books/bob-woodward-book-war.html,"Woodward, an author and journalist, has written more than 20 best selling books. His latest will focus on Ukraine, the Middle East, and the battle for the U.S. presidency.",245
"As Iran Braces for War, Its Citizens Are Kept in the Dark",2024-08-07 17:32:00+00:00,"Haniya, Ismail",Iran; Israel,War and Armed Conflicts; Defense and Military Forces; Israel-Gaza War (2023- ),,https://www.nytimes.com/2024/08/07/world/middleeast/iran-israel-war.html,Iranians say they have not been told how to prepare should broad hostilities break out between their country and Israel.,803
"Who Is Wesley Bell, the Prosecutor Who Ousted ‘Squad’ Member Cori Bush?",2024-08-07 17:34:33+00:00,"Bell, Wesley (1974- ); Bush, Cori; Brown, Michael (1996-2014); McCulloch, Robert P (1951- ); Hawley, Josh D (1979- )",Missouri; St Louis (Mo); St Louis County (Mo),"Police Brutality, Misconduct and Shootings; Israel-Gaza War (2023- ); United States Politics and Government; Palestinians; Primaries and Caucuses; Black Lives Matter Movement; Law and Legislation; Criminal Justice; Black People; Blacks; United States International Relations; Abortion; Terrorism; War Crimes, Genocide and Crimes Against Humanity; Elections",House of Representatives; AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE; Democratic Party,https://www.nytimes.com/2024/08/07/us/politics/who-is-wesley-bell.html,"The House primary between rival progressives in Missouri was influenced by heavy spending from pro-Israel groups, who backed Mr. Bell.",633
AIPAC Demonstrates Its Clout With Defeat of a Second ‘Squad’ Member,2024-08-07 20:14:50+00:00,"Bush, Cori; Bowman, Jamaal",Missouri; New York State; Israel; Gaza Strip,"Israel-Gaza War (2023- ); United States Politics and Government; Elections, House of Representatives; Primaries and Caucuses; Political Action Committees; Campaign Finance",AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE; Democratic Party,https://www.nytimes.com/2024/08/07/us/politics/bush-bell-aipac-missouri-primary.html,"The pro-Israel group put more than $8 million into a primary to help beat Representative Cori Bush of Missouri, the second Democrat it has successfully targeted for not supporting Israel in the war.",909
Arab and Western Nations Urge Restraint as Israel-Iran Tensions Simmer,2024-08-07 22:00:14+00:00,"Sinwar, Yehya; Netanyahu, Benjamin; Haniya, Ismail; Shukr, Fuad; Blinken, Antony J",Gaza Strip; Iran; Israel; Saudi Arabia,Israel-Gaza War (2023- ); Palestinians; Assassinations and Attempted Assassinations; Iran-Israel Proxy Conflict,Hezbollah; Hamas; Houthis,https://www.nytimes.com/2024/08/07/world/middleeast/iran-israel-retaliation.html,"Trying to head off a Middle East war, several countries are pressing Iran to temper its retaliation for the assassination of a Hamas leader in Tehran.",1369
"In Detroit, Harris Confronts Divisions Roiling Democrats Over Gaza War",2024-08-08 05:13:47+00:00,"Biden, Joseph R Jr; Harris, Kamala D",Israel,"Presidential Election of 2024; Israel-Gaza War (2023- ); Palestinians; Demonstrations, Protests and Riots",Democratic Party,https://www.nytimes.com/2024/08/07/us/politics/harris-israel-gaza-war-protests.html,"The vice president spoke briefly with leaders of a group that mobilized a protest vote against U.S. support for Israel, and was interrupted by pro-Palestinian activists at a rally.",611
The Toll of 10 Months of Simmering Conflict on the Israel-Lebanon Border,2024-08-08 09:02:51+00:00,,Israel; Lebanon,Defense and Military Forces; Missiles and Missile Defense Systems; Drones (Pilotless Planes); Terrorism; Civilian Casualties; Refugees and Displaced Persons; Iran-Israel Proxy Conflict; Israel-Gaza War (2023- ),Hezbollah,https://www.nytimes.com/interactive/2024/08/08/world/middleeast/israel-lebanon-destruction.html,Satellite data shows the devastation the conflict between Israel and Hezbollah militants has left on both sides of the border.,0
