headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
Stephen King and America’s ‘Gun Problem’,2023-11-01 16:55:26+00:00,"King, Stephen",,"Mass Shootings; Firearms; Gun Control; Israel-Gaza War (2023- ); Freedom of Speech and Expression; Jews and Judaism; Anti-Semitism; Pittsburgh, Pa, Shooting (2018); Global Warming; Corporate Social Responsibility; Plastics",Roman Catholic Church,https://www.nytimes.com/2023/11/01/opinion/stephen-king-guns-shootings.html,"Readers, including a former F.B.I. agent, respond to the novelist on guns. Also: Freedom of expression; support for Jews; the Vatican synod; climate activism.",1203
Israel Confirms Deaths of 15 Soldiers in Ground Invasion of Gaza,2023-11-01 17:02:55+00:00,,Beit Hanoun (Gaza Strip); Gaza Strip,Israel-Gaza War (2023- ); Palestinians,Hamas,https://www.nytimes.com/2023/11/01/world/middleeast/israel-ground-invasion-gaza-soldiers.html,The soldiers’ deaths were the first publicly confirmed by the Israeli military inside Gaza since an invasion began on Friday.,501
Biden Found Even Modest Israel-Palestinian Peace Steps Impossible,2023-11-01 17:07:26+00:00,"Biden, Joseph R Jr; Blinken, Antony J",Israel; Gaza Strip,Israel-Gaza War (2023- ); Palestinians; International Relations; United States International Relations; Peace Process; Civilian Casualties; Humanitarian Aid,Hamas; Palestinian Authority,https://www.nytimes.com/2023/11/01/us/politics/biden-israel-palestinians-peace.html,A president focused on China and Ukraine had little time or inclination for a distant goal that stymied several of his predecessors.,1444
An-My Lê Left Vietnam as a Child. She Returned as a Photographer.,2023-11-01 18:58:56+00:00,"Le, An-My",California; Vietnam; Twentynine Palms (Calif),Photography; Vietnam War; War and Armed Conflicts,Museum of Modern Art,https://www.nytimes.com/2023/11/01/arts/design/an-my-le-photographs-vietnam-moma.html,"At MoMA, her images of Vietnam, the American South and the California desert show the vanishing line between boot camp and theater, fiction and truth. They are tour-de-force beautiful.",1337
"Limited Flight From Gaza Strip Begins, as Israelis Close In on Main City",2023-11-01 20:45:18+00:00,,Israel; Gaza Strip; Egypt; Rafah (Gaza Strip),Israel-Gaza War (2023- ); Palestinians; Civilian Casualties; Refugees and Displaced Persons; International Relations; Defense and Military Forces; Humanitarian Aid; United States International Relations; Terrorism,Hamas,https://www.nytimes.com/2023/11/01/world/asia/israel-gaza-people-leave.html,"Hundreds of people, including a few Americans, left the besieged territory for Egypt, the first group allowed across the border since the war began.",1303
"Teachers, How Are You Addressing the Israel-Hamas War in Your Classrooms?",2023-11-01 20:57:16+00:00,,,,,https://www.nytimes.com/2023/11/01/learning/teachers-how-are-you-addressing-the-israel-hamas-war-in-your-classrooms.html,"As the conflict intensifies, we wonder how, if at all, you are discussing it with students. Please share your thoughts.",255
Thursday Briefing: The First Evacuees Leave Gaza,2023-11-01 21:11:17+00:00,,Egypt; Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Refugees and Displaced Persons,,https://www.nytimes.com/2023/11/01/briefing/gaza-india-dalio.html,Plus four days of Halloween in Shanghai.,1008
The Battle Over Aid to Israel,2023-11-01 21:19:05+00:00,"Biden, Joseph R Jr",Israel; Washington (DC),Israel-Gaza War (2023- ); Humanitarian Aid,Hamas; House of Representatives; Senate,https://www.nytimes.com/2023/11/01/podcasts/biden-israel-aid-war.html,The latest from the Israel-Hamas war. Weekday afternoons with Lulu Garcia-Navarro and Times journalists on the ground.,186
Evacuees From Gaza Arrived in Egypt,2023-11-01 21:50:33+00:00,,,,,https://www.nytimes.com/2023/11/01/briefing/gaza-evacuees-egypt-fed-interest-rates.html,"Also, the Fed holds rates steady. Here’s the latest at the end of Wednesday.",1297
"In Gazan Neighborhood Hit by Airstrikes, Death and Despair Reign",2023-11-01 22:18:11+00:00,,Israel; Gaza Strip; Jabaliya Refugee Camp (Gaza Strip),Israel-Gaza War (2023- ); Defense and Military Forces; Civilian Casualties; Palestinians; Communications and Media Blackouts; vis-video,Hamas,https://www.nytimes.com/2023/11/01/world/middleeast/gaza-jabaliya-israel-airstrike.html,"On Wednesday, the devastated neighborhood, where local officials say dozens were killed and hundreds were wounded in a Tuesday attack, was hit again.",1014
The Words in the Middle East That Are Breaking My Heart,2023-11-01 23:00:20+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Terrorism; Civilian Casualties; Palestinians; Children and Childhood; Jews and Judaism,Hamas,https://www.nytimes.com/2023/11/01/opinion/israel-hamas-gaza-children.html,"When children on both sides are slaughtered and people are fearful, it is extremists who invariably are ascendant.",1191
Risk of a Wider Middle East War Threatens a ‘Fragile’ World Economy,2023-11-01 23:00:20+00:00,,Middle East; Israel; Gaza Strip,Israel-Gaza War (2023- ); International Relations; Economic Conditions and Trends; International Trade and World Market; Oil (Petroleum) and Gasoline,,https://www.nytimes.com/2023/11/01/business/economy/israel-gaza-war-global-economy.html,"After shocks from the pandemic and Russia’s invasion of Ukraine, there’s little cushion if the fighting between Hamas and Israel becomes a regional conflict.",1046
Student Protesters Walk Out of Hillary Clinton’s Class at Columbia,2023-11-01 23:24:03+00:00,"Clinton, Hillary Rodham; Yarhi-Milo, Keren",Israel,"Demonstrations, Protests and Riots; Israel-Gaza War (2023- )",Columbia University; Hamas,https://www.nytimes.com/2023/11/01/world/middleeast/columbia-protest-hillary-clinton-class.html,The action was in protest of what they had perceived as the school’s role in publicly shaming students who had signed a statement saying that “the Israeli extremist government” bore responsibility for the war.,309
The Two Things Worrying U.S. Military Officials About Israel and Hamas,2023-11-02 04:01:23+00:00,"Netanyahu, Benjamin; Putin, Vladimir V; Johnson, Mike (1972- )",Gaza Strip; Ukraine; Israel; Russia,Israel-Gaza War (2023- ); Foreign Aid; United States International Relations; Federal Budget (US),Hamas; House of Representatives,https://www.nytimes.com/2023/11/02/opinion/israel-gaza-hamas.html,"Israel, Iran, Ukraine and Russia are driving so much about geopolitics today.",1474
The Horrifying Images Are Real. But They’re Not From the Israel-Gaza War,2023-11-02 04:01:27+00:00,"Katan, Hosam",Syria,"Israel-Gaza War (2023- ); Terrorism; Video Recordings, Downloads and Streaming; Rumors and Misinformation; War and Armed Conflicts",Hamas,https://www.nytimes.com/2023/11/02/us/politics/israel-gaza-war-misinformation-videos.html,"Videos and photos of the conflict are competing with misappropriated depictions of unrelated tragedies, a cycle that experts say diminishes the experiences of victims past and present.",1043
Thursday Briefing,2023-11-02 04:02:01+00:00,,,,,https://www.nytimes.com/2023/11/02/briefing/israel-gaza-europe-jews.html,The first evacuees leave Gaza.,1029
An ‘Israel Explainer’ Makes Her Country’s Case in America,2023-11-02 07:00:46+00:00,"Tishby, Noa (1975- ); Gadot, Gal (1985- )",,Israel-Gaza War (2023- ); Anti-Semitism; Jews and Judaism; Palestinians; Content Type: Personal Profile; Social Media,Hamas,https://www.nytimes.com/2023/11/02/nyregion/noa-tishby-israel-antisemitism.html,"Once a celebrated actress in Israel, Noa Tishby has emerged as a leading pro-Israel voice on U.S. TV, on social media and in print.",2062
Rashida Tlaib Draws Attack Ads From Pro-Israel Democratic Group,2023-11-02 08:00:08+00:00,"Tlaib, Rashida",Israel; Michigan; Dearborn (Mich); Detroit (Mich),Israel-Gaza War (2023- ); Political Advertising; United States Politics and Government; Palestinians,Democratic Majority for Israel,https://www.nytimes.com/2023/11/02/us/politics/rashida-tlaib-israel-ads.html,"Ms. Tlaib, the only Palestinian American in Congress, has been a leading critic of Israel, drawing condemnation from the country’s Democratic supporters.",614
Voting on Abortion,2023-11-02 10:28:35+00:00,,Ohio,internal-storyline-no; Abortion,,https://www.nytimes.com/2023/11/02/briefing/abortion-access-ohio-vote.html,A preview of an upcoming vote on abortion access in Ohio.,1742
Law Firms Warn Universities About Antisemitism on Campus,2023-11-02 11:53:18+00:00,,Gaza Strip; Israel; United States,internal-storyline-no; Legal Profession; Anti-Semitism; Colleges and Universities; Israel-Gaza War (2023- ),,https://www.nytimes.com/2023/11/02/business/dealbook/law-firms-schools-antisemitism.html,Two dozen major Wall Street firms sent a letter to top law schools to crack down on discrimination and harassment amid an escalation in incidents targeting Jewish students.,1862
How a Campaign of Extremist Violence Is Pushing the West Bank to the Brink,2023-11-02 12:19:58+00:00,,West Bank; Gaza Strip; Israel,Israel-Gaza War (2023- ); Israeli Settlements; Palestinians; Deaths (Fatalities); Defense and Military Forces; Jews and Judaism; Civilian Casualties,Hamas,https://www.nytimes.com/2023/11/02/world/middleeast/west-bank-palestinians-israel-settlers.html,Israeli settlers and Palestinians have been locked in a cycle of bloodshed for decades. But extremist settler attacks could send the conflict out of control.,1599
Saudi Arabia Begins Aid Effort for Gaza and Raises $17 Million in Hours,2023-11-02 12:51:27+00:00,,Saudi Arabia; United Arab Emirates; Gaza Strip,Israel-Gaza War (2023- ); Humanitarian Aid,,https://www.nytimes.com/2023/11/02/world/middleeast/saudi-arabia-gaza-aid-fundraiser.html,"The belated campaign, announced more than three weeks into the war, appeared consistent with the Saudi government’s ambivalent response to the conflict.",688
The West Bank seethes amid the war in Gaza.,2023-11-02 13:15:34+00:00,,,,,https://www.nytimes.com/2023/11/02/world/middleeast/the-west-bank-seethes-amid-the-war-in-gaza.html,"Violence in the West Bank, where millions of Palestinians live under Israeli military occupation, continues to simmer amid the war in Gaza. At least 128 Palestinians have been killed by Israeli security forces or civilians in the West Bank since Oct. 7, according to the United Nations.",269
Israel Is Silencing Internal Critics,2023-11-02 13:27:59+00:00,"Netanyahu, Benjamin; Ben-Gvir, Itamar",Israel; Gaza Strip,"Israel-Gaza War (2023- ); Censorship; Freedom of Speech and Expression; ACADEMIC FREEDOM; Right-Wing Extremism and Alt-Right; Palestinians; Human Rights and Human Rights Violations; Colleges and Universities; Terrorism; Demonstrations, Protests and Riots; Surveillance of Citizens by Government; Politics and Government",Hamas,https://www.nytimes.com/2023/11/02/opinion/israel-free-speech-hamas-palestine.html,"Since the war between Israel and Hamas began, free speech in Israel has suffered.",1518
Evacuating From Gaza Is Its Own Ordeal,2023-11-02 13:50:42+00:00,,Rafah (Gaza Strip); Gaza Strip,Israel-Gaza War (2023- ); War and Armed Conflicts; Evacuations and Evacuees,Hamas,https://www.nytimes.com/2023/11/02/world/middleeast/gaza-evacuations.html,"For many, the path to the border crossing to reach Egypt has been filled with danger.",722
Rescuers Search Rubble for Victims in Jabaliya,2023-11-02 14:09:57+00:00,,Jabaliya Refugee Camp (Gaza Strip); Gaza Strip; Israel,Israel-Gaza War (2023- ); Civilian Casualties; Palestinians; Defense and Military Forces,,https://www.nytimes.com/video/world/middleeast/100000009161883/jabaliya-strikes-gaza.html,Days of Israeli airstrikes caused widespread destruction in Gaza’s densely populated Jabaliya neighborhood.,0
"On Social Media, People Face Pressure to Speak Out About the War",2023-11-02 15:51:43+00:00,"Perelman, Deb",,Social Media; Israel-Gaza War (2023- ),Instagram Inc; Smitten Kitchen (Blog),https://www.nytimes.com/2023/11/02/business/social-media-israel-hamas-conflict.html,"Silence is viewed by many as its own statement. Posting, though, can come with costs, including angry outpourings and even personal attacks.",1317
U.S. to Press Israel for ‘Pauses’ in War With Hamas,2023-11-02 16:03:22+00:00,"Biden, Joseph R Jr; Blinken, Antony J; Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Civilian Casualties; Humanitarian Aid; International Relations; Terrorism; Kidnapping and Hostages; United States International Relations,Hamas,https://www.nytimes.com/2023/11/02/us/politics/biden-israel-gaza-fighting-pause.html,"Brief cessations of military operations would allow food, water and other aid to reach Gaza and help with hostage releases, officials say.",1286
‘In Egypt Now. Free!’: First Evacuees From Gaza Feel Relief and Gratitude,2023-11-02 16:32:49+00:00,,Egypt; Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Evacuations and Evacuees,Hamas,https://www.nytimes.com/2023/11/02/world/middleeast/gaza-egypt-rafah-crossing-evacuation.html,"“You feel that human beings’ lives are so worthless,” said Ala Al Husseini, 61, an Austrian-Palestinian dual national who was allowed to leave Gaza on Wednesday.",1557
Learning to Become Openhearted,2023-11-02 16:59:10+00:00,"Brooks, David; Perry, Matthew; Trump, Donald J",,Loneliness; Shyness; Israel-Gaza War (2023- ); Jews and Judaism; Kidnapping and Hostages; Anti-Semitism; Prisons and Prisoners; Elderly; Right-Wing Extremism and Alt-Right; Addiction (Psychology); United States Politics and Government,House of Representatives,https://www.nytimes.com/2023/11/02/opinion/letters/david-brooks-human-engagement.html,Responses to a David Brooks column about how to connect with other people. Also: The kidnapping posters; older prisoners; human needs; extremists in control.,1170
"A young woman describes the crisis in Gaza: ‘If the bombs didn’t kill us, our living situation will.’",2023-11-02 17:24:03+00:00,,Gaza Strip; Israel; Rafah (Gaza Strip),Israel-Gaza War (2023- ); Palestinians; Defense and Military Forces; vis-video,,https://www.nytimes.com/2023/11/02/world/middleeast/gaza-israel-hamas-war.html,"Nour AlSaqqa, who is from Gaza City, has been documenting her life during the Israel-Hamas war. She said she fears that if the shortages of basic necessities persist, she will die.",104
"After Antisemitic Threats, Cornell University Cancels Classes on Friday",2023-11-02 19:33:58+00:00,"Hochul, Kathleen C",Ithaca (NY),Colleges and Universities; Anti-Semitism; Jews and Judaism; Israel-Gaza War (2023- ); Threats and Threatening Messages,"Cornell University; Hillel, The Foundation for Jewish Campus Life",https://www.nytimes.com/2023/11/02/world/middleeast/cornell-antisemitism-class-canceled.html,The university said it would take a day to allow the campus to reflect and to calm tensions after an arrest in the case.,559
Hezbollah’s Leader to Speak Publicly for 1st Time Since Hamas Attacked Israel,2023-11-02 19:41:55+00:00,"Nasrallah, Hassan",Lebanon; Israel; Gaza Strip,Israel-Gaza War (2023- ),Hezbollah; Hamas,https://www.nytimes.com/2023/11/02/world/middleeast/hezbollah-hassan-nasrallah-israel-hamas.html,Many in the region are watching Hassan Nasrallah’s speech for insights into whether Hezbollah will escalate its battle with Israel.,425
House Passes Aid Bill for Israel but Not for Ukraine,2023-11-02 19:49:21+00:00,"Biden, Joseph R Jr; Johnson, Mike (1972- )",Israel; Gaza Strip; Ukraine,Israel-Gaza War (2023- ); United States Politics and Government; United States International Relations; Foreign Aid; Humanitarian Aid; Inflation Reduction Act of 2022; Russian Invasion of Ukraine (2022),House of Representatives; Republican Party; Democratic Party; Senate; Hamas; Internal Revenue Service,https://www.nytimes.com/2023/11/02/us/politics/house-aid-bill-israel.html,"The Republican-led House approved $14.3 billion for Israel’s war with Hamas, tying the aid to spending cuts. The Senate plans to craft its own bill that will include aid for Ukraine and Gaza.",1172
Dagestan Mob Riot Targeting Plane From Israel Was Weeks in the Making,2023-11-02 19:57:39+00:00,"Putin, Vladimir V",Dagestan (Russia); Gaza Strip; Israel; Russia; Makhachkala (Russia); Tel Aviv (Israel),"Jews and Judaism; Anti-Semitism; Rumors and Misinformation; Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; International Relations; Airports; Social Media; Refugees and Displaced Persons; Video Recordings, Downloads and Streaming; Defense and Military Forces; Palestinians; Muslims and Islam; your-feed-visual-investigations; vis-video",Hamas,https://www.nytimes.com/2023/11/02/world/europe/mob-riot-dagestan-airport-telegram.html,A New York Times analysis of local Telegram channels showed posts falsely claiming Israeli refugees were incoming had been shared long before the antisemitic riot on Oct. 29.,1148
Friday Briefing: China pushes for women to stay home,2023-11-02 20:34:15+00:00,,,,,https://www.nytimes.com/2023/11/02/briefing/china-gaza-ukraine.html,Plus New Zealand curlers take over a retirement home,1050
The Laws of Campus Culture War,2023-11-02 20:48:39+00:00,,Gaza Strip; Israel; United States,"Demonstrations, Protests and Riots; Colleges and Universities; Freedom of Speech and Expression; Decisions and Verdicts; Law and Legislation; Palestinians; Anti-Semitism; Israel-Gaza War (2023- ); Suits and Litigation (Civil); Discrimination; Censorship; Civil Rights and Liberties; Jews and Judaism; First Amendment (US Constitution); Constitution (US); internal-sub-only-nl; Pro-Palestinian Campus Protests (2023- )",Supreme Court (US); Students for Justice in Palestine,https://www.nytimes.com/2023/11/02/opinion/columnists/campus-speech-culture-war.html,"College can be contentious, but it must be safe and free.",2293
Israeli Troops Encircle Gaza City as Global Criticism of Strikes Mounts,2023-11-02 20:49:45+00:00,,Israel; Gaza Strip; Jabaliya Refugee Camp (Gaza Strip),"Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Civilian Casualties; Terrorism; International Relations; Deaths (Fatalities); War Crimes, Genocide and Crimes Against Humanity; vis-video",Hamas,https://www.nytimes.com/2023/11/02/world/middleeast/israeli-troops-encircle-gaza-city.html,An Israeli military spokesman said that Israeli soldiers had surrounded Gaza’s largest city. White House officials said they would urge Israel to “pause” its bombardment on humanitarian grounds.,1409
A Doctor in Gaza Describes ‘Horrific Scenes’ After Israeli Airstrikes,2023-11-02 21:10:58+00:00,,Israel; Gaza Strip; Jabaliya Refugee Camp (Gaza Strip),Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Civilian Casualties; Children and Childhood; Deaths (Fatalities); Hospitals; Shortages; Terrorism,Kamal Adwan Hospital (Gaza Strip); Hamas; United Nations Relief and Works Agency,https://www.nytimes.com/2023/11/02/world/middleeast/voices-airstrikes-jabaliya-hospital.html,"Gazans under bombardment say there is a surge of severely injured children entering hospitals, doctors operating without anesthesia and morgues overflowing with bodies.",1196
The U.S. Will Press Israel for Pauses in the War,2023-11-02 21:30:55+00:00,,,,,https://www.nytimes.com/2023/11/02/briefing/us-israel-war-pauses-trump-sons-trial.html,"Also, Donald Trump’s eldest sons testify in a fraud trial. Here’s the latest at the end of Thursday.",1288
A Surge in Antisemitism in Europe — and What’s Behind It,2023-11-02 21:38:06+00:00,,Israel,Israel-Gaza War (2023- ); Jews and Judaism; Anti-Semitism; Muslims and Islam,Hamas,https://www.nytimes.com/2023/11/02/podcasts/headlines-europe-antisemitism-israel-hamas.html,The latest from the Israel-Hamas war. Weekday afternoons with Lulu Garcia-Navarro and Times journalists on the ground.,204
Islamic Art Exhibition Postponed in Pittsburgh Amid Israel-Hamas War,2023-11-02 22:15:32+00:00,,Pittsburgh (Pa),Museums; Art; Muslims and Islam; Israel-Gaza War (2023- ),"Frick Pittsburgh (Pittsburgh, Pa, Museum)",https://www.nytimes.com/2023/11/02/arts/design/islamic-exhibition-postponed-frick-pittsburgh.html,The Frick Pittsburgh cited fears that the show could become “a source of unintended insensitivity or offense.”,847
"U.S. Drones Are Flying Over Gaza to Aid in Hostage Recovery, Officials Say",2023-11-02 22:50:08+00:00,,Gaza Strip; Middle East; United States,Israel-Gaza War (2023- ); Kidnapping and Hostages; Drones (Pilotless Planes); Defense and Military Forces; your-feed-visual-investigations; vis-video,Defense Department; Hamas,https://www.nytimes.com/2023/11/02/world/middleeast/israel-hamas-gaza-hostages-us.html,"The military has been sending weapons and advisers to Israel, but the flights suggest a more active American role.",416
How to Stay Sane in Brutalizing Times,2023-11-02 23:00:07+00:00,"Hillesum, Etty",,Anxiety and Stress; Ethics (Personal); Greek Civilization; Religion and Belief; Philosophy; Israel-Gaza War (2023- ),,https://www.nytimes.com/2023/11/02/opinion/sunday/resilience-bad-news-coping.html,Ancient wisdom can help keep us from becoming calloused over.,1914
"Israel, the I.R.S. and the Big Grift",2023-11-02 23:00:08+00:00,,,Tax Evasion; United States Politics and Government; Law and Legislation; Income Tax; Federal Budget (US); Israel-Gaza War (2023- ); Foreign Aid; High Net Worth Individuals,Internal Revenue Service; Republican Party,https://www.nytimes.com/2023/11/02/opinion/columnists/israel-irs-national-security-hostages.html,Holding national security hostage to help tax cheats.,915
The Laws of War Have Limits. What Does That Mean for the Hamas-Israel War?,2023-11-02 23:41:41+00:00,"Putin, Vladimir V",Israel; Gaza Strip; Russia; Ukraine,"internal-sub-only-nl; Civilian Casualties; Israel-Gaza War (2023- ); War Crimes, Genocide and Crimes Against Humanity; Russian Invasion of Ukraine (2022)",International Criminal Court,https://www.nytimes.com/2023/11/02/world/middleeast/international-law-israel-hamas.html,"For many readers, the events of the past few weeks have raised profound and vexing questions that can illustrate the limits and strengths of international law.",1398
TikTok Pushes Back Against Claims It Fuels Antisemitism,2023-11-02 23:48:10+00:00,,,Anti-Semitism; Terrorism; Social Media; Israel-Gaza War (2023- ); Rumors and Misinformation,Beijing Bytedance Technology Co Ltd,https://www.nytimes.com/2023/11/02/business/tiktok-antisemitism-claims-israel-palestinians.html,"The company said it had removed millions of TikTok videos in recent weeks related to hate speech, hateful behavior, harassment and bullying.",620
Silicon Valley Shrugs Off Sam Bankman-Fried’s Trial,2023-11-03 00:23:30+00:00,"Bankman-Fried, Sam",,Virtual Currency; Frauds and Swindling; Computers and the Internet; Venture Capital; Start-ups; Decisions and Verdicts,HK FTX Trading Ltd (Futures Exchange); Alameda Research LLC,https://www.nytimes.com/2023/11/02/technology/sam-bankman-fried-silicon-valley.html,Tech investors lauded Mr. Bankman-Fried and helped fund his FTX crypto exchange. The tech industry has since done what it does best: move on.,1220
