headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
Here is a timeline of the clashes between Palestinian militants and Israel.,2023-10-07 21:04:18+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Arab-Israeli War (1967); Arab-Israeli War (1973),Hamas,https://www.nytimes.com/2023/10/07/world/middleeast/israel-gaza-conflict-timeline.html,The relentless and deadly conflict has persisted for decades.,829
"‘We Are at War,’ Netanyahu Says After Hamas Attacks Israel",2023-10-07 22:00:21+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Palestinians; Defense and Military Forces; Deaths (Fatalities); Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/07/world/middleeast/israel-netanyahu-hamas-attack.html,"Palestinian militants from Gaza launched an early-morning assault on southern Israel, invading towns and firing thousands of rockets. Israel retaliated with huge strikes on Gazan cities.",1570
Some Israelis are flying home to fight.,2023-10-07 23:37:03+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Reserves (Military),Hamas,https://www.nytimes.com/2023/10/07/world/some-israelis-are-flying-home-to-fight.html,Many,401
Biden’s Hopes for the Middle East Imperiled by Eruption of Violence,2023-10-07 23:55:44+00:00,"Biden, Joseph R Jr; Mohammed bin Salman (1985- )",Middle East; Iran; Israel; Lebanon; Saudi Arabia,United States International Relations; International Relations; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/07/us/politics/biden-middle-east-diplomacy.html,The Hamas attack on Israel could narrow the chances for the president’s efforts to negotiate a new alignment in the region by normalizing relations between Saudi Arabia and Israel.,1477
Israel’s Worst Day at War,2023-10-08 00:25:08+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians,Hamas,https://www.nytimes.com/2023/10/07/opinion/israel-hamas-attack-friedman.html,"The shock waves of the Hamas attack on Israel will reach Iran, Saudi Arabia and Ukraine.",2054
Here’s a timeline of Saturday’s attacks and Israel’s retaliation.,2023-10-08 05:39:07+00:00,"Netanyahu, Benjamin; Biden, Joseph R Jr",Israel; Gaza Strip,Israel-Gaza War (2023- ),Hamas; Palestine Liberation Organization,https://www.nytimes.com/2023/10/08/world/middleeast/timeline-gaza-israel-attacks-hamas.html,"The first air raid sirens went off at sunrise as Hamas launched an attack by land, sea and air. Israel declared a state of war and has destroyed buildings in Gaza.",614
‘There were terrorists inside’: An Israeli recounts how militants invaded his village.,2023-10-08 07:27:53+00:00,,Israel,Israel-Gaza War (2023- ); Terrorism; Kibbutz Movement,Hamas,https://www.nytimes.com/2023/10/08/world/middleeast/israel-village-hamas-attack.html,"A resident of a town taken by Hamas militants describes hearing attackers outside his window, running and shooting, as they tried to find people to take hostage.",366
A Quick Look at Hamas,2023-10-08 08:02:04+00:00,"ABBAS, MAHMOUD",Gaza Strip; Israel,Israel-Gaza War (2023- ); Terrorism; Palestinians,,https://www.nytimes.com/2023/10/08/world/middleeast/hamas-military-gaza-explained.html,"The Islamist militant group that controls Gaza has taken its attacks on Israel to a new level, building on decades of hostilities.",486
A Surprise Attack on Israel,2023-10-08 12:07:13+00:00,,Israel; Gaza Strip,internal-storyline-no; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/08/briefing/israel-gaza-hamas.html,Israel says it is at war with Gaza.,1731
What We Know About the War Between Israel and Hamas,2023-10-08 12:31:08+00:00,,Israel; Gaza Strip,Defense and Military Forces; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/article/israel-gaza-hamas-what-we-know.html,"After Hamas’s surprise attack on Israel on Oct. 7, Israel has been besieging and bombarding the Gaza Strip, worsening a humanitarian crisis.",1320
Hamas Is Not the Only Problem We Must Reckon With,2023-10-08 13:26:56+00:00,,Israel; Gaza Strip,Kidnapping and Hostages; Terrorism; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/08/opinion/international-world/israel-hamas-attack.html,The nation acted as if it had the luxury of a vicious internal fight.,1117
Israel-Gaza Conflict Could Slow Natural Gas Investment in Area,2023-10-08 14:39:14+00:00,,Ashkelon (Israel); Gaza Strip; Israel; Mediterranean Sea,International Trade and World Market; Natural Gas; Politics and Government; Israel-Gaza War (2023- ),Chevron Corporation,https://www.nytimes.com/2023/10/08/business/israel-gaza-natural-gas.html,"The fighting could hurt ambitions of Israel and the wider region, which have received a lift from Chevron to become a hub for exporting natural gas to Europe and elsewhere.",358
Israel and Hamas at War: A ‘Pearl Harbor or 9/11 Moment’,2023-10-08 15:45:21+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Terrorism; Kidnapping and Hostages; Civilian Casualties; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/08/opinion/letters/israel-palestinian-hamas.html,Responses to the outbreak in the Middle East.,477
Biden Says Military Assistance Is on Its Way to Israel,2023-10-08 18:09:47+00:00,"Biden, Joseph R Jr; Blinken, Antony J",Israel; Gaza Strip,Israel-Gaza War (2023- ); United States International Relations; Foreign Aid,,https://www.nytimes.com/2023/10/08/world/middleeast/us-aid-israel-biden-blinken.html,"Israel has asked for “additional assistance,” according to Secretary of State Antony J. Blinken.",395
A Shaken Israel Is Forced Back to Its Eternal Dilemma,2023-10-08 18:11:07+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin; Deif, Muhammad",Israel; Gaza Strip; Middle East; West Bank,Israel-Gaza War (2023- ); Palestinians; Terrorism; International Relations; Defense and Military Forces; Politics and Government; Jews and Judaism; Israeli Settlements; Peace Process; Civilian Casualties; United States International Relations; Espionage and Intelligence Services; Kidnapping and Hostages,Hamas; Hezbollah; Likud Party (Israel); Labour Party (Israel); Mossad; Palestinian Authority,https://www.nytimes.com/2023/10/08/world/middleeast/israel-hamas-gaza-analysis.html,The attack by Hamas forces Israel once again to confront the conflict that has haunted it since the creation of the modern state.,1483
McCarthy Allies Criticize Far Right for Leaderless House as Israel Is Attacked,2023-10-08 19:31:52+00:00,"Jordan, Jim (1964- ); McCarthy, Kevin (1965- ); Scalise, Steve",Israel,United States Politics and Government; International Relations; United States International Relations; Israel-Gaza War (2023- ),House of Representatives; Republican Party,https://www.nytimes.com/2023/10/08/us/politics/house-speaker-israel-jordan-scalise.html,Several Republicans fumed at the rebels in their ranks for rendering Congress impotent at a time when legislation and additional funding could be needed to help Israel.,687
‘There Were Terrorists Inside’: How Hamas’s Attack on Israel Unfolded,2023-10-08 20:02:01+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Mass Shootings; Terrorism; Deaths (Fatalities); Palestinians; Defense and Military Forces; Jews and Judaism; Kidnapping and Hostages; Civilian Casualties; International Relations,,https://www.nytimes.com/2023/10/08/world/middleeast/israel-hamas-attack.html,"Palestinian militants from Gaza raided Israel on Saturday, killing and abducting hundreds. Survivors have begun to recount the most complex attack on their territory in half a century.",1317
Monday Briefing: Israel’s Leader Warns of a Long War,2023-10-08 20:30:38+00:00,,Israel; Gaza Strip; AFGHANISTAN; Odessa (Ukraine),Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022),Hamas,https://www.nytimes.com/2023/10/08/briefing/israel-gaza-hamas-afghanistan-quake-odessa-strikes.html,Plus bucking beauty standards in China.,1081
Video captures concertgoer being kidnapped by militants.,2023-10-08 20:45:12+00:00,,Israel; Gaza Strip; Re'im (Israel),Israel-Gaza War (2023- ); your-feed-visual-investigations; vis-video; Kidnapping and Hostages; Festivals; Civilian Casualties,,https://www.nytimes.com/2023/10/08/world/middleeast/music-festival-israel-kidnapping-video.html,Videos verified by The New York Times show the abduction of a woman at a music festival in Israel near the Gaza border.,500
"After Hamas Attack, U.S. to Send Weapons and Warships to Support Israel",2023-10-08 20:57:31+00:00,"Austin, Lloyd J III; Biden, Joseph R Jr; Netanyahu, Benjamin",Israel,United States Defense and Military Forces; Stockpiling; United States Politics and Government; United States International Relations; Defense and Military Forces; Israel-Gaza War (2023- ),Defense Department; Hamas,https://www.nytimes.com/2023/10/08/us/politics/israel-aid-pentagon-us-hamas.html,"The moves were designed by the Biden administration to reassure Israelis of the United States’ commitment, despite months of tension between Mr. Biden and Israel’s prime minister.",1185
Trump’s Claim That U.S. Taxpayer Money Funded Hamas Attacks Is False,2023-10-08 21:50:02+00:00,"Trump, Donald J; Ramaswamy, Vivek (1985- ); Biden, Joseph R Jr",Iran; Israel; Gaza Strip,Israel-Gaza War (2023- ); Rumors and Misinformation,Hamas; National Security Council; Republican Party,https://www.nytimes.com/2023/10/08/world/middleeast/hamas-attacks-trump-us-taxpayer-iran.html,The claim centers on Iranian oil profits released from banks in South Korea.,405
Israel and Hamas Battle Around Gaza as Netanyahu Warns of ‘Long and Difficult War’,2023-10-08 23:00:14+00:00,,Israel; Gaza Strip; Egypt,Palestinians; Deaths (Fatalities); Terrorism; International Relations; Defense and Military Forces; Politics and Government; Kidnapping and Hostages; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/08/world/middleeast/hamas-israel-netanyahu-gaza.html,"A senior Israeli defense official said that an early estimate showed about 700 Israelis were believed to be dead, and Gaza officials said more than 400 Palestinians have been killed.",951
Hamas Attack Raises Questions Over an Israeli Intelligence Failure,2023-10-08 23:36:26+00:00,,Gaza Strip; Israel,Espionage and Intelligence Services; International Relations; Defense and Military Forces; United States International Relations; Palestinians; Missiles and Missile Defense Systems; Smuggling; Israel-Gaza War (2023- ),Hamas; Hezbollah,https://www.nytimes.com/2023/10/08/us/politics/israel-hamas-intelligence.html,American and Israeli officials said none of Israel’s intelligence services had specific warning that Hamas was preparing a sophisticated assault.,1395
U.S. Continues Push for Saudi-Israel Ties Even as War With Hamas Begins,2023-10-09 00:01:24+00:00,"Blinken, Antony J; Mohammed bin Salman (1985- ); Biden, Joseph R Jr",Israel; Gaza Strip; Saudi Arabia,International Relations; United States International Relations; Palestinians; Israel-Gaza War (2023- ),Hamas; Hezbollah,https://www.nytimes.com/2023/10/08/us/politics/saudi-arabia-israel-palestinians-hamas.html,"As Israel prepares an offensive in Gaza, President Biden and his aides are gauging whether Saudi officials remain interested in opening up diplomatic relations.",1582
‘Everyone Was Surprised’: Palestinians in Gaza React to Conflict,2023-10-09 00:26:04+00:00,,Gaza Strip; Israel,Palestinians; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/video/world/middleeast/100000009123230/gaza-israel-palestine-attack-hamas.html,"While recovering from Israel’s retaliatory airstrikes, Gaza residents expressed surprise and shock at the brazen attack by Hamas on Israeli soil.",0
Monday Briefing,2023-10-09 04:55:59+00:00,,,,,https://www.nytimes.com/2023/10/09/briefing/hamas-israel-war-afghanistan.html,The Hamas-Israel war has entered a new phase.,1071
A former Israeli military spokesman paints a grim picture of the fighting ahead.,2023-10-09 05:28:37+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/09/world/middleeast/israel-gaza-conricus-fighting.html,"Lt. Col. Jonathan Conricus called the situation “dire” on Sunday and said that the military had sent at least 100,000 reservists to southern Israel near the border with Gaza.",420
Oil Prices Were Going Down Again. Then War Started in the Middle East.,2023-10-09 06:20:47+00:00,,Gaza Strip; Israel; Middle East; United States,"Oil (Petroleum) and Gasoline; International Relations; Prices (Fares, Fees and Rates); International Trade and World Market; Israel-Gaza War (2023- )",,https://www.nytimes.com/2023/10/09/business/israel-gaza-oil-prices.html,"After flirting with $100 a barrel this summer, crude prices had fallen significantly in the past week on the expectation that demand was waning.",838
Israeli Father Tells of Moment His Wife and Children Became Hostages,2023-10-09 08:59:26+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces,,https://www.nytimes.com/2023/10/09/world/middleeast/israel-gaza-father-kidnap.html,"Yoni Asher says his wife and two daughters, ages 5 and 3, were kidnapped from an Israeli border town by gunmen on Saturday and taken to Gaza.",320
The Republican Meltdown Shows No Sign of Cooling Off,2023-10-09 09:02:17+00:00,"McCarthy, Kevin (1965- ); Trump, Donald J; Biden, Joseph R Jr",Israel; Gaza Strip; United States,Israel-Gaza War (2023- ); United States Politics and Government; Presidential Election of 2024; Border Barriers; Terrorism; Illegal Immigration; Global Warming; Conservatism (US Politics),House of Representatives; Republican Party; Democratic Party,https://www.nytimes.com/2023/10/09/opinion/israel-biden-trump-mccarthy.html,"A basic rule of Trumpism is that he always gets worse. And the world isn’t getting any better, either.",1813
"Across the Mideast, a Surge of Support for Palestinians as War Erupts in Gaza",2023-10-09 09:02:21+00:00,"ABDULLAH II, KING OF JORDAN; Mohammed bin Salman (1985- )",Bahrain; Gaza Strip; Jordan; United Arab Emirates; Saudi Arabia,Israel-Gaza War (2023- ); Palestinians,Hamas; Hezbollah,https://www.nytimes.com/2023/10/09/world/middleeast/mideast-palestine-support-gaza.html,"The escalation laid bare the limitations of diplomatic deals between Israel and Arab governments as long as the underlying conflict continues. “We told you so,” a Saudi scholar said.",1324
War in Israel,2023-10-09 10:00:03+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); audio-neutral-informative; Terrorism; Defense and Military Forces; Kidnapping and Hostages; Politics and Government; Palestinians; International Relations,Hamas,https://www.nytimes.com/2023/10/09/podcasts/the-daily/israel-palestine.html,"Palestinian militants launched the biggest attack against Israel in 50 years, prompting intense retaliation.",356
The Global Context of the Hamas-Israel War,2023-10-09 10:54:10+00:00,,Israel,Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/09/briefing/hamas-israel-war.html,The Hamas attack is a sign of a new world order.,1824
U.S. Dysfunction Clouds Economic Diplomacy Efforts,2023-10-09 12:00:07+00:00,"Yellen, Janet L",Morocco,United States Economy; United States Politics and Government; Economic Conditions and Trends; United States International Relations; Developing Countries; National Debt (US); Russian Invasion of Ukraine (2022),International Monetary Fund; House of Representatives; World Bank,https://www.nytimes.com/2023/10/09/us/politics/yellen-morocco-us-economy.html,Treasury Secretary Janet Yellen calls on Congress to authorize more economic support for Ukraine.,944
Tallying the Costs of the Israel-Gaza War,2023-10-09 12:02:39+00:00,"Biden, Joseph R Jr; Scalise, Steve; Jordan, Jim (1964- ); Musk, Elon",Gaza Strip; Tel Aviv (Israel); Israel,Israel-Gaza War (2023- ); internal-storyline-no; Oil (Petroleum) and Gasoline; Palestinians,Hamas,https://www.nytimes.com/2023/10/09/business/dealbook/israel-gaza-war-markets-oil.html,"The price of crude oil has risen and global markets are under pressure as the death toll exceeds 1,100 and Israel begins a “complete siege” of the Gaza Strip.",1730
Chevron Shuts Down Natural Gas Platform Near Gaza Strip,2023-10-09 12:36:02+00:00,,Gaza Strip; Mediterranean Sea; Israel,Israel-Gaza War (2023- ); Natural Gas,Chevron Corporation,https://www.nytimes.com/2023/10/09/business/chevon-gas-israel-gaza.html,"The U.S. energy company temporarily closed operations at its Tamar natural gas field, which is about 12 miles from the Gaza Strip, at Israel’s request.",252
Zelensky Compares Assault by Hamas on Israel to Moscow’s Invasion of Ukraine,2023-10-09 13:19:47+00:00,"Zelensky, Volodymyr",Ukraine; Israel,Russian Invasion of Ukraine (2022); Civilian Casualties; Kidnapping and Hostages; Israel-Gaza War (2023- ),North Atlantic Treaty Organization,https://www.nytimes.com/2023/10/09/world/europe/zelensky-ukraine-russia-israel.html,"Volodymyr Zelensky, the Ukraine president, told a NATO meeting that “terror will have no allies” if the world unites against acts of aggression.",829
"Israeli Airstrikes Hit Marketplace and Mosques in Gaza, Killing Dozens",2023-10-09 14:22:31+00:00,,Gaza Strip; Israel; Jabaliya Refugee Camp (Gaza Strip),Israel-Gaza War (2023- ); Refugees and Displaced Persons; Civilian Casualties,,https://www.nytimes.com/2023/10/09/world/middleeast/israel-gaza-market-air-strike-jabaliya.html,"The strikes also hit two hospitals, schools and infrastructure, the U.N. said.",1098
"For Israelis, Scale of Tragedy Starts to Set In",2023-10-09 16:36:32+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Civilian Casualties,Hamas,https://www.nytimes.com/2023/10/09/world/israel-hamas-attack-reaction.html,The feeling of shock among Israelis over the attack by Hamas and the obvious intelligence failure that allowed it to happen is compounding the fear of what might yet be to come.,487
A Clash of Views Over the Israel-Hamas War,2023-10-09 18:04:27+00:00,,Israel; Gaza Strip,Coronavirus (2019-nCoV); Vaccination and Immunization; Drugs (Pharmaceuticals); Addiction (Psychology); Medicine and Health; Mental Health and Disorders; Urban Areas; Terrorism; Palestinians; Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/09/opinion/letters/israel-gaza-hamas.html,Sampling the responses as the conflict rages on. Also: A Covid Catch-22; treating drug addiction; private security guards in a distressed downtown.,1200
Attack Ends Israel’s Hope That Hamas Might Come to Embrace Stability,2023-10-09 18:27:30+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Defense and Military Forces; Terrorism; Civilian Casualties; Palestinians; Kidnapping and Hostages; International Relations,Hamas; Palestinian Authority,https://www.nytimes.com/2023/10/09/world/middleeast/hamas-gaza-israel.html,"Israel had considered Hamas a terrorist organization but one that could play a useful role for Israel in the Gaza Strip, which the group controls. Now, senior Israeli officials say, Hamas must be crushed.",1166
Israel Orders ‘Complete Siege’ of Gaza and Hamas Threatens to Kill Hostages,2023-10-09 18:41:42+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Defense and Military Forces,Hamas; Palestinian Islamic Jihad,https://www.nytimes.com/2023/10/09/world/middleeast/israel-gaza-siege-hamas.html,"Israel mobilized 300,000 reservists amid signs that it could be preparing for a major ground invasion of Gaza, and it bombed hundreds of sites, including mosques and a marketplace.",1622
Israel’s Attackers Took About 240 Hostages. Here’s What to Know About Them.,2023-10-09 18:49:49+00:00,"Netanyahu, Benjamin; Shalit, Gilad",Israel; Gaza Strip,Israel-Gaza War (2023- ); Terrorism; International Relations; Defense and Military Forces; Kidnapping and Hostages; Palestinians,,https://www.nytimes.com/article/israel-hostages-hamas-explained.html,The country’s military said roughly 240 people had been taken hostage during the Hamas attack. Just four have been released; one has been rescued.,1315
‘I Just Hope That They Are Alive’: How Hamas Abducted 150 Israelis,2023-10-09 19:20:03+00:00,"Shalit, Gilad",Gaza Strip; Israel,Israel-Gaza War (2023- ); Palestinians; Kidnapping and Hostages,Hamas,https://www.nytimes.com/2023/10/09/world/middleeast/hamas-hostages-israel-gaza.html,Palestinian militants kidnapped scores of Israelis in an unprecedented attack that took the Israeli-Palestinian conflict into unknown territory. Their relatives recount how they were captured.,1167
"For 26 Hours, One Family Took Shelter as Hamas Attackers Overran Their Kibbutz",2023-10-09 20:20:07+00:00,,Israel; Gaza Strip,Kibbutz Movement; Israel-Gaza War (2023- ); Palestinians,Hamas,https://www.nytimes.com/2023/10/09/world/middleeast/israeli-family-kibbutz-attack.html,"In their home’s safe room, Sarit Kurtzman, her husband and their 14-month-old daughter waited out the attack.",521
The Attack on Israel Demands Unity and Resolve,2023-10-09 20:35:15+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin; Blinken, Antony J",Gaza Strip; Israel,Israel-Gaza War (2023- ); Terrorism; Civilian Casualties; International Relations; Palestinians; Jews and Judaism; United States International Relations,Hamas; Hezbollah; Palestinian Authority,https://www.nytimes.com/2023/10/09/opinion/israel-hamas-attack.html,America and other allies have a crucial role to play in supporting Israel at this painful moment.,1004
Tuesday Briefing: Israel Orders a ‘Siege’ of Gaza,2023-10-09 20:52:55+00:00,Xi Jinping,Israel; Gaza Strip; Russia; China,Israel-Gaza War (2023- ),Hamas,https://www.nytimes.com/2023/10/09/briefing/israel-gaza-conflict-russia-ukraine-china-xi.html,Plus can betting save the world?,1174
Trump Uses Support for Israel to Revive Travel Ban Talk,2023-10-09 21:00:19+00:00,"Trump, Donald J",Gaza Strip; Israel,Israel-Gaza War (2023- ); Presidential Election of 2024; Palestinians; International Relations,Hamas,https://www.nytimes.com/2023/10/09/us/politics/trump-israel-travel-ban.html,His remarks echoed the type of anti-Muslim rhetoric that he successfully tapped into during his 2016 presidential run.,318
N.Y. Officials Visiting Israel Find Themselves Confronted With War,2023-10-09 21:13:45+00:00,"Booker, Cory A; Goldman, Daniel S",Israel; New York City; Gaza Strip,Israel-Gaza War (2023- ); Jews and Judaism; Palestinians,Police Department (NYC),https://www.nytimes.com/2023/10/09/nyregion/israel-gaza-cory-booker-daniel-goldman.html,"Representative Daniel Goldman and Senator Cory Booker had unexpected experiences of the attack, as did police officials visiting from the New York area.",1003
"Washington Rallies Behind Israel, but a Lasting Consensus May Prove Elusive",2023-10-09 21:52:28+00:00,"Biden, Joseph R Jr; Bush, Cori; Gottheimer, Joshua S (1975- ); Tlaib, Rashida",Israel,Israel-Gaza War (2023- ); United States Politics and Government; United States International Relations; Palestinians; Kidnapping and Hostages,Democratic Party; Republican Party; House of Representatives,https://www.nytimes.com/2023/10/09/us/politics/israel-hamas-washington-biden.html,Democrats and Republicans put aside an increasingly partisan divide over Israel to condemn the Hamas attack. But that support may be harder to maintain as Israel retaliates.,1442
McCarthy Floats Return as Divided G.O.P. Prepares to Choose a Speaker,2023-10-09 22:31:49+00:00,"McCarthy, Kevin (1965- ); Scalise, Steve; Jordan, Jim (1964- )",,United States Politics and Government,House of Representatives; Republican Party,https://www.nytimes.com/2023/10/09/us/politics/mccarthy-speaker.html,"Less than a week after his ouster, the former speaker indicated he would be open to reinstatement as Republicans prepared to discuss whom to nominate to succeed him.",787
"At least 11 U.S. citizens were killed in Israel, Biden says, and others may be captives of Hamas.",2023-10-09 22:44:06+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",,Israel-Gaza War (2023- ); Kidnapping and Hostages; United States Defense and Military Forces,,https://www.nytimes.com/2023/10/09/world/middleeast/us-citizens-killed-israel-hamas-captive.html,"“I have directed my team to work with their Israeli counterparts on every aspect of the hostage crisis, including sharing intelligence,” the president said in a statement on Monday evening.",576
