headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
"Before the Violence, U.C.L.A. Thought a Tolerant Approach Would Work",2024-05-01 18:23:37+00:00,,Los Angeles (Calif),"Demonstrations, Protests and Riots; Colleges and Universities; Israel-Gaza War (2023- ); Police; Pro-Palestinian Campus Protests (2023- )","University of California, Los Angeles",https://www.nytimes.com/2024/05/01/us/ucla-classes-protests.html,The school was ill prepared when protesters blocked students from accessing parts of campus and counterprotesters violently attacked the pro-Palestinian encampment.,1582
The 63-Year-Old Career Activist Among the Protesters at Columbia,2024-05-01 18:47:34+00:00,"Fithian, Lisa",New York City,"Pro-Palestinian Campus Protests (2023- ); Demonstrations, Protests and Riots; Colleges and Universities; Israel-Gaza War (2023- )",Columbia University,https://www.nytimes.com/2024/05/01/nyregion/columbia-university-protest-consultant-lisa-fithian.html,"Videos show Lisa Fithian, whom the police called a “professional agitator,” working alongside protesters who stormed Hamilton Hall.",1134
It’s Not Just Gaza: Student Protesters See Links to a Global Struggle,2024-05-01 18:49:54+00:00,,United States; Gaza Strip; Israel,"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Pro-Palestinian Campus Protests (2023- )",Columbia University,https://www.nytimes.com/2024/05/01/us/pro-palestinian-college-protests.html,"In many students’ eyes, the war in Gaza is linked to other issues, such as policing, mistreatment of Indigenous people, racism and the impact of climate change.",1268
The Latest Campus Battleground Is the Flagpole,2024-05-01 19:21:51+00:00,"Adams, Eric L",,"Israel-Gaza War (2023- ); Colleges and Universities; Flags, Emblems and Insignia; Demonstrations, Protests and Riots; Pro-Palestinian Campus Protests (2023- )","City College of New York; University of California, Los Angeles",https://www.nytimes.com/2024/05/01/us/college-protest-palestinian-flag.html,"Demonstrators have raised Palestinian flags in place of American flags on several campuses, and drawn an angry response.",363
Colombia to Sever Ties With Israel Over Gaza War,2024-05-01 20:24:52+00:00,"Petro, Gustavo",Colombia; Israel,International Relations; Politics and Government; Israel-Gaza War (2023- ),,https://www.nytimes.com/2024/05/01/world/middleeast/colombia-israel-relations.html,"Gustavo Petro, Colombia’s first leftist president, made the announcement in front of cheering crowds in the capital that had gathered for International Workers’ Day.",404
Biden to Speak on Antisemitism at a Holocaust Remembrance Next Week,2024-05-01 21:53:45+00:00,"Biden, Joseph R Jr",,"Demonstrations, Protests and Riots; Holocaust and the Nazi Era; Israel-Gaza War (2023- ); United States Politics and Government; Colleges and Universities; Anti-Semitism; Pro-Palestinian Campus Protests (2023- )",United States Holocaust Memorial Museum,https://www.nytimes.com/2024/05/01/us/politics/biden-speech-campus-protests.html,"President Biden has made little effort to personally address the anti-Israel protests, frustrating some Democrats who want him to show more public leadership.",684
Blinken Turns Up Pressure on Hamas to Accept Gaza Cease-Fire Deal,2024-05-01 22:21:42+00:00,"Blinken, Antony J; Netanyahu, Benjamin",Israel; Jordan; Gaza Strip,Israel-Gaza War (2023- ); Peace Process; Palestinians; International Relations,Hamas; Kerem Shalom,https://www.nytimes.com/2024/05/01/world/middleeast/blinken-hamas-israel-gaza-cease-fire.html,"“The time is now,” Secretary of State Antony J. Blinken declared, urging Hamas to accept the terms of a proposed truce. He also made clear that he expected more from Israel.",1040
How Protesters Can Actually Help Palestinians,2024-05-01 23:00:03+00:00,"Netanyahu, Benjamin",United States; Israel; Gaza Strip,"Pro-Palestinian Campus Protests (2023- ); Palestinians; Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Colleges and Universities; United States International Relations; Humanitarian Aid; Anti-Semitism; Peace Process; Polls and Public Opinion",Columbia University; Yale University,https://www.nytimes.com/2024/05/01/opinion/student-protests-gaza.html,I worry that the more aggressive demonstrators may be hurting the Gazans they’re trying to support.,1086
U.S. and Israel Struggle With Clashing Visions on Ending Gaza War,2024-05-02 04:01:39+00:00,"Netanyahu, Benjamin; Biden, Joseph R Jr; Blinken, Antony J",Israel; Gaza Strip; Rafah (Gaza Strip),Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Refugees and Displaced Persons; Terrorism; Kidnapping and Hostages; United States International Relations; Politics and Government; International Relations; Peace Process; Humanitarian Aid; Foreign Aid,Hamas,https://www.nytimes.com/2024/05/02/world/middleeast/us-israel-gaza-blinken-netanyahu.html,"The Biden administration wants to focus on a cease-fire and rebuilding Gaza, but Israel’s leader is pushing a new offensive.",1260
"In an Online World, a New Generation of Protesters Chooses Anonymity",2024-05-02 07:00:20+00:00,,,"Pro-Palestinian Campus Protests (2023- ); Demonstrations, Protests and Riots; Colleges and Universities; Israel-Gaza War (2023- ); Social Media; Cyberharassment; Anti-Semitism; Masks","Columbia University; University of California, Los Angeles",https://www.nytimes.com/2024/05/02/nyregion/college-campus-protests-anonymity.html,Doxxing and other consequences have led many student protesters on college campuses to hide their identities. That choice has been polarizing.,1538
Campus Protests Aren’t Going Away. Colleges Need to Draw Lines.,2024-05-02 09:04:42+00:00,,United States; Israel; Rafah (Gaza Strip),"Pro-Palestinian Campus Protests (2023- ); audio-neutral-informative; Colleges and Universities; Demonstrations, Protests and Riots; Freedom of Speech and Expression; Israel-Gaza War (2023- ); Civil Rights and Liberties; Palestinians; Law and Legislation",Columbia University,https://www.nytimes.com/2024/05/02/opinion/campus-protests-free-speech.html,What is the line between civil disobedience and lawlessness?,2144
"At Indiana University, Protests Only Add to a Year Full of Conflicts",2024-05-02 09:05:20+00:00,,Bloomington (Ind),"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Pro-Palestinian Campus Protests (2023- )",Indiana University,https://www.nytimes.com/2024/05/02/us/indiana-university-protest-encampment.html,"The tumult in Bloomington, Ind., where large protests have led to dozens of arrests and calls for university leaders to resign, shows the reach of the protest movement.",1595
Palestinian Flags Fly at Protests Worldwide. They Won’t Be at Eurovision.,2024-05-02 15:20:52+00:00,,Malmo (Sweden),Eurovision Song Contest; Israel-Gaza War (2023- ); Music,European Broadcasting Union,https://www.nytimes.com/2024/05/02/arts/music/eurovision-palestinian-flags.html,The organizers of the glitzy singing contest said that attendees would be allowed to wave only the flags of participating nations — including Israel’s.,777
The Police Clear U.C.L.A. Encampment and Arrest Protesters,2024-05-02 15:44:34+00:00,,,"Colleges and Universities; Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Police; Pro-Palestinian Campus Protests (2023- )","University of California, Los Angeles",https://www.nytimes.com/video/us/100000009444584/ucla-protest-encampment-gaza-israel.html,"Pro-Palestinian protesters clashed with police officers who moved in to dismantle an encampment on the campus of the University of California, Los Angeles.",0
"Biden Denounces Violence on Campus, Breaking Silence After Rash of Arrests",2024-05-02 15:52:14+00:00,"Biden, Joseph R Jr",United States,"Israel-Gaza War (2023- ); Colleges and Universities; Demonstrations, Protests and Riots; Anti-Semitism; Freedom of Speech and Expression; United States Politics and Government; Pro-Palestinian Campus Protests (2023- )",,https://www.nytimes.com/2024/05/02/us/politics/biden-campus-protests.html,President Biden defended the right to dissent but made clear that he believed too many of the demonstrations had gone beyond the bounds of free speech.,1386
He Survived an Airstrike in Rafah. His Family Has Nowhere Else to Go.,2024-05-02 16:22:25+00:00,,Rafah (Gaza Strip); Gaza Strip,Israel-Gaza War (2023- ); Palestinians,,https://www.nytimes.com/video/world/middleeast/100000009442635/rafah-gaza-airstrike-family.html,"Mohammed Abu Youssef and his children narrowly survived an airstrike in Rafah, in southern Gaza. They’re among more than a million Palestinians taking shelter in the city, as Israel prepares for a possible ground invasion.",0
"Advice to Protesters, and History’s Echoes",2024-05-02 17:04:02+00:00,"Trump, Donald J",Israel,"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Palestinians; Freedom of Speech and Expression; United States Politics and Government; Immunity from Prosecution; Threats and Threatening Messages; Fringe Groups and Movements; Education; Pro-Palestinian Campus Protests (2023- )",,https://www.nytimes.com/2024/05/02/opinion/campus-protests-israel-gaza.html,Responses to news and opinion articles about the campus protests. Also: Trump logic; pondering another civil war; lessons in the classroom.,1135
"Campus Protests Give Russia, China and Iran Fuel to Exploit U.S. Divide",2024-05-02 17:09:49+00:00,,United States; China; Iran; Russia,"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); United States Politics and Government; Social Media; Rumors and Misinformation; Propaganda; United States International Relations; Pro-Palestinian Campus Protests (2023- )",,https://www.nytimes.com/2024/05/02/business/media/campus-protests-russia-china-iran-us.html,"America’s adversaries have mounted online campaigns to amplify the social and political conflicts over Gaza flaring at universities, researchers say.",1343
Where Protesters on U.S. Campuses Have Been Arrested or Detained,2024-05-02 18:42:20+00:00,,United States,"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Palestinians; Pro-Palestinian Campus Protests (2023- )","Arizona State University; California State Polytechnic University, Humboldt; Case Western Reserve; City College of New York; Columbia University; Dartmouth College; Emerson College (Boston, Mass); Emory University; Florida State University; Fordham University; Indiana University; New School; North Carolina State University; Northeastern University; Northern Arizona University; Ohio State University; Princeton University; Portland State University; State University of New York at New Paltz; State University of New York at Stony Brook; Tulane University; University of Arizona; State University of New York at Buffalo; University of California, Los Angeles; University of Connecticut; University of Florida; University of Georgia; University of Illinois, Urbana-Champaign; University of Mary Washington; University of Minnesota; University of New Hampshire; University of New Mexico; University of North Carolina; University of Notre Dame; University of Pittsburgh; University of South Carolina; University of South Florida; University of Southern California; University of Texas at Austin; University of Texas at Dallas; University of Utah; University of Wisconsin-Madison; Virginia Commonwealth University; Virginia Polytechnic Institute and State University; Yale University",https://www.nytimes.com/interactive/2024/us/pro-palestinian-college-protests-encampments.html,"A crackdown on demonstrators at Columbia University in New York spawned a wave of activism at universities across the country, with more than 3,100 arrests or detainments.",0
Turkey Halts Trade With Israel Amid Deteriorating Relations,2024-05-02 20:53:38+00:00,"Erdogan, Recep Tayyip",Turkey; Israel; Gaza Strip,International Relations; Israel-Gaza War (2023- ); Palestinians; Politics and Government; International Trade and World Market; Defense and Military Forces,Hamas,https://www.nytimes.com/2024/05/03/world/middleeast/turkey-israel-trade-ties.html,The Turkish government said all trade with Israel would pause until a permanent cease-fire is reached in Gaza and “uninterrupted humanitarian aid” is allowed in.,437
"Hamas Studies a Gaza Cease-Fire Offer From Israel, and Hints at Progress",2024-05-02 21:04:31+00:00,"Blinken, Antony J; Netanyahu, Benjamin; Lapid, Yair; Hamdan, Osama; Haniya, Ismail",Gaza Strip; Israel,Israel-Gaza War (2023- ); Peace Process; Palestinians; International Relations,Hamas,https://www.nytimes.com/2024/05/02/world/middleeast/hamas-israel-gaza-ceasefire.html,"Ismail Haniyeh, the leader of Hamas’ political wing, said the group was reviewing the latest proposal in a “positive spirit,” and would send representatives to Cairo to continue negotiations.",1001
U.C.L.A. Tries to Reconcile a Week of Turbulent Events,2024-05-02 22:09:54+00:00,,,"Demonstrations, Protests and Riots; Colleges and Universities; Palestinians; Israel-Gaza War (2023- ); Pro-Palestinian Campus Protests (2023- )","University of California, Los Angeles",https://www.nytimes.com/2024/05/02/us/ucla-tries-to-reconcile-a-week-of-turbulent-events.html,"As crews cleared the remnants of an encampment, students and faculty members wondered how the university could have handled protests over the war in Gaza so badly.",1166
Why the Protests Help Trump,2024-05-02 23:00:07+00:00,"Trump, Donald J; Bevins, Vincent",,"Israel-Gaza War (2023- ); Colleges and Universities; Demonstrations, Protests and Riots; Presidential Election of 2024; United States Politics and Government; Books and Literature; Pro-Palestinian Campus Protests (2023- )",,https://www.nytimes.com/2024/05/02/opinion/student-protests-trump.html,The excesses of social protest movements can play into the hands of candidates who promise to restore order.,1270
A U.N. report says rebuilding all the homes destroyed in Gaza could take 80 years.,2024-05-02 23:01:47+00:00,,West Bank; East Jerusalem,Israel-Gaza War (2023- ); Palestinians,United Nations; Palestinian Authority; Hamas,https://www.nytimes.com/2024/05/02/world/middleeast/gaza-homes-rebuild-un-report.html,The projection didn’t take into account the time it would take to repair the homes that were damaged but not destroyed.,428
"Taking Cues From Students, U.C.L.A. Faculty Members Join the Protests",2024-05-02 23:59:30+00:00,,,"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Pro-Palestinian Campus Protests (2023- )","Columbia University; University of California, Los Angeles; Students for Justice in Palestine",https://www.nytimes.com/2024/05/02/us/columbia-protests-professors-support.html,"At U.C.L.A., a few professors helped negotiate with the university. At Columbia, they guarded the encampment. But not all faculty members are on board.",1011
Israel and Saudi Arabia Are Trading Places,2024-05-03 00:16:30+00:00,"Netanyahu, Benjamin; Mohammed bin Salman (1985- ); Biden, Joseph R Jr",Saudi Arabia; Israel,Israel-Gaza War (2023- ); Palestinians; Terrorism; International Relations; United States International Relations,Hamas; AL QAEDA,https://www.nytimes.com/2024/05/02/opinion/israel-saudi-arabia.html,"Netanyahu is making his nation more like the worst of the old kingdom, and the crown prince is making his kingdom more like the best of the old Jewish state.",1969
Untangling the Mess of Campus Protests,2024-05-03 09:03:33+00:00,,,"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Anti-Semitism; internal-truncator; audio-neutral-informative; Pro-Palestinian Campus Protests (2023- )",Columbia University,https://www.nytimes.com/2024/05/03/opinion/campus-protests-israel-gaza.html,And the role politicians play in all of it.,170
Israeli Officials Weigh Sharing Power With Arab States in Postwar Gaza,2024-05-03 09:03:48+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip; Egypt; Saudi Arabia; United Arab Emirates,Israel-Gaza War (2023- ); International Relations; Politics and Government; Peace Process; Defense and Military Forces; Palestinians; Terrorism; Israeli Settlements; United States International Relations,Hamas; Palestinian Authority,https://www.nytimes.com/2024/05/03/world/middleeast/israel-gaza-postwar-plan.html,Israeli officials say they are discussing inviting Arab states to help oversee Gaza after the war. Arab officials rejected the idea because it doesn’t ensure Palestinian statehood.,1433
Attack on U.C.L.A. Encampment Stirs Fears of Clashes Elsewhere,2024-05-03 09:05:01+00:00,,Los Angeles (Calif); San Fernando Valley (Calif),"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Palestinians; Jews and Judaism; Pro-Palestinian Campus Protests (2023- )","University of California, Los Angeles",https://www.nytimes.com/2024/05/03/us/college-protests-encampments-israel.html,"The first big pro-Israel counter demonstration was on Sunday in Los Angeles, home to large Israeli and Jewish populations. More are planned in the coming days.",1411
Calls to Divest From Israel Put Students and Donors on Collision Course,2024-05-03 09:05:09+00:00,,Israel,"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); United States International Relations; Pro-Palestinian Campus Protests (2023- ); Boycotts","Brown University; Boycott, Divestment and Sanctions (BDS)",https://www.nytimes.com/2024/05/03/business/brown-university-divestment-israel-gaza.html,"To get protesters off campus lawns, Brown University and others have agreed to consider ending investments linked to Israel. But how?",1436
A New Issue Flares in the 2024 Race: Campus Protests,2024-05-03 09:06:18+00:00,"Biden, Joseph R Jr; Trump, Donald J",,"Presidential Election of 2024; Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); United States Politics and Government; Pro-Palestinian Campus Protests (2023- )",,https://www.nytimes.com/2024/05/03/us/politics/biden-trump-campus-protests.html,"With tensions escalating and Republicans pouncing, President Biden finally weighed in and sought to increase the distance between himself and some of the more radical activism on colleges.",1237
"Protect Journalists, Everywhere",2024-05-03 09:06:29+00:00,,,News and News Media; Freedom of the Press; Political Prisoners; Israel-Gaza War (2023- ); United States International Relations,,https://www.nytimes.com/2024/05/03/opinion/press-freedom-global.html,"On World Press Freedom Day, a reminder of how many journalists are not free to do their vital work.",402
The Protesters and the President,2024-05-03 10:00:08+00:00,"Biden, Joseph R Jr",,"Demonstrations, Protests and Riots; Colleges and Universities; Israel-Gaza War (2023- ); internal-truncator; Pro-Palestinian Campus Protests (2023- )",,https://www.nytimes.com/2024/05/03/podcasts/the-daily/university-protestest.html,"Over the past week, thousands of students protesting the war in Gaza have been arrested.",407
"The Secret Recording Played at Trump’s Trial, and the Latest Cease-Fire Negotiations",2024-05-03 10:01:36+00:00,,Gaza Strip; Israel; Kentucky,"Israel-Gaza War (2023- ); Horse Racing; Peace Process; Computers and the Internet; International Relations; Terrorism; Palestinians; Animal Abuse, Rights and Welfare; Kentucky Derby; internal-truncator",Hamas; TikTok (ByteDance); Universal Music Group,https://www.nytimes.com/2024/05/03/podcasts/the-secret-recording-played-at-trumps-trial-and-the-latest-cease-fire-negotiations.html,"Plus, the shadow over the Kentucky Derby.",121
Iran Says It Released Crew of Israel-Linked Ship It Detained,2024-05-03 10:56:24+00:00,,Iran; Israel,Ships and Shipping; Israel-Gaza War (2023- ),,https://www.nytimes.com/2024/05/03/world/middleeast/iran-israel-ship-crew.html,"Iranian forces seized the Portuguese-flagged ship, the MSC Aries, as tensions between Iran and Israel were rising.",339
Pro-Palestinian Encampments Spread to Campuses in Other Countries,2024-05-03 13:43:11+00:00,,Australia; Great Britain; Paris (France),"Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Colleges and Universities; Pro-Palestinian Campus Protests (2023- )",,https://www.nytimes.com/2024/05/03/world/palestinian-protests-france-australia-uk.html,"Student activists in Australia, Britain, France and elsewhere are challenging their universities’ stances on the war in Gaza and ties to Israel.",686
Police Remove Dozens of Protesters from Sciences Po University in Paris,2024-05-03 15:05:54+00:00,,France,"Palestinians; Israel-Gaza War (2023- ); Police; Demonstrations, Protests and Riots",,https://www.nytimes.com/video/world/middleeast/100000009446756/police-remove-dozens-of-protesters-from-sciences-po-university-in-paris.html,"Student demonstrators had been occupying a campus building in central Paris, in protest over the war in Gaza. French police cleared the building on Friday.",0
Winners and Losers of the Columbia Protests? History Will Tell.,2024-05-03 15:33:51+00:00,,,"Pro-Palestinian Campus Protests (2023- ); Colleges and Universities; Israel-Gaza War (2023- ); Police; Demonstrations, Protests and Riots",Columbia University,https://www.nytimes.com/2024/05/03/nyregion/columbia-protests-new-york.html,Activism often lands on the right side of history. But history also shows that tactical mistakes — and smashing windows — can weaken protests’ effectiveness.,985
Police Clear Tents and Arrest N.Y.U. and New School Protesters,2024-05-03 15:38:06+00:00,,"Greenwich Village (Manhattan, NY); New York City","Pro-Palestinian Campus Protests (2023- ); Israel-Gaza War (2023- ); Colleges and Universities; Demonstrations, Protests and Riots; Police",City College of New York; Columbia University; New School; New York University; Police Department (NYC),https://www.nytimes.com/2024/05/03/us/nyu-new-school-protest-arrests.html,"Protesters had been camped out for days, demanding that their schools end financial ties with Israel.",689
"Officer Accidentally Fired a Gun at Columbia University, N.Y.P.D. Says",2024-05-03 16:55:31+00:00,,,"Israel-Gaza War (2023- ); Demonstrations, Protests and Riots",Columbia University,https://www.nytimes.com/video/nyregion/100000009447113/columbia-nypd-gun-hamilton-hall-protest.html,The police said a sergeant unintentionally fired his gun into an empty room of Hamilton Hall while officers were removing pro-Palestinian protesters from the building.,0
How I Reported on the Columbia Student Protests … in 1996,2024-05-03 17:00:08+00:00,,,"Demonstrations, Protests and Riots; Colleges and Universities; Israel-Gaza War (2023- ); Newspapers; Pro-Palestinian Campus Protests (2023- )",Village Voice; Columbia University; New York Times,https://www.nytimes.com/2024/05/03/insider/columbia-student-protests-1996.html,"Nearly three decades ago, a young reporter slept on the floor of Columbia’s Hamilton Hall for several nights to file an article for The Village Voice.",992
Voters Swing to Labour in English Local Elections: Key Takeaways,2024-05-03 17:24:40+00:00,"Farage, Nigel (1964- ); Starmer, Keir; Sunak, Rishi (1980- )",Blackpool (England); Great Britain; Hartlepool (England),"Israel-Gaza War (2023- ); Elections, Mayors; Voting Rights, Registration and Requirements",Conservative Party (Great Britain); Labour Party (Great Britain),https://www.nytimes.com/2024/05/03/world/europe/voters-england-elections-takeaways.html,"While the ballots were still being counted on Friday, big losses for the Conservative Party could signal a difficult general election later this year.",873
"A Gaza Doctor Has Died in Israeli Custody, Palestinian Groups Say",2024-05-03 18:07:52+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Deaths (Fatalities); Hospitals; Palestinians; Torture; Detainees,Al Shifa Hospital (Gaza Strip); United Nations,https://www.nytimes.com/2024/05/03/world/middleeast/doctor-died-israeli-detention.html,"Israel has not offered an explanation for the death of Dr. Adnan Ahmad Albursh, chief of orthopedics at Al-Shifa hospital, four months after he was first detained.",503
The Columbia Protests Made the Same Mistake the Civil Rights Movement Did,2024-05-03 19:00:10+00:00,,,"Colleges and Universities; Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Civil Rights Movement (1954-68); Pro-Palestinian Campus Protests (2023- )",Columbia University; Student Nonviolent Coordinating Committee (SNCC),https://www.nytimes.com/2024/05/03/opinion/columbia-protests-civil-rights.html,"Passion counts for a lot, but the bottom line should be results. The protests seem to be headed in a different direction.",981
U.S.C. Announces New Commencement Plans After Canceling its Main Ceremony,2024-05-03 19:15:03+00:00,,California; Los Angeles (Calif),Colleges and Universities; Israel-Gaza War (2023- ); Commencement Speeches,Los Angeles Memorial Coliseum; University of Southern California,https://www.nytimes.com/2024/05/03/us/usc-graduation-campus-protests.html,The university said it would hold a celebration at the Los Angeles Memorial Coliseum. More than 100 school-specific graduations and smaller receptions will also take place with tighter security.,479
Campus Protests Over Gaza Spotlight the Work of Student Journalists,2024-05-03 20:29:04+00:00,,,"Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Colleges and Universities; Radio; Newspapers; News and News Media; internal-truncator; Pro-Palestinian Campus Protests (2023- )",Columbia University; WKCR-FM,https://www.nytimes.com/2024/05/03/business/media/campus-protests-columbia-student-media-gaza.html,Columbia University’s radio station and other student-led news outlets have provided some of the most detailed coverage of the turmoil engulfing university campuses.,637
Police Treatment of a Dartmouth Professor Stirs Anger and Debate,2024-05-03 20:42:25+00:00,,,"Colleges and Universities; Police; Video Recordings, Downloads and Streaming; Israel-Gaza War (2023- ); Trespassing",Dartmouth College,https://www.nytimes.com/2024/05/03/us/dartmouth-professor-police-protests.html,"A video showing Annelise Orleck, 65, being taken to the ground intensified criticism of the decision by the college’s president to call in officers.",825
"As Turkey Cuts Trade Ties, Israel’s Isolation Grows",2024-05-03 21:50:51+00:00,"Erdogan, Recep Tayyip",Israel; Turkey; Gaza Strip; Rafah (Gaza Strip),Israel-Gaza War (2023- ); International Relations; Defense and Military Forces; Palestinians; Civilian Casualties; Refugees and Displaced Persons; Humanitarian Aid; Terrorism,Hamas,https://www.nytimes.com/2024/05/03/world/middleeast/turkey-israel-gaza-cease-fire.html,Turkey said it would not resume trade with Israel until a “permanent cease-fire” in Gaza. The move came after a number of countries cut diplomatic ties with Israel.,985
