headline,publication_date,people_mentioned,places_mentioned,subjects,organizations,url,abstract,word_count
Israel Must No Longer Live by the Sword,2024-04-02 09:01:54+00:00,"Netanyahu, Benjamin; Gantz, Benny; Ben-Gvir, Itamar",Israel,Israel-Gaza War (2023- ); Palestinians; Politics and Government,Hamas,https://www.nytimes.com/2024/04/02/opinion/netanyahu-protests-legacy-war.html,Prime Minister Benjamin Netanyahu is wildly unpopular — but it will take a movement to unseat him.,1636
"After Strike, Aid Groups in Gaza Are More Fearful Than Ever",2024-04-02 11:00:18+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Humanitarian Aid,World Central Kitchen; United Nations Relief and Works Agency; United Nations Children's Fund; Save the Children,https://www.nytimes.com/2024/04/02/world/middleeast/gaza-aid-groups-strikes.html,"“Gaza right now is one of the most dangerous places in the world to be a humanitarian worker,” a spokeswoman for Save the Children said after a strike killed World Central Kitchen workers.",590
What We Know About the Israeli Strike That Killed 7 Aid Workers in Gaza,2024-04-02 12:36:57+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Humanitarian Aid,World Central Kitchen,https://www.nytimes.com/2024/04/02/world/middleeast/world-central-kitchen-workers-strike-gaza.html,Prime Minister Benjamin Netanyahu of Israel acknowledged on Tuesday a “tragic case of our forces unintentionally hitting innocent people.”,1168
Strike in Damascus Is an Escalation in Israel’s Undeclared War With Iran,2024-04-02 12:41:04+00:00,"Netanyahu, Benjamin; Suleimani, Qassim",Gaza Strip; Iran; Israel; Syria; Middle East,"Palestinians; Israel-Gaza War (2023- ); International Relations; Terrorism; Assassinations and Attempted Assassinations; Defense and Military Forces; Deaths (Fatalities); Diplomatic Service, Embassies and Consulates; Cyberwarfare and Defense; Politics and Government; War and Armed Conflicts; Espionage and Intelligence Services",Hamas; Hezbollah; Islamic Revolutionary Guards Corps; Palestinian Islamic Jihad; Quds Force,https://www.nytimes.com/2024/04/02/world/middleeast/iran-israel-damascus-strike.html,"Tehran promises major retaliation, and the danger of a miscalculation is ever-present. But neither side wants a major shooting war, given the stakes.",1206
Biden Critics Push Democrats to Submit Blank Ballots in New York,2024-04-02 13:44:17+00:00,"Biden, Joseph R Jr",New York State,Israel-Gaza War (2023- ); Primaries and Caucuses; Presidential Election of 2024; United States Politics and Government,Democratic Party; Democratic Socialists of America; Working Families Party,https://www.nytimes.com/2024/04/02/us/politics/biden-gaza-blank-ballots-new-york-primary.html,"Activists pressuring the president over Gaza urge voters to leave ballots unmarked, since New York does not allow “uncommitted” votes in primaries.",420
What We Know About the Victims of the World Central Kitchen Strike,2024-04-02 14:00:38+00:00,,Gaza Strip,Humanitarian Aid; Israel-Gaza War (2023- ),World Central Kitchen,https://www.nytimes.com/2024/04/02/world/middleeast/world-central-kitchen-victims.html,"The group said one of the seven workers who was killed was a dual citizen of the U.S. and Canada, while the others were from Australia, Britain, Gaza and Poland.",316
Iran and Israel Have a Long History of Clandestine Attacks,2024-04-02 14:17:17+00:00,"Suleimani, Qassim; Arouri, Saleh al- (1966-2024); Khodayee, Sayad",,"Iran-Israel Proxy Conflict; Assassinations and Attempted Assassinations; Israel-Gaza War (2023- ); International Relations; Targeted Killings; Diplomatic Service, Embassies and Consulates",Hamas; Hezbollah; Islamic Revolutionary Guards Corps; Houthis,https://www.nytimes.com/2024/04/02/world/middleeast/iran-israel-attacks-shadow-war.html,"The regional rivals have for decades targeted each other’s interests, including with a recent strike in Syria that killed three Iranian commanders. Here are some other notable flash points.",1049
"Biden Talks to Xi About Conflicts, From Ukraine to the Pacific",2024-04-02 15:31:03+00:00,"Biden, Joseph R Jr; Xi Jinping; Yellen, Janet L",China; Taiwan; Middle East; Ukraine,United States International Relations; United States Politics and Government; Territorial Disputes; Israel-Gaza War (2023- ); Russian Invasion of Ukraine (2022); Drug Abuse and Traffic,Houthis,https://www.nytimes.com/2024/04/02/us/politics/biden-xi-call.html,"President Biden aimed to keep relations stable in a call with Xi Jinping of China, but also raised concerns over Beijing’s activities around Taiwan, the South China Sea and Russia.",1145
Fears Grow That Syria Strike Could Spur Retaliatory Attacks on Israel and U.S.,2024-04-02 17:20:32+00:00,,Israel; Iran; Damascus (Syria); Syria,Defense and Military Forces; International Relations; United States International Relations; Israel-Gaza War (2023- ),Islamic Revolutionary Guards Corps; Quds Force,https://www.nytimes.com/2024/04/02/world/middleeast/syria-strikes-iran-israel-us.html,Current and former American officials say the airstrike on an Iranian embassy compound in Damascus was a serious blow to Tehran.,739
Protests Over Gaza Intensify at American Art Museums,2024-04-02 19:17:08+00:00,,San Francisco (Calif),"Art; Demonstrations, Protests and Riots; Museums; Boycotts; Israel-Gaza War (2023- ); Appointments and Executive Changes",Yerba Buena Center for the Arts; Metropolitan Museum of Art; Palestinian Campaign for the Academic and Cultural Boycott of Israel,https://www.nytimes.com/2024/04/02/arts/design/israel-gaza-protests-museums.html,A protest at the Yerba Buena Center for the Arts in San Francisco led to the resignation of its leader and to a monthlong closure of its galleries.,803
Before and After Images Show What Remains of Al-Shifa Hospital,2024-04-02 19:55:18+00:00,,Israel,Israel-Gaza War (2023- ); Hospitals; Defense and Military Forces,Al Shifa Hospital (Gaza Strip),https://www.nytimes.com/video/world/middleeast/100000009392733/al-shifa-hospital-raid-before-after.html,"The hospital, which was the largest in Gaza, stood in ruins after a two-week raid by the Israeli military.",0
Israeli Strikes Kill 7 Aid Workers in Gaza,2024-04-02 20:55:22+00:00,"Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); Humanitarian Aid; Deaths (Fatalities); Civilian Casualties; Defense and Military Forces; International Relations; United States International Relations; Palestinians,World Central Kitchen,https://www.nytimes.com/2024/04/02/world/middleeast/israel-gaza-aid-workers-killed.html,"The attack on clearly marked vehicles run by the World Central Kitchen shows how dangerous relief work has been during the war, and adds fuel to accusations that Israel has bombed indiscriminately.",1348
Israel Bombed an Iranian Embassy Complex. Is That Allowed?,2024-04-02 21:00:02+00:00,"Khashoggi, Jamal",Damascus (Syria); Israel,"International Relations; Diplomatic Service, Embassies and Consulates; Israel-Gaza War (2023- ); Palestinians; Defense and Military Forces; Law and Legislation; Diplomatic Immunity; War and Armed Conflicts",Hezbollah; Islamic Revolutionary Guards Corps; Palestinian Islamic Jihad; Quds Force,https://www.nytimes.com/2024/04/02/world/europe/interpreter-israel-syria-embassy.html,"Israel can likely argue that its actions did not violate international law’s protections for diplomatic missions, experts say.",1201
7 Aid Workers Killed in Gaza Were Known for a Passion for Helping Others,2024-04-02 22:06:12+00:00,,Gaza Strip; Israel,Israel-Gaza War (2023- ); Humanitarian Aid; Food Aid; Civilian Casualties; Deaths (Fatalities); Palestinians; Defense and Military Forces,World Central Kitchen,https://www.nytimes.com/2024/04/02/world/middleeast/gaza-aid-world-central-kitchen-workers-killed.html,Gaza has been the deadliest place for aid workers since the Oct. 7 attacks.,761
"Protest Outside Netanyahu’s Jerusalem Home Turns Into ‘Riot,’ Police Say",2024-04-02 22:25:31+00:00,"Netanyahu, Benjamin",Gaza Strip,"Israel-Gaza War (2023- ); Demonstrations, Protests and Riots; Kidnapping and Hostages",Hamas,https://www.nytimes.com/2024/04/02/world/middleeast/israel-netanyahu-protest.html,Antigovernment demonstrators took to the streets for the third night in a row to call for early elections.,420
How José Andrés and His Corps of Cooks Became Leaders in Disaster Aid,2024-04-02 22:31:38+00:00,"Andres, Jose (1969- )",Israel; Rafah (Gaza Strip); Gaza Strip,Humanitarian Aid; Israel-Gaza War (2023- ); audio-neutral-informative; audio-negative-tragedy,World Central Kitchen,https://www.nytimes.com/2024/04/02/dining/jose-andres-central-kitchen-disaster-aid.html,"Long before the killings of seven workers in Gaza, World Central Kitchen pioneered a new way to deliver emergency relief, using local labor and recipes.",1456
What We Know About the Iranian Commanders Killed by Israel in Syria,2024-04-02 22:51:40+00:00,"Khamenei, Ali; Nasrallah, Hassan; Suleimani, Qassim",Iran; Israel,Israel-Gaza War (2023- ); International Relations; United States International Relations,,https://www.nytimes.com/2024/04/02/world/middleeast/iran-commanders-syria-strike-israel.html,"The leaders included Gen. Mohammad Reza Zahedi, the senior most leader in Iran’s armed forces assassinated since Qassim Suleimani was killed in 2020.",1135
The Appalling Tactics of the ‘Free Palestine’ Movement,2024-04-02 23:00:05+00:00,,,"Demonstrations, Protests and Riots; Israel-Gaza War (2023- ); Anti-Semitism; Colleges and Universities; Fringe Groups and Movements; Pro-Palestinian Campus Protests (2023- )",,https://www.nytimes.com/2024/04/02/opinion/the-appalling-tactics-of-the-free-palestine-movement.html,What does it say about a cause that won’t weed out its worst members or stamp out its worst ideas?,930
Antigovernment Protesters Clash With Police in Jerusalem,2024-04-02 23:16:32+00:00,"Netanyahu, Benjamin",Israel; Jerusalem (Israel),"Demonstrations, Protests and Riots; Politics and Government; Israel-Gaza War (2023- )",,https://www.nytimes.com/video/world/middleeast/100000009393990/netanyahu-jerusalem-protest.html,"Thousands of demonstrators marched in Jerusalem outside the home of Israel’s prime minister, Benjamin Netanyahu, calling for early elections and his ouster.",0
Biden Administration Presses Congress on $18 Billion Sale of F-15 Jets to Israel,2024-04-02 23:42:42+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",Israel; Gaza Strip,United States International Relations; United States Politics and Government; Military Aircraft; Arms Trade; Foreign Aid; Israel-Gaza War (2023- ); Palestinians; Civilian Casualties,,https://www.nytimes.com/2024/04/02/us/politics/biden-israel-weapons-deal.html,"The deal, which would be one of the largest U.S. arms sales to Israel in years, awaits congressional approval as criticism of the war in Gaza rises.",1172
"Biden says he is ‘outraged’ by the attack on an aid convoy, after Israel’s military says it was a mistake.",2024-04-03 00:09:39+00:00,"Biden, Joseph R Jr",Gaza Strip,Israel-Gaza War (2023- ); Deaths (Fatalities); United States Politics and Government,World Central Kitchen; Hamas,https://www.nytimes.com/2024/04/02/world/middleeast/biden-gaza-aid-attack.html,"In a sharply worded statement, Mr. Biden said that Israel had not done enough to protect civilians and noted that the deaths were not a “stand-alone incident.”",669
José Andrés: Let People Eat,2024-04-03 05:00:08+00:00,"Netanyahu, Benjamin",Gaza Strip; Israel,Israel-Gaza War (2023- ); Humanitarian Aid; Food Aid; Palestinians; Civilian Casualties; Defense and Military Forces,World Central Kitchen,https://www.nytimes.com/2024/04/03/opinion/jose-andres-let-people-eat.html,You cannot win this war by starving an entire population.,843
I.D.F. Says U.N. Observers in Lebanon Were Wounded by Buried Explosive,2024-04-03 14:47:28+00:00,,Lebanon; Israel,"Mines, Explosive; Israel-Gaza War (2023- )",Hezbollah; United Nations,https://www.nytimes.com/2024/04/03/world/middleeast/un-lebanon-hezbollah.html,"A spokesman for the Israeli military said the blast was caused “by an explosive previously installed there by Hezbollah,” a Lebanese militia and political movement.",241
Donald Trump and the Justice System,2024-04-03 16:37:30+00:00,"Trump, Donald J; Netanyahu, Benjamin",Israel; Gaza Strip,United States Politics and Government; New York State Criminal Case Against Trump (71543-23); Presidential Election of 2024; Courts and the Judiciary; Israel-Gaza War (2023- ); Humanitarian Aid; Education (K-12); Computers and the Internet; Children and Childhood,,https://www.nytimes.com/2024/04/03/opinion/donald-trump-justice-system.html,Readers discuss how the former president is or is not getting special treatment. Also: The killing of aid workers in Gaza; screens in the classroom.,1213
Inside World Central Kitchen’s Work in Gaza,2024-04-03 17:35:01+00:00,"Andres, Jose (1969- )",Gaza Strip,Israel-Gaza War (2023- ); Humanitarian Aid; Palestinians; Civilian Casualties; Deaths (Fatalities),World Central Kitchen,https://www.nytimes.com/video/world/middleeast/100000009392655/world-central-kitchen-gaza-aid.html,World Central Kitchen has suspended its relief efforts in Gaza after seven aid workers were killed in Israeli airstrikes on Monday. Videos reveal the challenges of food distribution in a territory under siege.,0
They Had Just Delivered Tons of Food. Then Their Convoy Was Hit.,2024-04-03 20:18:09+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Humanitarian Aid; Civilian Casualties; Deaths (Fatalities); Defense and Military Forces; Palestinians; vis-video,World Central Kitchen,https://www.nytimes.com/2024/04/03/world/middleeast/israel-world-central-kitchen-gaza.html,"The deaths of World Central Kitchen workers pushed the number of aid employees killed during the war in Gaza to at least 196, according to the U.N. secretary general, António Guterres.",1325
‘Stop It Now’: Jill Biden Privately Urges an End to Conflict in Gaza,2024-04-03 21:32:31+00:00,"Biden, Joseph R Jr; Biden, Jill Tracy Jacobs",Israel; Gaza Strip,United States International Relations; Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Civilian Casualties; Humanitarian Aid; Deaths (Fatalities),,https://www.nytimes.com/2024/04/03/us/politics/jill-biden-israel-hamas.html,The president recounted the first lady’s concerns as he was pressed about the war at a meeting with Muslim community members.,872
How Biden’s White House Gathering for Ramadan Unraveled Over Gaza,2024-04-03 21:40:00+00:00,"Biden, Joseph R Jr",,United States Politics and Government; Ramadan; Muslim Americans; Israel-Gaza War (2023- ); United States International Relations,,https://www.nytimes.com/2024/04/03/us/politics/biden-white-house-ramadan-israel-gaza.html,Some Muslim community leaders said it would be wrong to attend an iftar meal with President Biden while Gaza is under siege.,870
Biden Is ‘Outraged.’ But Is He Willing to Use America’s Leverage With Israel?,2024-04-03 21:56:27+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); United States International Relations; United States Politics and Government; Foreign Aid; Arms Trade; Humanitarian Aid; Deaths (Fatalities); Civilian Casualties; Defense and Military Forces; Palestinians,World Central Kitchen,https://www.nytimes.com/2024/04/03/us/politics/biden-israel-gaza.html,"President Biden, at least in public, has limited his responses to Israel’s war in Gaza to ever more indignant declarations.",1292
Back-to-Back Israeli Strikes Show Tragic Gaps in Choosing Targets,2024-04-04 04:00:20+00:00,"Andres, Jose (1969- ); Halevi, Herzl",Damascus (Syria); Gaza Strip; Israel; Iran,Israel-Gaza War (2023- ); Defense and Military Forces,Islamic Revolutionary Guards Corps; World Central Kitchen,https://www.nytimes.com/2024/04/04/world/middleeast/israel-wck-gaza-iran-embassy.html,"In an airstrike on Monday in Damascus, Israel’s military displayed pinpoint precision. Hours later in Gaza, that same military killed seven aid workers.",1356
Name-Calling and Calling the Police: How N.Y.C. Parent Meetings Got Mean,2024-04-04 07:00:07+00:00,"Banks, David C (1962- )",New York City,Education (K-12); Race and Ethnicity; Book Bans; Censorship; Transgender; Israel-Gaza War (2023- ),Education Department (NYC); Moms for Liberty,https://www.nytimes.com/2024/04/04/nyregion/nyc-schools-israel-lgbtq-black-history.html,"In school districts across the city, families are fighting over transgender athletes and how race and discrimination are taught in the classroom.",1370
U.S. Defense Secretary Denounces Israel’s Strike on Aid Workers in Gaza,2024-04-04 07:52:28+00:00,"Austin, Lloyd J III",Gaza Strip; Israel,Palestinians; Israel-Gaza War (2023- ); Humanitarian Aid; Defense and Military Forces; United States Defense and Military Forces,Defense Department; World Central Kitchen,https://www.nytimes.com/2024/04/04/world/middleeast/lloyd-austin-aid-workers-gaza.html,A bristling phone call reflected a shift in Lloyd J. Austin III’s tone toward his Israeli counterpart as he stressed the need for better protection of aid workers.,451
Here’s How Congress Can Use Leverage on Weapons Sales to Prod Biden on Israel,2024-04-04 09:06:03+00:00,"Biden, Joseph R Jr; Trump, Donald J",Gaza Strip; Israel,United States Politics and Government; Israel-Gaza War (2023- ),House of Representatives; Republican Party; Senate,https://www.nytimes.com/2024/04/04/us/politics/congress-leverage-weapons-sales-israel.html,Congress has oversight over American weapons sales to allies. Some Democrats say lawmakers should try to delay or even block them until Israel agrees to conditions on its offensive in Gaza.,1119
Israel’s Deadly Airstrike on the World Central Kitchen,2024-04-04 10:00:11+00:00,"Andres, Jose (1969- )",Gaza Strip; Israel,Israel-Gaza War (2023- ); Humanitarian Aid; Civilian Casualties,World Central Kitchen,https://www.nytimes.com/2024/04/04/podcasts/the-daily/israels-deadly-airstrike-on-the-world-central-kitchen.html,The story behind the pioneering aid group and how it mistakenly came under attack.,342
Lawyers Call on U.K. Government to End Arms Sales to Israel,2024-04-04 10:02:25+00:00,,Great Britain; Israel,Israel-Gaza War (2023- ); War and Armed Conflicts; Defense and Military Forces,,https://www.nytimes.com/2024/04/04/world/middleeast/britain-israel-arms-sales.html,"The government is coming under more pressure to suspend arms sales to Israel after the strike on a convoy in Gaza that killed seven aid workers, including three Britons.",621
World Central Kitchen Demands an Independent Investigation Into Israeli Strike,2024-04-04 10:09:31+00:00,"Andres, Jose (1969- ); Halevi, Herzl; Netanyahu, Benjamin",Gaza Strip; Israel,Israel-Gaza War (2023- ),World Central Kitchen,https://www.nytimes.com/2024/04/04/world/middleeast/world-central-kitchen-investigation-israel.html,"The Israeli military, which has accepted responsibility for the strike, has started looking into the killings of seven aid workers. But the disaster relief organization said that was not enough.",341
"Amid Tragedy, Anguished Pleas for Gaza",2024-04-04 17:44:47+00:00,"Andres, Jose (1969- ); Trump, Donald J",Gaza Strip; Israel; New York City,Israel-Gaza War (2023- ); Humanitarian Aid; Food; Deaths (Fatalities); Civilian Casualties; United States International Relations; Mental Health and Disorders; Eclipses; Blindness; Bible; United States Politics and Government,Department of Social Services; World Central Kitchen,https://www.nytimes.com/2024/04/04/opinion/gaza-food-convoy.html,Responses to an Opinion essay by José Andrés and news articles. Also: New York City’s mental health shelters; the eclipse; Donald Trump and the Bible.,941
Israel to Add Gaza Aid Routes as Biden Hinges Support on Civilian Protection,2024-04-04 17:59:02+00:00,"Biden, Joseph R Jr; Netanyahu, Benjamin",Israel; Gaza Strip,Israel-Gaza War (2023- ); United States International Relations; Defense and Military Forces; Palestinians; Civilian Casualties; Humanitarian Aid; Foreign Aid; Arms Trade,,https://www.nytimes.com/2024/04/04/world/middleeast/biden-netanyahu-call-israel.html,"The president denounced the killing of seven humanitarian workers in a tense call with Israel’s prime minister. Within hours, Israel agreed to increase aid deliveries.",1729
Israel’s Military Cancels Leave for Combat Units and Jams GPS Signals,2024-04-04 18:59:22+00:00,"Raisi, Ebrahim; Netanyahu, Benjamin",Syria; Iran,Israel-Gaza War (2023- ); Global Positioning System; Drones (Pilotless Planes),,https://www.nytimes.com/2024/04/04/world/middleeast/israel-military-combat-units-iran.html,"Though no reason was given for the moves, Israeli newspapers said they came amid fears of an increased threat from Iran after an Israeli strike in Syria.",495
Inside a Father’s Struggle to Feed His Family in Gaza,2024-04-04 23:51:13+00:00,,Gaza Strip,Israel-Gaza War (2023- ); Palestinians; Food Insecurity,,https://www.nytimes.com/video/world/middleeast/100000009389675/gaza-food-shortage-rafah.html,"Anwar Ghilan worked as an English teacher before the Israeli siege on Gaza. After the war broke out, he lost his source of income and turned to selling clothes to keep his family fed amid high food prices.",0
Israel Agrees to Open Erez Crossing for Gaza Aid After Biden Pressure,2024-04-05 00:05:04+00:00,"Netanyahu, Benjamin; Biden, Joseph R Jr",Gaza Strip,Israel-Gaza War (2023- ); Humanitarian Aid; Palestinians; Famine,,https://www.nytimes.com/2024/04/04/world/middleeast/gaza-aid-erez-crossing.html,"Israel has come under rising pressure from U.S. officials and humanitarian agencies to allow more aid into Gaza, amid warnings that famine is looming.",599
"Netanyahu Faces Pressure at Home and Abroad, From Foes and Friends",2024-04-05 02:21:24+00:00,"Netanyahu, Benjamin; Gantz, Benny; Biden, Joseph R Jr",Israel; Gaza Strip,"Israel-Gaza War (2023- ); Defense and Military Forces; Politics and Government; Demonstrations, Protests and Riots; Palestinians; Civilian Casualties; Humanitarian Aid; Terrorism; International Relations; United States International Relations",Hamas,https://www.nytimes.com/2024/04/04/world/middleeast/netanyahu-israel-gaza.html,Prime Minister Benjamin Netanyahu has the challenge of trying to defeat Hamas while preserving both his government and Israel’s international alliances.,1365
U.N. Rights Body Calls for a Halt to Arms Transfers to Israel,2024-04-05 07:22:43+00:00,"Netanyahu, Benjamin",United States; Gaza Strip,Israel-Gaza War (2023- ); Arms Trade,United Nations Human Rights Council,https://www.nytimes.com/2024/04/05/world/middleeast/united-nations-israel-weapons.html,The resolution adds diplomatic weight to international demands to curb the supply of weapons being used in Gaza.,544
Is This the End of Academic Freedom?,2024-04-05 09:02:29+00:00,,,"Colleges and Universities; ACADEMIC FREEDOM; Freedom of Speech and Expression; Israel-Gaza War (2023- ); Palestinians; Demonstrations, Protests and Riots; School Discipline (Students); Censorship; Pro-Palestinian Campus Protests (2023- )",New York University,https://www.nytimes.com/2024/04/05/opinion/free-speech-academic-freedom.html,Silencing pro-Palestinian speech and action sets a dangerous precedent.,1419
"After 6 Months of War, Some Israelis Ask: Is Netanyahu Dragging It Out?",2024-04-05 09:50:24+00:00,"Netanyahu, Benjamin; Biden, Joseph R Jr",Israel; Gaza Strip,Israel-Gaza War (2023- ); Defense and Military Forces; Palestinians; Terrorism; United States International Relations,Hamas,https://www.nytimes.com/2024/04/05/world/middleeast/netanyahu-israel-war-gaza.html,"Despite growing pressure from President Biden, the Israeli prime minister appears in no rush to end the war in Gaza. Some think he has political reasons for extending the stasis.",1713
Israel Vows to Enable More Aid for Gaza; Blinken Says ‘Real Test Is Results’,2024-04-05 09:57:42+00:00,,,Israel-Gaza War (2023- ); Palestinians; United States International Relations; Civilian Casualties; Humanitarian Aid; Refugees and Displaced Persons; Famine,,https://www.nytimes.com/2024/04/05/world/middleeast/antony-blinken-gaza-aid.html,"Under pressure from President Biden, Israel said it would allow new aid routes into Gaza, but it remains to be seen when they will open or how much they will provide.",740
"String of Israeli Errors Led to Fatal Attack on Aid Convoy, Military Says",2024-04-05 10:31:27+00:00,,Israel; Gaza Strip,Israel-Gaza War (2023- ); Civilian Casualties; Deaths (Fatalities); Humanitarian Aid; Defense and Military Forces; Palestinians; Terrorism,World Central Kitchen; Hamas,https://www.nytimes.com/2024/04/05/world/middleeast/israel-military-world-central-kitchen-strike.html,"“It’s a serious event that we’re responsible for, and it shouldn’t have happened,” Rear Adm. Daniel Hagari said of the strike that killed seven World Central Kitchen workers.",1387
McDonald’s to Buy Back 225 Franchised Outlets in Israel After Boycotts,2024-04-05 14:52:01+00:00,,Israel,Israel-Gaza War (2023- ); Boycotts; Fast Food Industry; Restaurants,McDonald's Corporation,https://www.nytimes.com/2024/04/05/world/middleeast/mcdonalds-israel.html,The move highlighted deepening political rifts for multinational corporations in the region and followed boycotts after the chain’s Israeli franchise owner donated meals to soldiers.,623
