Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
tomilahren,"May 16, 2024 04:25 PM","These woke morons going after Harrison Butker don’t even watch sports (except for maybe soccer).   They are so offended by his faith-based speech, but have no problem with the pro terror misfits on college campuses calling for the genocide of Jews.    Get out of here with your BS.",2560,259,453,100478
tomilahren,"August 06, 2024 04:29 PM",Kamala didn’t choose @GovernorShapiro for two main reasons   1) she didn’t wanna offend the Hamas crowd  2) she is well aware that he is more impressive than her in every way and she didn’t want him to pull a coup on her the way she did on Joe! She doesn’t want to take the chance of losing it how she got it!,1649,217,180,77341
tomilahren,"July 23, 2024 06:45 PM",Anyone else feel like they’re gonna stick Joe with Netanyahu and keep Kamala away so she doesn’t taint herself for the Michigan vote…,1244,119,98,67895
tomilahren,"July 08, 2024 01:53 AM",Never forget the officers we lost. The Dallas Massacre in 2016 at a BLM rally.,2297,517,110,58925
glennbeck,"October 08, 2023 01:19 PM","How many Iranians, 12ers and terrorists have come across our southern Border?   There are many enemies of the US that will look at this time as prime time for knocking us out.   However, we need to be aware WAR has been WANTED by many in the ‘RULING CLASS’ all over the world.   Caution.",1802,575,98,298027
glennbeck,"October 08, 2023 06:36 AM",Hamas thanks Ukraine for selling them the weapons they used to attack Israel in this video from a Telegram channel.  A special thanks to EU and US for donating these weapons from our taxmoney.,5665,3061,522,729684
glennbeck,"May 20, 2024 06:12 PM",".@billmaher recently pointed out the hypocrisy in far-left college students bemoaning Chiefs’ kicker Harrison Butker for his comments on women, while also praising Hamas  — which forces women to stay home whether they want to or not. And THIS is why Maher is becoming my favorite liberal. He’s a classical one who defends free speech. Say what you want. Don’t force everybody else.",1050,151,54,38177
glennbeck,"August 31, 2024 06:06 PM","Actor Michael Rapaport admits he was wrong about Trump: “It pains me to be wrong. I was wrong about Israel, and I was wrong about economy stuff. I was wrong.”",3314,638,86,54284
coachbrucepearl,"October 28, 2023 12:47 PM",I stand with Israel and will do everything I can to not allow this history to repeat itself. Im grateful my grandfather escaped the Holocaust and was able to start his family in the greatest country in the world. GOD Bless America!,1158,142,46,65815
coachbrucepearl,"November 23, 2023 02:38 PM",Must watch.  And the real question is this.  Why is it that a girl in Brighton or a guy in London can open their mouths on the street and be arrested - but Islamist extremist preachers in the UK literally call for the slaughter of Jews EVERY WEEK but none of them get touched?,1908,876,176,132037
coachbrucepearl,"February 01, 2024 06:21 PM","I am so very honored to serve on the board for the US Israel Education Association. This breakthrough legislation will strengthen the Abraham Accords, create Jewish and Arab partnerships in Israel and lessen the worlds reliance on China! To learn more go to",1159,77,22,86808
coachbrucepearl,"January 25, 2024 02:09 AM","My grandfather escaped Eastern Europe just before the Holocaust. He loved his country, the USA saved him. He taught me to also love Israel when I was very young, because there is so much hate for the Jews he was concerned that someday there would be no other place to go. Jordan Is a country on Israels border that is ""at peace."" The hate runs deep and its out in front for all to see. Whats next, a 9/11 Ice Cream Shop or an AUSCHWITZ toy store? The land of Israel is less than 1% of the land mass of the Arab world, its our Ancestral homeland, but for most nations surrounding her, thats not what they want.  So they call for Israel to be destroyed from ""the River to the Sea."" They make up lies about the Bible and our history. They mock Oct 7th, a day 1200 Israelis were slaughter and hundreds were taken hostage. We Jews and the people of Israel are simply trying to protect ourselves from those that want and publicly call for our death! Am Yisrael Chai",1101,75,66,169247
coachbrucepearl,"February 19, 2024 11:49 PM","Biden to go to UN Security Council to force temporary cease-fire on Israel, halt Rafah offensive  Quoted: “The White House is effectively pushing for Hamas to survive to massacre another day. This is a complete betrayal of U.S. interests and values.""",1403,656,358,381974
coachbrucepearl,"February 15, 2024 02:45 PM","The Biden Administration wants to create a Palestinian state, but REFUSES to say who would run it or whether they would be considered our ally.  Heres the obvious truth: Hamas is the popularly elected government, and as a result, a Palestinian state would be run by terrorists.",3866,1195,1485,314355
coachbrucepearl,"March 08, 2024 02:18 PM","President Biden saying""I wont rest until we get the hostages home"" isnt getting it done. Send Blinkin to Qatar and tell Hamas leaders they have a limited number of days to release all hostages and surrender. If they refuse Israel gets the green light to destroy Hamas and them!",2540,194,225,287771
coachbrucepearl,"March 10, 2024 05:59 PM","Mr Secretary, thank you for your consistent support of Israel and your willingness to do so publically! As a Jewish American I was sickened and disappointed that our President has harsher words for Israel than he does for Hamas! He places unrealistic demands that Israel wage a",1066,109,45,86455
coachbrucepearl,"March 07, 2024 09:54 AM","Even ""Germany has asked Israel to withdraw the plans"" to add another 3,500 settlement units in the occupied Palestinian territory, ""adding they are a serious violation of international law,” that is, a war crime. …",2540,194,225,287773
coachbrucepearl,"April 13, 2024 12:26 PM","Because President Biden chose to renegotiate the Iran Nuclear Deal and remove sanctions on Iran, he enriched these terrorists, their proxies and destabilized the entire Middle East!",6844,886,516,402270
coachbrucepearl,"April 21, 2024 12:28 AM","My entire extended family had to flee Iran because we were Jewish. We left behind property, homes, valuables, and our businesses.   We didn’t sell them, because then the Islamic Regime would know we were fleeing. So we were forced to ABANDON anything we couldn’t sew into our",1400,100,86,211203
coachbrucepearl,"May 04, 2024 12:28 PM","It is a blessing that the Jewish people have returned to their ancestral homeland. Today in Israel, Christians, Muslims and Jews can ALL visit the origins and holy sites of their faith! History tells us thats  not always been the case! This reality is a fulfillment of prophesy",1079,40,11,42477
coachbrucepearl,"April 24, 2024 08:28 PM","How much more land do yall need? You can try and rewrite history and the Bible all you want! You can lie to our young people about who lived and built Israel into the land of milk and honey! They will eventually learn the truth and oh by the way, we aint goin anywhere!",1079,40,11,42478
coachbrucepearl,"May 05, 2024 11:48 AM","At Auburn, Hillel has  Bagels with Bruce, where jewish students visit and share, worship and pray, have fellowship and serve. We celebrate Hanukkah at my home and the Jewish holidays at temple. Yeah, Students for the justice of Palestine. we are a real threat!?Stop with your",1317,97,50,92065
coachbrucepearl,"August 02, 2024 04:25 PM","IRAN IS OCCUPYING THE MIDDLE EAST  The Islamic Republic of Iran has effectively occupied the Middle East in order to wage a war against Israel from all sides. So let’s talk about it.   Since October 8th Hezbollah has been firing thousands of rockets and drones at Israel, forcing",1968,79,65,173814
coachbrucepearl,"August 24, 2024 02:45 PM",This coward: “We say long live October 7”and to repeat its attack “again and again”  I reject all pressure to push Israel into a ceasefire without Hamas neutralized or their full surrender.  They will be held accountable and I fully support it.,14756,2816,1018,461023
coachbrucepearl,"August 13, 2024 05:32 PM","Northern Israel update:   44 people killed, 25 of them civilians.   274 people injured.   7,500 rockets launched by Hezbollah. 6,500 reached Israel.   200 drones launched.   62,480 evacuees, most of them children.   4,378 damages to buildings and property.   39,042",9525,802,365,553212
coachbrucepearl,"September 28, 2024 10:36 AM",The Zionist criminals need to know that they are far too weak to be able to inflict any significant damage on the solid structure of Lebanon’s Hezbollah.,1253,112,77,61680
coachbrucepearl,"September 26, 2024 11:15 AM",Alleged terrorist ties endanger tax exempt status of pro-Palestinian groups …,1253,112,77,61681
coachbrucepearl,"September 28, 2024 11:12 AM","It is an obligation for all Muslims to stand with the people of Lebanon and the honorable Hezbollah, offering their resources and assistance as Hezbollah confronts the usurping, cruel, malicious Zionist regime.",4453,204,103,139359
bennyjohnson,"October 18, 2023 05:09 PM","Hamas said Israel bombed a hospital and killed 500 people.  We now have found out that:  1. Israel didn’t do it, it was a misfire by a terror group.  2. The hospital wasn’t bombed, it was a parking lot.  3. There is no evidence that 500 died beyond what Hamas said.  And our media parroted it all without question.",71224,21192,3955,7938270
bennyjohnson,"October 10, 2023 06:20 PM","Hamas took the $300M in cash that the Biden regime gave them and built Mad Max style paragliders to fly into a music festival to butcher, rape women and behead infants  They also killed 11 Americans  Democrat Orgs are now using images of the Hamas Gliders as victorious PR symbols",3551,1429,318,244975
bennyjohnson,"October 17, 2023 06:48 PM",BREAKING: Palestinian President Mahmoud Abbas backs out of planned meeting with Joe Biden,4611,1262,437,400769
bennyjohnson,"October 12, 2023 11:09 PM","We’re just now finding out that Hamas had been planning these attacks on Israel for two years.  TWO YEARS.   Senior Hamas Officials have blatantly said they are being funding BY IRAN. And now they want to leverage a prisoner swap with Biden for more cash, since he already set precedent for that with Iran in August.   Hamas waited to see Joe Biden’s weakness from the abysmal Afghanistan pull out before they planned their ambush on Israel.   Joe Biden’s failure in Afghanistan paved the way for the tragedy in Israel.   You cannot have one without the other.",18787,5633,1725,1953153
bennyjohnson,"October 08, 2023 01:46 PM",BLINKEN ON ATTACK ON ISRAEL: “We have reports that several Americans were killed .  There are reports of missing Americans.”,1579,622,362,139425
bennyjohnson,"October 11, 2023 02:24 PM","Radical ""squad"" member Rashida Tlaib physically RUNS from Fox News reporter asking her why she supports Palestine after Hamas terrorist attacks— Her answer is even more SHOCKING than you think.",2754,948,566,198354
bennyjohnson,"October 17, 2023 02:00 PM",King Abdullah II of Jordan on Palestinian refugees: “There will be no refugees in Jordan and there will be no refugees in Egypt.”,7299,2771,1047,4038289
bennyjohnson,"October 08, 2023 11:47 AM",BREAKING: Hezbollah has launched rockets into Israel from Lebanon,2591,815,243,382122
bennyjohnson,"October 08, 2023 12:45 AM",BREAKING: Israeli PM Netanyahu says security cabinet has approved decisions to “bring about the destruction of the military and governmental capabilities of Hamas and Islamic Jihad in a way that will negate their ability and desire to threaten and harm the citizens of Israel for many years”,39322,6308,1907,4948191
bennyjohnson,"October 14, 2023 06:25 PM","Israel says Hamas is trying to prevent civilians from evacuating the Gaza Strip:  “Following the IDFs call to the residents of the Gaza Strip to evacuate south from their homes for their own protection, the residents of the Gaza Strip began moving south from the Gaza River”  “Hamas makes it difficult for the residents of the Gaza Strip to move on central roads and prevents the passage of vehicles on these roads”",2977,846,243,589074
bennyjohnson,"October 09, 2023 12:48 PM","BREAKING: At least 9 Americans were killed in Hamas’ attacks on Israel, National Security Council confirms.",1539,501,226,201766
bennyjohnson,"November 05, 2023 12:18 AM",More “FJB” chants outside of the White House from Pro-Palestine protesters,2119,588,370,186521
bennyjohnson,"October 07, 2023 04:34 PM","Of course, they’re celebrating the Hamas attack on Israel in Tehran",2787,1035,446,293079
bennyjohnson,"October 18, 2023 12:26 PM","BIDEN: “I was deeply saddened and outraged by the explosion at the hospital in Gaza yesterday and based on what Ive seen, it appears as though it was done by the other team, not you”",2822,786,1144,715885
bennyjohnson,"October 14, 2023 06:25 PM","Israel says Hamas is trying to prevent civilians from evacuating the Gaza Strip:  “Following the IDFs call to the residents of the Gaza Strip to evacuate south from their homes for their own protection, the residents of the Gaza Strip began moving south from the Gaza River”",2977,846,243,589074
bennyjohnson,"October 07, 2023 04:25 PM",FACT: The Terrorist elements that have come across our open southern border are FAR WORSE than that which are attacking Israel right now.  Civilized nations are being invaded and conquered because our leaders ALLOW it.  The 2024 election will have life and death consequences.,4164,1191,394,215099
bennyjohnson,"November 14, 2023 11:47 PM",Any Jewish or Christian person who votes for Joe Biden is suicidal,3624,716,256,214366
bennyjohnson,"November 14, 2023 11:29 PM",BREAKING: Biden Admin Unlocks Fresh Billions for Iran -- State Dept confirms to me greenlight on contested sanctions waiver that frees upwards of $10 billion for Tehran as its terror proxy Hamas wages war on Israel …,2670,393,118,131039
bennyjohnson,"November 13, 2023 08:35 PM","Special footage from the Rantisi hospital in Gaza - on the basement floor, a room was found with signs indicating hostages were held there, underground headquarters and a room full of weapons inside the hospital:",2276,320,159,100069
bennyjohnson,"November 22, 2023 03:57 PM","Media Matters called on major corporations like IBM, Disney and Apple to ban advertising on X because of “anti-semitism”. Meanwhile—   -IBM directly provided Nazis with technology to transport millions of Jews to concentration camps.  -Disney gave a “special thanks” to Chinese government agencies actively involved in running concentration camps for Muslims  -And Apple uses slave labor in China to build iPhones  Where is the moral outrage from Media Matters for IBM, Disney & Apple?  There is none.  Because the outrage against Elon Musk and X is not real— it’s a coordinated attack to destroy the only mainstream free speech network in the world.",11914,3990,329,477763
bennyjohnson,"January 04, 2024 07:57 PM",The modern LGBTQ+ movement is radicalizing activists into terrorists. …,1725,432,93,101930
bennyjohnson,"February 13, 2024 05:02 PM","Your tax dollars going to secure Ukraine, Israel & Taiwan: $95 million  Your tax dollars going to secure the Southern Border: $0   Sending American tax dollars overseas for foreign aid is quite literally the definition of “taxation without representation”.  Taxation without representation caused the AMERICAN REVOLUTION.   The senators who voted for this do not represent us, they are TRAITORS.   Every American citizen should be FURIOUS.",2299,623,217,130225
bennyjohnson,"February 13, 2024 05:09 PM","Chuck Schumer on the U.S. Senate passing a $95 billion foreign aid package overnight for Ukraine, Israel, and Taiwan:  “We witnessed one of the most historic and consequential bills to ever pass the Senate”",1493,509,1510,260908
bennyjohnson,"March 28, 2024 01:35 PM","Under Pete Buttigieg’s leadership at the Department of Transportation, America has experienced—  —Toxic train derailment in East Palestine, Ohio —MAJOR Boeing airplane failures across the country, including plane doors falling off mid flight —Massive cargo ship crash crashing",1661,471,139,63749
bennyjohnson,"April 14, 2024 12:29 AM","Trump brokered historic peace deals between   Israel and Sudan  Israel and UAE Israel and Bahrain  Israel and Morocco   Biden brokered devastating wars between   Israel and Palestine  Israel and Iran  Ukraine and Russia   One president represents peace and strength.  One president has lead the world to the brink of world war.   America, the choice is yours.",13993,3854,831,601362
bennyjohnson,"May 01, 2024 02:15 AM",BREAKING: New York City Hall reportedly says there is evidence that the wife of a “known terrorist” is among the protestors at Columbia University.  -@CBSNewYork,3629,1089,218,182642
bennyjohnson,"April 29, 2024 07:43 PM","USC has officially canceled their graduation ceremony because of disruptive pro-Hamas protests on campus.   These students were denied graduation in 2020 due to the COVID pandemic.  4 years later, the same students are being denied college graduation.   They let the left win.",1444,401,103,60061
bennyjohnson,"July 22, 2024 03:40 PM","REP. KHANNA: ""You know what Stuart Knight did after Regans assassination attempt?""  CHEATLE: ""He remained on duty.""  REP. KHANNA: ""He resigned. He resigned.""",86603,15213,1212,6899796
bennyjohnson,"August 22, 2024 09:16 PM",DNC HAMASURRECTION! LIVE with VIVEK Inside Fiery Protest CHAOS Before Kamalas Coronation …,1105,272,67,132518
marklevinshow,"October 14, 2023 01:54 PM","And our sickening media will include the killing of these terrorist scum among the total fatalities in Gaza, making no distinction between them and the decapitated Israeli babies when they burp up the numbers. American media have no morals and no conscience. They’re pro-Hamas Nazis. Period. And it’ll become even more pronounced as this war between good and evil goes on, and especially when good is defeating evil. …",3072,798,269,220456
marklevinshow,"October 15, 2023 11:13 PM","Here comes Reuters.  Do they wonder how this all started?  And who started it?  And who always starts it?  And that Israel wants to end it, now and in the foreseeable future?  Do they wonder why Egypt has been blocking the major passageway for Palestinians to leave and others to get food and medicine?  Do they wonder why Hamas wont let them out and is using them in ways they know will kill them?  Do they wonder why Biden rearmed Iran and the Palestinian terrorists?  So many questions, with obvious answers, but not for the media. …",1950,443,132,304598
marklevinshow,"October 12, 2023 11:38 AM","OUTRAGEOUS!   EGYPT REFUSES TO OPEN THE RAFIAH PASS TO ALLOW THE CIVILIAN POPULATION IN HAMAS TO LEAVE THE GAZA STRIP.  NOT A FEW THOUSAND AT A TIME BUT TENS OF THOUSANDS.  BUT EGYPT IS BLOCKING THEM FROM LEAVING.  THE BIDEN ADMINISTRATION IS AWARE OF THIS BUT IS NOT EFFECTIVELY PRESSURING EGYPT TO OPEN THE PASS.  ALL THE TALK ABOUT WANTING TO AVOID CIVILIAN CASUALTIES BUT NO ONE -- NOT THE BIDEN ADMINISTRATION, REPUBLICANS IN CONGRESS, OR THE MEDIA -- ARE FOCUSING ON OR PRESSURING EGYPT.  ALSO, QATAR IS PLAYING A DISGUSTING, TWO-FACED GAME.  QATAR PRETENDS TO BE U.S. FRIENDLY AND HAS SIGNIFICANT ASSETS IN OUR COUNTRY.  BUT ALL OF HAMASS TOP LEADERS ARE LIVING IN LUXURY IN QATAR, THEY ARE PROTECTED BY QATAR, AND QATAR PROVIDES SIGNIFICANT FUNDS TO HAMAS. ENOUGH WITH THIS DISGRACEFUL FAN DANCE.  QATAR SHOULD BE PRESSURED TO TELL HAMAS TO RELEASE ALL HOSTAGES NOW.  AND IT SHOULD BE TOLD TO REMOVE THE HAMAS LEADERS FROM THEIR HOTELS AND EXTRADITE THEM TO OUR COUNTRY FOR THE KIDNAPPING AND MURDER OF AMERICAN CITIZENS.",14848,4590,2575,1605324
marklevinshow,"November 05, 2023 12:08 PM",Republican Jewish Coalition unloads on Israel-hater Obama,3609,1020,255,91321
marklevinshow,"October 15, 2023 06:32 PM","Civilians are civilians, said Jake Tapper today.  And rather than directly pointing the finger at Hamas, which is responsible for everything that is happening and has committed the most heinous atrocities against Israelies, he lectures the Israeli ambassador.  Tapper and his ilk",2422,507,204,254085
marklevinshow,"October 22, 2023 04:00 PM","As I suggested last week, there’s no doubt that Israel has not sent the IDF into Gaza because Biden is pressuring them not to. Biden is a disastrous appeaser and very stupid man.",6183,1341,802,191187
marklevinshow,"October 17, 2023 12:08 AM","IMPORTANT   Media keep asking how Hamas can keep firing missiles into Israel with all the Israeli bombing.  The answer is that Israel is being told by Biden via Blinken not to hit schools, mosques, or hospitals in Gaza even though Hamas is firing missiles from those sites.  And",6392,2464,772,618147
marklevinshow,"November 03, 2023 08:17 PM",I follow the @TimesofIsrael but when they misquote @marklevinshow it calls the rest of their reporting into question. He played the clip yesterday. He said Blitzers parents were victims. Start at 9:42 (1/2)  … via @timesofisrael,16711,5247,1791,658325
marklevinshow,"November 06, 2023 06:02 PM","WHAT ABOUT THE HAMAS NAZI-SUPPORTING MEDIA?  I agree wholeheartedly with efforts to defund financial support for colleges that promote and/or tolerate antisemitism, to refuse to hire college and law students who participate in antisemitic rallies and actions, etc.  BUT WHAT ABOUT",2399,1171,151,162857
marklevinshow,"October 17, 2023 04:29 PM","Ehud Barak and the Left in Israel and the US weakened Israel in the lead up to Oct. 7, tearing Israel apart domestically, which Iran-Hamas exploited. Yet, Barak appears on American TV and is never asked a single question about undermining his own country. Biden refused to",29196,9197,1650,2117755
marklevinshow,"October 13, 2023 01:06 PM","Hamas is telling civilians not to leave, and no doubt threatening them not to leave.  Egypt is blocking the main passageway out of Gaza and refuses to let most Gaza Palestinians leave.  Egypt and Hamas obviously want the death toll to increase.  The Israelis have urged Gaza Palestinians to leave and have been pressuring Egypt to open the passageway.  Furthermore, not a single Arab country has offered to take any Gaza Palestinians.",4452,1510,521,500566
marklevinshow,"October 16, 2023 12:37 PM","Hamas Nazis killed 29 Americans and there are now 199 hostages.  Qatar and Turkey are the homes to the Hamas Nazi leadership, where they are protected and live in luxury.  Qatar and Iran provide Hamas Nazis with billions in funds over the years.  Qatar and Turkey must extradite the leading Nazis for murdering American or be sanctioned.  Qatar has major investments and assets in our country and must be told to end funding Hamas immediately.",2531,880,266,190109
marklevinshow,"November 03, 2023 10:35 PM","Bidens open borders policy has led to the death of tens of thousands of American citizens and others.  In fact, fentanyl is coming across the border in such large amounts the FBI director said theyve seized enough to kill 270 MILLION people.  Meanwhile, Biden regime has turned aggressively against Israel, it does not want Israel to win the war, and is leaking incessantly against Israel to their favorite media outlets, including the radical leftwing Politico.  It says it is concerned Israel is killing terrorists in populated areas (where Hamas terrorists operate, for crying out loud.) Check this out from the stenographers for Biden at Politico:  U.S. officials have asked the Israeli military to explain its airstrike on a densely populated refugee camp in Gaza this week, after the attack killed dozens of people, according to U.S. and Israeli officials. The Biden administration requested Israel detail the thinking and process behind the recent strike on the Jabalia Refugee Camp in Northern Gaza, according to a U.S. official, who like others was granted anonymity to discuss sensitive conversations. Administration officials urged Israel to conduct “precision targeting” in order to avoid harming civilians, the official said. “The U.S. asked for an explanation of the first attack on Jabalia,” said the official, adding that the conversation was in the context of “asking Israel to do more to avoid civilian casualties.” From the beginning of the conflict, the U.S. has asked questions of Israel about their goals and how to achieve them, and urged them to avoid harming civilians, the official stressed. However, U.S. “support for Israel’s right to defend itself remains solid.” Pentagon officials have asked the Israel Defense Forces specifically about the Israeli bombardment of the Jabalia Refugee Camp in northern Gaza on Tuesday, an Israeli official said, adding that Israel “puts a lot of effort into ensuring civilians are out of harm’s way.” A House Democrat familiar with U.S.-Israeli conversations said the administration “has been pushing very hard in private on the Israelis to ease back” — particularly after the bombing of the refugee camp.The House member added Democrats are preliminarily discussing measures to penalize Israel should it not change course, such as “actual enforcement of existing human rights vetting.” “There are mechanisms in place to achieve what we need to achieve,” the lawmaker said, like the Leahy Law that prohibits assistance to countries committing human rights abuses. “Whenever we provide military assistance to partners including Israel … we do make clear that that support must be used consistent with international law, to include the Law of War, and obligations related to protecting civilians,” Pentagon spokesperson Brig. Gen. Patrick Ryder told reporters Thursday. One senior DOD official went a step further, saying that in private conversations, Pentagon officials have been asking the IDF to “think through their operations” and take into account the lives of innocent civilians.",1748,499,282,151344
marklevinshow,"October 29, 2023 11:47 AM",IDF soldiers raise Israeli flag in northern Gaza,6772,1027,218,137898
marklevinshow,"October 18, 2023 01:16 PM","Everything our media and the world media have reported, fed to them by the Hamas Nazis, is wrong about the Gaza hospital.  First, the missile was fired by the Nazis, although its not clear if it was Hamas or the Palestinian Islamic Jihad that fired it.  Second, the missile may",4892,1467,388,291962
marklevinshow,"October 12, 2023 09:57 PM",How many Gaza Palestinians will die from Hamas terrorists using them as human shields and placing their terrorists in and around citizens?  Will the media segregate their statistical counts today and going forward?  Of course not.,1265,298,149,65299
marklevinshow,"October 26, 2023 11:06 PM","So, the lesson learned from the idiots among us, from Obama and Biden down, is that there is a need for a two-state solution!  Clean out the Hamas Nazis from Gaza, who were voted into office by the Palestinians there, and set up another state where peace and prosperity will",1991,382,314,204658
