Subject ID,Affiliation,Number of Followers,Tweet ID,Contrast,After Corpus,After List of Likes,After List of Retweets
39,Democratic Party,1000000.0,572,0.5,The pro-Hamas account ‘Iran Observer’ is promoting Trump’s speech last night where he called Hezbollah “a very smart organization.” Story …,1236,226
41,Republican Party,7000000.0,735,-0.5,"The predictable results of Biden's disgusting weapons cut-off threat: 1. Hamas refuses any deal. The hostages, including Americans, remain. Hamas knows they've got Biden on their side. 2. Israel MUST go into Rafah because of (1). 3. Biden is cutting off targeted munitions, which means more civilians will die when (2). 4. Biden's threat will embolden Hezbollah to open up in the north. Which makes broader war MORE likely, not less. 5. All of this will forestall Saudi normalization while endangering Israel on multiple borders. Biden isn't just a moral blot, he's a f***ing moron.",1570,190
83,Republican Party,1900000.0,830,-0.5,The attack on Israel is not over a territory dispute. Its about annihilating the Jews.,4601,1438
17,Democratic Party,1400000.0,290,0.5,"The United Center breaks out in chants of Bring Them Home as the parents of Hersh Goldberg-Polin, an American hostage held by Hamas, speak at the DNC.",1895,312
17,Democratic Party,1400000.0,934,0.5,The U.K. government has reversed its opposition to the International Criminal Court seeking an arrest warrant against Israeli PM Benjamin Netanyahu.,4567,1088
39,Democratic Party,1000000.0,131,0.5,The Republican Party wants to give Benjamin Netanyahu a blank check to do whatever he wants in Gaza with no oversight or questions asked. The fact that most Democrats disagree with that does not make them anti-Semitic. A large percentage of Jewish Democrats disagree with that.,2369,702
52,Democratic Party,437700.0,173,0.5,The Israeli outlet Haaretz has confirmed what independent journalists @AliAbunimah @davidsheen @MaxBlumenthal reported from the start: Israel invoked the Hannibal Directive and slaughtered its own people on Oct. 7th to prevent them from being taken captive.   Former IDF,4518,2082
77,Democratic Party,477600.0,480,0.5,The Israeli government put out this warning as did a friend of mine in Israel who is a mental health professional. This is very good advice. …,2340,540
41,Republican Party,7000000.0,367,-0.5,"The Houthi slogan: ""Allahu Akbar, Death to America, Death to Israel, A Curse Upon the Jews, Victory to Islam.""  Biden cut off arms sales for Saudi against them and removed the Houthis terrorist designation in 2021, then started negotiating with Iran.  All that worked out great.",15428,2828
78,Republican Party,570400.0,147,-0.5,"The Hamas attack on Israel was horrific, criminal and so stupid. It guarantees further suffering for their own people. The problem in America is that most people have a simplistic view of the situation that is completely removed from reality. They assume normal relations and then out of nowhere these savages just attack. The reality is that the treatment of the people in Gaza is also horrific, criminal and stupid, and also guarantees further incidents like this. We should root for peace and recognize that all innocent life is precious. And we should all recognize that DC should stay the hell out of it.",9217,1314
20,Democratic Party,418700.0,997,0.5,"The Ceasefire Shell Game (w/ @samhusseini). Independent journalist Sam Husseini completely dismantles the state department narrative around the ceasefire negotiations, who’s at fault, & what the new UN report tells us about Israel’s use of rape, torture, & the Hannibal Directive. ",1821,944
41,Republican Party,7000000.0,476,-0.5,The Biden administration is now effectively preparing to make aid to Israel contingent on. unspecified changes to Israeli policy. Which means that Israel can do little or nothing to appease the White House. Hamas is now in control of the Biden administration.,10326,2665
23,Republican Party,2600000.0,605,-0.5,Terrorist sympathizers plus well meaning morons calling for a “ceasefire” like to absorb Hamas propaganda I guess EXCEPT when leaders of Hamas directly say they will repeat October 7 for as long as it takes until Israel is wiped off the map…,1221,270
30,Republican Party,201800000.0,104,-0.5,Starlink will support connectivity to internationally recognized aid organizations in Gaza.   ComStar,162231,64463
30,Republican Party,201800000.0,562,-0.5,Starlink is now active in a Gaza hospital with the support of @UAEmediaoffice and @Israel,261387,28151
78,Republican Party,570400.0,827,-0.5,So now we’re all going to pretend that Dave Smith is THE redpilled guy and not a libertarian Jew who is willing to talk about neocons and deflect accusations of antisemitism?  I like him but let’s be honest.,3825,421
95,Republican Party,12400000.0,822,-0.5,Shocked that even MSDNC realized that it probably wasn’t a great idea to have Pro Hamas propagandists on air for hours a week.,1799,413
17,Democratic Party,1400000.0,412,0.5,Sen. Raphael Warnock is now calling for a ceasefire in Gaza.,2740,327
17,Democratic Party,1400000.0,622,0.5,"Secretary of State Antony Blinken says the U.S. has submitted a draft resolution to the UN Security Council calling ""for an immediate ceasefire"" in Gaza — ""tied to the release"" of hostages held by Hamas.",1773,496
39,Democratic Party,1000000.0,203,0.5,Rudy says we should have sent Navy SEALs and Army Rangers into Gaza to rescue the hostages.,5784,1435
41,Republican Party,7000000.0,929,-0.5,"Remember, the obstacle to peace in the Middle East is very simple: Palestinian rejection of Israel, and heartfelt support for murderous terrorism. The supposedly ""moderate"" Palestinian Authority has now formed a unity government with HAMAS.",21490,2973
95,Republican Party,12400000.0,925,-0.5,Pretty amazing that the entire establishment media had people embedded with Hamas while they did the terrorist attack on 10/7. Are we still pretending they’re not the enemy of the people? Truly sick people!,36166,13457
17,Democratic Party,1400000.0,806,0.5,"President Biden: ""I am outraged and heartbroken by the deaths of seven humanitarian workers from World Central Kitchen, including one American, in Gaza yesterday. They were providing food to hungry civilians in the middle of a war. They were brave and selfless. Their deaths are a",2749,653
41,Republican Party,7000000.0,793,-0.5,Politico : Senior US officials say the ceasefire deal is on the verge of collapse.,14118,2052
93,Republican Party,328900.0,595,-0.5,"Philadelphia, PA - four masked men walked into Cafe Ole (Huntingdon) and proceeded to tear off the Israeli flag, while yelling “Free Palestine” as they left.   Police are investigating.",2489,1393
26,Democratic Party,1000000.0,508,0.5,"Per CNN: “An initial group of 13 hostages have been released, the Israeli prime ministers office says, as a truce between Israel and Hamas — the first in weeks of fighting — appears to be holding.”",2026,165
41,Republican Party,7000000.0,277,-0.5,"People need to understand how the Arab and Muslim world is digesting these images.  You might say, “they’ve always been against Israel; I don’t care,” but that’s foolish.  Support can shift from being non-existent to very aggressive opposition on a broad scale in a short time.",14432,1874
78,Republican Party,570400.0,365,-0.5,"One of the quickest IQ tests on Twitter is when you make a logical analogy and someone responds with “those two situations aren’t exactly the same!”  Also, this guy just compared Hamas to the Nazis. See “DIFFERENT” is ok when you’re justifying the mass slaughter of babies.",1166,90
52,Democratic Party,437700.0,816,0.5,"One day after it whitewashed the Palestinian death toll, NYT now describes an Israeli attempt to raze Palestinian homes and make their area unlivable as an attempt to ""help create a buffer zone.""  Nazi propagandists would be impressed.",4469,2000
41,Republican Party,7000000.0,295,-0.5,"Once again, the images from Gaza are awful and heartbreaking and entirely the fault of Hamas. The minute Hamas gives up the hostages and surrenders, this is all over. Everyone knows it. And everyone calling for a ceasefire is doing Hamas dirty work.",33563,7459
62,Republican Party,,799,-0.5,"On this Day of Jihad, @JohnFetterman  delivers a prayer for peace in Arabic",2066,304
39,Democratic Party,1000000.0,985,0.5,On US peace negotiations between Israel and Gaza: “The reporting is that former President Trump is on the phone with the PM of Israel urging him not to cut a deal right now because it’s believed that would help the Harris campaign.”,34866,18715
78,Republican Party,570400.0,699,-0.5,"Obviously the story of the day is Biden’s monumentally disastrous performance, and it should be, but can we take a moment to appreciate how unbelievably awful and cowardly Trump’s take on Israel was? Seriously? Joe Biden, the life long Zionist who is currently funding the assault on Gaza, is a “Palestinian?” Wow, good one Trump! He had an opportunity to actually take a brave America first stance but instead he decided to be every worthless Republican I’ve heard make the same tired argument for my entire life. Trump is the clear front runner at this point and I guarantee, if he has a second term, it will be a disaster just like the first one. Pathetic.",6540,738
41,Republican Party,7000000.0,507,-0.5,"Now that hes the political leader of Hamas, that means when his obituary is written, well learn he was actually a moderate voice in favor of a ceasefire according to WaPo and NYT",31283,5362
60,Democratic Party,1600000.0,180,0.5,"No, he doesnt.   This is a war of aggression and genocide targeting civilians brought about by Vladimir Putin and his corrupt regime, and hes clearly fine with it.",1634,304
41,Republican Party,7000000.0,210,-0.5,No shit. Thats what happens when Hamas rejects the ceasefire offer and asks Hezbollah to go hot.,3384,418
41,Republican Party,7000000.0,878,-0.5,"Netanyahus democratically-elected unity government includes his chief center-left political rival, Benny Gantz. Nearly 250 IDF soldiers have been killed going door-to-door to protect civilians. Dictator Assad used chemical weapons on civilians. This comparison is asinine.",4455,575
60,Democratic Party,1600000.0,268,0.5,My most interesting takeaway from the Hamas hospital own goal story just how rapidly an American anti-Israel horseshoe of far-right and far-left voices merged to echo Hamas propaganda.,3046,658
83,Republican Party,1900000.0,626,-0.5,"Many Americans have moved past the Hamas terrorist attack. They think it’s over or that it’s time to move on. But nothing could be FURTHER from the truth. Tonight on Glenn TV, I explain why I’m afraid we’re heading toward a LARGER, maybe even BIBLICAL, war.",1090,318
39,Democratic Party,1000000.0,177,0.5,"MAGA, Trump & Vance have been telling us that the U.S. shouldn’t police the world and solve issues happening in other countries. But I guess this attack inside Israel is now America’s fault, and not Benjamin Netanyahu’s. I’m struggling to understand this ‘America First’ thing.",1049,344
62,Republican Party,,658,-0.5,Looks like Hamas cured that new Covid wave,4589,575
48,Republican Party,127900.0,942,-0.5,"Let’s start a thread of all the times high level Israeli officials, affiliates, and proxies have openly called for genocide. Drop em here",7886,3581
23,Republican Party,2600000.0,864,-0.5,"Let’s just be honest, these “pro-Palestine” encampments are little more than the misfits of the world living out the sleepovers they never got invited to during their childhood years. Sure, there are some true jihadis hiding in there but most of them are just your typical liberal weirdos trying to “fit in.” In June they will be out for LGBTQ. They couldn’t find Gaza on a map.",1401,188
87,Republican Party,2700000.0,262,-0.5,"Less than a month after Biden admin trades with terrorists for American hostages in Iran by releasing billions, Iran front-group Hamas launches terrorist war on Israel.",3177,1023
39,Democratic Party,1000000.0,901,0.5,Kushner Kleanup Time: Please ignore my previous comments that waterfront property in Gaza “could be very valuable.” I’m all about the welfare of the Palestinian people. Thank you. End of statement.,1106,315
62,Republican Party,,121,-0.5,"Kudos to my Mossad comrades for engineering it so that the Libertarian Party couldnt be an effective force against Israel this year.  . and, lock comments",2622,197
30,Republican Party,201800000.0,517,-0.5,"Khamenei’s official position is clear that the eradication of Israel is the actual goal, not just supporting Palestinians.That will not happen. All that actually happens, decade after decade, is a never-ending cycle of violence and vengeance. Stoking the fires of hatred isn’t working. Perhaps it is time to consider something else.",44171,10486
63,Democratic Party,88800.0,843,0.5,"Joe Biden just approved a billion dollars worth of bombs and bullets to go to Israel so they can slaughter Palestinians in Rafah.  So all you Democrats who said ""look,  Biden is putting his foot down with Israel"" - we know you - and your genocidal president-  were full of shit.",1505,619
39,Democratic Party,1000000.0,773,0.5,Javanka on scene to negotiate an end to the conflict in Israel.,4799,762
78,Republican Party,570400.0,753,-0.5,"It’s pretty amazing. I’ve spent the last week talking about the conditions that led to the Hamas terrorist attack, mainly Israel’s occupation and Israel’s support of Hamas. I’ve been speaking out against the current war, where over a million children’s lives hang in the balance.",3947,294
16,Democratic Party,628500.0,989,0.5,"It’s been like this since 1948, but modern day Zionists are such depraved blood thirsty maniacs that even Americans are waking up:",1062,300
32,Democratic Party,1000000.0,454,0.5,"It was supposed to be an event on fighting antisemitism, but like so many things in Trumpworld, it quickly turned into Donald Trump just engaging inantisemitism.",1590,536
41,Republican Party,7000000.0,587,-0.5,"Israel’s pager attack in Lebanon detonated thousands of handheld devices across of a slew of public spaces, seriously injuring and killing innocent civilians.  This attack clearly and unequivocally violates international humanitarian law and undermines US efforts to prevent a",32881,6590
87,Republican Party,2700000.0,231,-0.5,"Israeli military kills Hamas terrorists, finds significant weapons and assets inside UNRWA headquarters … #FoxNews",1359,433
41,Republican Party,7000000.0,369,-0.5,Israel: Wed like our hostages back. Hamas: Our counteroffer is that you get back their corpses and permanently end your war against us. NYT: Small changes to the deal proposed,16611,2737
41,Republican Party,7000000.0,469,-0.5,"Israel: Here are the terms of our proposed ceasefire. Hamas: No. We will fire rockets at your soldiers at a humanitarian aid entry. Israel: Okay, were going into Rafah. Hamas: We accept a ceasefire we negotiated with ourselves. Media: Hamas accepts ceasefire! They want peace!",31297,5374
79,Republican Party,4400000.0,920,-0.5,Israel unleashes fire and fury against Hamas Nazis,5721,740
41,Republican Party,7000000.0,764,-0.5,Israel under Netanyahu is not really different than Syria under Assad -- a brutal government trying to protect an endangered Middle Eastern religious minority group by convincing everyone that its too savage and ruthless to mess with.  …,2781,353
63,Democratic Party,88800.0,449,0.5,"Israel is increasing its attacks in the West Bank, an area not run by Hamas. The West Bank has no army and their citizens are defenseless. People are being forcibly removed from their homes, terrorized, arrested and shot. Bombs and bullets supplied by Kamala Harris and Joe Biden.",1008,733
20,Democratic Party,418700.0,795,0.5,"Israel is definitionally a Jewish-supremacist ethno-state. If Arab Palestinians had equal rights in Israel & the right of return, Israel could start to claim it's a democracy. As it is, it's an apartheid state that's just murdered 15,000 people in six weeks. Whatever you call Jesus, you're not respecting his word or his example.",8785,1858
71,Democratic Party,146800.0,261,0.5,Israel  is already sniping at civilians attempting to go home during the temporary ceasefire.  This terrorist regime has run out of masks to take off.,1929,1432
71,Democratic Party,146800.0,788,0.5,Israel  has displaced over a MILLION Palestinians from their homes as they bomb everything that moves.  The second Nakba isn’t coming. It’s happening NOW.,1398,963
41,Republican Party,7000000.0,815,-0.5,"Incredible that the Lefts response to Americans cheering to free American hostages held by the terrorist group Hamas (which denies a ceasefire), is that a Palestinian must speak in order to rip into the American ally Israel fighting to free those American hostages",1259,147
28,Republican Party,157100.0,486,-0.5,"In response to Hamas attack on Israel, slaughtering 1200 innocent civilians with promises to do it again and again, Gov Walz wants to REWARD THEM with their own state? Sir, they have had their own Terrorist State since 2005! That swap of land for peace did not work then or now!",1288,199
39,Democratic Party,1000000.0,896,0.5,"In a few more hours, MAGA can come out of their bunkers, take off the camo, put their AR-15s, flamethrowers and grenades up, because the global day of jihad will be over.",2005,228
39,Democratic Party,1000000.0,304,0.5,"In Israel with a bipartisan delegation of US Senators, Lindsey Graham goes off on a Newsmax reporter asking him to condemn Rashida Tlaib: “You’re not going to screw this up! Get this guy out of here!”",3056,597
63,Democratic Party,88800.0,697,0.5,"In Gaza, starving children are dying of hypothermia. Newborn babies of malnourished mothers are dying after a few days. This is famine, this is genocide and it all could have been stopped with one phone call from Joe Biden.",1305,488
52,Democratic Party,437700.0,164,0.5,"In 2018, Henry Siegman, former head of the American Jewish Congress and the Synagogue Council of America, wrote this about Israel's claim of 'self-defense' in Gaza and the West Bank: 'In Gaza, as in the West Bank beyond the pre-1967 armistice line, Israel is acting not in accordance with its sovereign right to protect itself, but to protect its occupation.' Occupiers don't have self-defense rights. They only have obligations to stop being an occupier.",1779,865
60,Democratic Party,1600000.0,598,0.5,"If you think its bad thing that the leaders of Hamas and Hezbollah got whacked yesterday, just unfollow.",3333,317
30,Republican Party,201800000.0,455,-0.5,"If you teach that “weak makes right”, then the perceived stronger party – in this case, Israel – is wrong.  Morals should be taught in the absolute, meaning that it is possible for either the strong or weak to be morally good, depending on their actions.",148075,26071
41,Republican Party,7000000.0,582,-0.5,"If you feel no sympathy for innocent Israelis murdered or kidnapped by Hamas terrorists last weekend, you have no humanity.  If you feel no sympathy for innocent Palestinians killed in Israels revenge attacks on Gaza, you have no humanity.  Be human.",1203,99
41,Republican Party,7000000.0,885,-0.5,"If the Israeli security cabinet approves a temporary pause in order to return some of the hostages, the world will undoubtedly take this as the first step toward cessation of hostilities. Nope. Israels mission will not and should not change: the utter destruction of Hamas.",31283,5362
78,Republican Party,570400.0,972,-0.5,If anyone spoke this way about Israeli children as they were being slaughtered what would your reaction be?,9284,1395
79,Republican Party,4400000.0,349,-0.5,"IDF prepared for total eradication of Hamas, Netanyahu says",5636,856
95,Republican Party,12400000.0,452,-0.5,I think these people should go to Israel and negotiate with Palestinian and Hamas leadership. I’m sure they’ll be taken seriously and not thrown off of the rooftops!,17482,3636
28,Republican Party,157100.0,903,-0.5,"I just recited the Mourners Kaddish for an American, Hersh and the other hostages murdered by these barbarians! There is NO JUSTIFICATION! There doesn't need to be a deal, a ceasefire or a reward to Hamas or Hezbollah with the creation of a terrorist Palestinian state! Israel must defeat this enemy, establish and maintain security in Gaza so that new Arab leadership can emerge, govern, stop teaching Jew hatred and give the people a chance for peace and prosperity! @POTUS",2047,282
78,Republican Party,570400.0,938,-0.5,"I have admired many aspects of RFK’s campaign. His opposition to Covid tyranny, vax mandates, the Ukraine war and the deep state have been nothing short of heroic. However, his support for the war in Gaza is disqualifying. We are THE antiwar, non-interventionist party and that’s non negotiable. Period. He will not be our nominee and I will do everything in my power to see to that.",4907,483
78,Republican Party,570400.0,384,-0.5,"I don’t think there’s anything secret about it. Anyone can read “A clean break’ A major contributing factor to the neocons desire to remove Saddam was Israeli interests. And they were openly supportive of the war. Of course, that doesn’t absolve anyone. My point is more that Israel pressures America to take anti America First positions. So standing with them and being America First seems not to jive.",2045,130
77,Democratic Party,477600.0,168,0.5,"I despise Bibi.  I don’t think it’s a genocide.  I guarantee if they invited a Palestinian American to speak neither side would be satisfied.  All the speakers are in support of the nominee, not special interests.",1568,595
39,Democratic Party,1000000.0,648,0.5,"How odd for Trump to Blame America First for an act of terrorism in Israel, without a word of accountability instead for his good friend Benjamin Netanyahu, who actually runs that country.",1520,363
16,Democratic Party,628500.0,906,0.5,Here’s how Israel deals with Jews in Israel protesting against the Israel government.,4281,1647
62,Republican Party,,971,-0.5,Hamas to endorse college debt relief shortly,2622,197
26,Democratic Party,1000000.0,528,0.5,"Hamas has committed atrocities in Israel. The human cost of their barbarousness is catastrophic.We should have solidarity in our unwavering support for the innocent victims of this violence. But what have Republicans done since day one instead? They’ve used the acute suffering of human beings as a vehicle to push lies, to fear monger, to attack our President and to promote the purchase of AR-15s here at home. Women and children murdered or kidnapped, a wheelchair-bound Holocaust survivor taken hostage, young festival-goers massacred. And Republicans have used all of it as the backdrop for their hate-fueled agenda. And while it is totally unsurprising, it is still utterly reprehensible. It is shameful. Sadly, as we all know, they no longer posses the capacity for shame. This is who they are. And this is what they do.",5120,1100
41,Republican Party,7000000.0,510,-0.5,"Hamas does not have the capacity anymore for serious offensive action. But they've roped Iran and Hezbollah into sympathy action that neither Iran nor Hezbollah can afford. Iran and Hezbollah are desperately attempting to get to a ceasefire offramp so they can claim that they aren't weak, they couldn't go hard because of the ceasefire. And Sinwar is like, 'Nope. Gonna suck you guys in. You bought the ticket, you take the ride.'",1966,226
23,Republican Party,2600000.0,869,-0.5,Hamas Official Ghazi Hamad: We Will Repeat the October 7 Attack Time and Again Until Israel Is Annihilated; We Are Victims - Everything We Do Is Justified #Hamas #Gaza #Palestinians,1221,270
79,Republican Party,4400000.0,844,-0.5,Hamas Nazis shooting at civilians to keep them away from aid trucks. Blinken silent.,4687,2920
62,Republican Party,,233,-0.5,"Guys Israel just needs to send John Fetterman to negotiate with Hamas After trying to listen to him their translator will just blow himself and the leadership up, and steps towards a lasting peace can commence",1204,133
41,Republican Party,7000000.0,836,-0.5,"Good news, then: the IDF will have security control, and the current government is a unity government including his opposition. The post-Hamas plans for Gaza have literally nothing to do with Netanyahu personally.",2497,289
78,Republican Party,570400.0,672,-0.5,"For the amount of times it’s been demanded that I condemn this kid and having never done it, you’d think if he were going to come out and criticize me, he would at least have something to say other than “look at this guy believing in freedom while being Jewish.” For the record, I’m not trying to be “THE redpill guy” whatever that means. I’m just trying to tell the truth. If you don’t like Jews, that’s fine. It’s your right. If that’s your problem with me, you’re welcome to fuck off. I’m not trying to be your anything.,",5891,287
95,Republican Party,12400000.0,883,-0.5,FULL STORY: Walz administration awarded $2 million to Muslim group fundraising for al Qaeda-linked charity,1139,541
62,Republican Party,,583,-0.5,Elderly man assaulted in his own home by an invader. This is what Hamas Day of Jihad has resulted in,1620,119
74,Democratic Party,1100000.0,400,0.5,Donald Trump praising Hamas is all the proof you need that the family of raccoons that live inside his head have finally chewed through all the wires,19262,3570
62,Republican Party,,666,-0.5,"CNN has confirmed that as the Hamas fighters were slaughtering innocent people they could be heard to be chanting ""This is MAGA country""",1746,185
17,Democratic Party,1400000.0,501,0.5,CAIRO (AP) — Hamas announces it has accepted an Egyptian-Qatari cease-fire proposal.,2603,557
26,Democratic Party,1000000.0,975,0.5,Breaking: the second group of Hamas hostages has been released to the Red Cross.,5528,434
17,Democratic Party,1400000.0,731,0.5,Breaking: Israels government has approved the outline of a deal to secure the release of some hostages held by Hamas.,1983,239
17,Democratic Party,1400000.0,169,0.5,"Breaking:  WASHINGTON (AP) — Biden says Im not supplying the weapons if Israel launches assault on Gazas Rafah, after US paused bomb shipment.",3955,739
41,Republican Party,7000000.0,933,-0.5,"Blinken: Were close to a deal! Hamas: Nope. Blinken: The deal isnt dead! Hamas: ::sends suicide bomber to Tel Aviv:: Blinken: We can still make a deal!  The WH is trying to delay action beyond the DNC. In doing so, its telegraphing weakness to Iran, Hezbollah, and Hamas.",11720,2028
39,Democratic Party,1000000.0,421,0.5,"Biden: I caution this while you feel that rage, dont be consumed by it. After 9/11, we were enraged in the US. While we sought justice and got justice, we also made mistakes… The vast majority of Palestinians are not Hamas. Hamas does not represent the Palestinian people.",1402,712
83,Republican Party,1900000.0,135,-0.5,"Biden now wants to create a separate label for Jewish-made products from the West Bank (AKA Judea & Samaria). Maybe its just me, but creating separate labels for Jews doesnt exactly have the best track record.",2789,894
60,Democratic Party,1600000.0,802,0.5,"BREAKING:  Islamist terror attack likely targeting Taylor Swift concert in Austria foiled.  The authorities revealed that the IS supporting terrorists where planning to detonate, most likely at one of the three Taylor Swift concerts taking place in Vienna this weekend.  2 men",1633,304
