Name,Affiliation,Followers,Date,Likes,Retweets,Replies,Views
natsechobbyist,Democratic Party,477600,"August 22, 2024 07:35 PM",1568,4,595,41068
BobMurphyEcon,Republican Party,103800,"October 09, 2023 09:26 PM",567,59,80,47164
BobMurphyEcon,Republican Party,103800,"December 01, 2023 02:18 AM",254,3,21,21861
BobMurphyEcon,Republican Party,103800,"October 09, 2023 09:28 PM",207,9,34,18340
BobMurphyEcon,Republican Party,103800,"November 13, 2023 06:06 AM",209,19,20,11859
BobMurphyEcon,Republican Party,103800,"November 12, 2023 07:40 PM",340,13,38,12335
BobMurphyEcon,Republican Party,103800,"April 22, 2024 04:00 AM",1077,123,181,92430
BobMurphyEcon,Republican Party,103800,"April 21, 2024 11:22 PM",327,18,34,11647
TristanSnell,Democratic Party,571900,"July 28, 2024 12:57 AM",104244,9425,31318,3833874
TristanSnell,Democratic Party,571900,"July 28, 2024 09:35 PM",24600,2686,8356,679713
TristanSnell,Democratic Party,571900,"July 12, 2024 05:21 PM",25561,1355,8086,390695
TristanSnell,Democratic Party,571900,"November 22, 2023 01:27 AM",4178,128,1086,91129
TristanSnell,Democratic Party,571900,"November 23, 2023 02:30 PM",3255,197,683,64051
TristanSnell,Democratic Party,571900,"August 21, 2024 03:07 AM",63401,3052,18402,956530
RonFilipkowski,Democratic Party,1000000,"July 26, 2024 05:52 PM",813,53,317,133723
RonFilipkowski,Democratic Party,1000000,"July 28, 2024 03:38 PM",1520,103,363,66505
RonFilipkowski,Democratic Party,1000000,"July 25, 2024 04:56 PM",2370,253,703,58445
RonFilipkowski,Democratic Party,1000000,"July 28, 2024 03:44 PM",1244,46,229,44492
RonFilipkowski,Democratic Party,1000000,"July 26, 2024 06:08 PM",1440,1016,476,159444
benshapiro,Republican Party,7000000,"June 07, 2024 01:33 PM",337,9,22,79878
benshapiro,Republican Party,7000000,"November 08, 2023 02:43 PM",2497,881,289,597582
benshapiro,Republican Party,7000000,"November 07, 2023 08:16 PM",20479,2685,4076,1700450
benshapiro,Republican Party,7000000,"May 06, 2024 06:18 PM",31297,2118,5374,1271005
benshapiro,Republican Party,7000000,"September 01, 2024 12:20 PM",491,40,58,70206
benshapiro,Republican Party,7000000,"August 15, 2024 01:51 PM",1069,104,236,157540
benshapiro,Republican Party,7000000,"July 23, 2024 12:29 PM",4636,1597,618,1214405
benshapiro,Republican Party,7000000,"August 06, 2024 06:10 PM",2780,273,356,290995
Jaybefaunt,Republican Party,54500,"October 14, 2023 10:28 PM",255,7,77,7496
Jaybefaunt,Republican Party,54500,"October 14, 2023 02:40 PM",412,13,87,8295
Jaybefaunt,Republican Party,54500,"May 29, 2024 09:56 AM",3835,359,842,46643
Jaybefaunt,Republican Party,54500,"May 27, 2024 09:59 AM",232,26,83,3250
Jaybefaunt,Republican Party,54500,"November 07, 2023 04:54 PM",1584,182,205,35008
Jaybefaunt,Republican Party,54500,"August 13, 2024 04:00 PM",274,19,35,4086
Jaybefaunt,Republican Party,54500,"October 22, 2023 12:01 AM",346,28,81,9623
Jaybefaunt,Republican Party,54500,"October 21, 2023 10:15 PM",796,18,52,13519
Jaybefaunt,Republican Party,54500,"February 12, 2024 06:42 PM",272,8,114,6729
Jaybefaunt,Republican Party,54500,"November 22, 2023 03:54 AM",1069,32,345,23949
Jaybefaunt,Republican Party,54500,"November 21, 2023 07:40 PM",544,9,29,58334
KyleClark,Democratic Party,237100,"July 22, 2024 04:46 PM",971,147,341,185211
KyleClark,Democratic Party,237100,"November 04, 2023 02:43 AM",254,63,89,39713
ThomasEWoods,Republican Party,189500,"November 15, 2023 01:45 PM",337,17,34,7298
ThomasEWoods,Republican Party,189500,"October 11, 2023 03:11 PM",439,96,33,25360
ThomasEWoods,Republican Party,189500,"November 01, 2023 01:16 PM",306,7,20,13864
ComicDaveSmith,Republican Party,570400,"August 19, 2024 12:57 AM",510,69,54,59400
ComicDaveSmith,Republican Party,570400,"August 21, 2024 01:02 PM",5891,399,287,980077
ComicDaveSmith,Republican Party,570400,"August 20, 2024 11:24 PM",3825,216,421,208082
ComicDaveSmith,Republican Party,570400,"March 18, 2024 10:05 PM",329,9,33,25583
ComicDaveSmith,Republican Party,570400,"April 14, 2024 11:08 PM",2045,126,130,170718
ComicDaveSmith,Republican Party,570400,"April 24, 2024 12:04 AM",339,26,19,12045
ComicDaveSmith,Republican Party,570400,"November 25, 2023 03:15 PM",412,28,30,58769
ComicDaveSmith,Republican Party,570400,"April 22, 2024 11:52 PM",1780,97,175,91019
ComicDaveSmith,Republican Party,570400,"November 30, 2023 12:02 AM",339,26,19,12046
TheRickWilson,Democratic Party,1600000,"July 31, 2024 01:21 PM",3334,90,315,77274
TheRickWilson,Democratic Party,1600000,"September 14, 2024 07:47 PM",1634,47,304,95900
TheRickWilson,Democratic Party,1600000,"April 13, 2024 09:47 PM",599,76,192,60907
TheRickWilson,Democratic Party,1600000,"October 31, 2023 11:51 AM",2311,29,218,48497
FreemansMind96,Republican Party,"4,682","March 26, 2024 08:29 PM",335,18,33,113951
KyleKulinski,Democratic Party,462300,"July 24, 2024 07:40 PM",1383,61,410,55192
KyleKulinski,Democratic Party,462300,"October 26, 2023 02:42 AM",979,127,194,61986
KyleKulinski,Democratic Party,462300,"September 04, 2024 12:29 AM",1089,56,157,78484
KyleKulinski,Democratic Party,462300,"September 03, 2024 04:32 PM",1071,54,199,75130
KyleKulinski,Democratic Party,462300,"June 27, 2024 12:49 PM",2303,112,176,115756
KyleKulinski,Democratic Party,462300,"May 08, 2024 09:28 PM",772,40,104,60658
KyleKulinski,Democratic Party,462300,"May 08, 2024 04:58 PM",2108,49,395,76887
KyleKulinski,Democratic Party,462300,"November 01, 2023 01:53 AM",382,18,38,25931
KyleKulinski,Democratic Party,462300,"April 23, 2024 10:16 PM",1732,124,275,75193
seanhannity,Republican Party,6700000,"November 02, 2023 12:39 PM",381,428,335,93255
seanhannity,Republican Party,6700000,"October 17, 2023 11:46 AM",240,60,123,61262
seanhannity,Republican Party,6700000,"May 07, 2024 12:05 PM",247,52,46,47173
seanhannity,Republican Party,6700000,"October 13, 2023 01:05 PM",262,88,50,54337
seanhannity,Republican Party,6700000,"October 20, 2023 11:30 AM",220,45,27,60775
seanhannity,Republican Party,6700000,"May 06, 2024 07:15 PM",324,55,67,44678
seanhannity,Republican Party,6700000,"April 26, 2024 07:05 PM",492,45,79,34962
seanhannity,Republican Party,6700000,"November 03, 2023 03:56 PM",2740,283,309,79444
seanhannity,Republican Party,6700000,"October 28, 2023 11:37 AM",213,67,58,58863
seanhannity,Republican Party,6700000,"July 31, 2024 12:45 PM",894,76,123,52323
funder,Democratic Party,1100000,"January 06, 2024 12:59 PM",10979,5350,4279,403500
benshapiro,Republican Party,7000000,"November 01, 2023 10:55 AM",11133,7616,2851,6463090
benshapiro,Republican Party,7000000,"October 31, 2023 08:03 PM",14432,5763,1874,1170719
benshapiro,Republican Party,7000000,"November 21, 2023 03:06 PM",31283,2113,5362,1271302
benshapiro,Republican Party,7000000,"October 16, 2023 02:05 PM",998,138,195,90391
benshapiro,Republican Party,7000000,"May 07, 2024 03:15 PM",16611,1409,2737,590480
benshapiro,Republican Party,7000000,"March 07, 2024 02:14 AM",26571,1394,2929,849791
benshapiro,Republican Party,7000000,"September 18, 2024 04:39 PM",32881,8130,6590,3980142
benshapiro,Republican Party,7000000,"August 15, 2024 02:07 PM",41498,4654,10261,3034132
benshapiro,Republican Party,7000000,"November 06, 2023 02:02 PM",33563,14296,7459,4222129
benshapiro,Republican Party,7000000,"March 01, 2024 02:53 PM",4455,749,575,395082
benshapiro,Republican Party,7000000,"February 29, 2024 11:55 PM",2781,273,353,291018
IngrahamAngle,Republican Party,4900000,"April 25, 2024 05:36 PM",574,85,144,44501
RealSpikeCohen,Republican Party,222100,"October 07, 2023 10:59 PM",6409,476,2854,905573
RealSpikeCohen,Republican Party,222100,"November 13, 2023 03:05 AM",922,84,199,71881
RealSpikeCohen,Republican Party,222100,"October 13, 2023 12:56 AM",3425,181,1132,328980
RealSpikeCohen,Republican Party,222100,"October 13, 2023 03:32 AM",243,8,12,11227
briebriejoy,Democratic Party,418700,"January 25, 2024 07:20 PM",217,18,70,19486
briebriejoy,Democratic Party,418700,"November 07, 2023 10:25 PM",206,23,52,15113
briebriejoy,Democratic Party,418700,"October 19, 2023 06:39 PM",347,46,187,25078
briebriejoy,Democratic Party,418700,"June 13, 2024 10:07 PM",1841,481,953,158200
briebriejoy,Democratic Party,418700,"April 10, 2024 08:52 PM",838,35,272,36374
ComicDaveSmith,Republican Party,570400,"April 02, 2024 10:46 PM",7861,530,1755,632686
ComicDaveSmith,Republican Party,570400,"October 13, 2023 07:16 PM",3947,320,294,481992
ComicDaveSmith,Republican Party,570400,"October 07, 2023 03:29 PM",9217,873,1314,929628
ComicDaveSmith,Republican Party,570400,"January 26, 2024 01:43 PM",829,145,84,108046
TheRickWilson,Democratic Party,1600000,"October 11, 2023 03:52 PM",267,8,62,31333
TheRickWilson,Democratic Party,1600000,"August 07, 2024 08:10 PM",777,50,154,77271
TheRickWilson,Democratic Party,1600000,"August 07, 2024 05:32 PM",1633,47,304,95932
FreemansMind96,Republican Party,"4,682","December 27, 2023 02:58 AM",483,18,36,6504
FreemansMind96,Republican Party,"4,682","December 07, 2023 06:53 PM",249,9,4,3928
KyleKulinski,Democratic Party,462300,"November 16, 2023 04:01 AM",1799,131,560,78208
KyleKulinski,Democratic Party,462300,"July 09, 2024 11:46 PM",1072,49,274,52965
seanhannity,Republican Party,6700000,"April 26, 2024 06:42 PM",660,40,128,34295
funder,Democratic Party,1100000,"January 06, 2024 03:14 PM",338,59,165,8719
funder,Democratic Party,1100000,"January 04, 2024 05:44 PM",1082,84,429,30082
fred_guttenberg,Democratic Party,524700,"November 01, 2023 11:20 AM",263,22,48,18922
fred_guttenberg,Democratic Party,524700,"October 08, 2023 12:00 PM",1115,92,239,64483
fred_guttenberg,Democratic Party,524700,"October 13, 2023 10:53 AM",570,30,203,25344
fred_guttenberg,Democratic Party,524700,"March 03, 2024 02:07 PM",494,19,172,19843
fred_guttenberg,Democratic Party,524700,"January 23, 2024 09:10 PM",220,9,35,11985
LeeCamp,Other,226700,"December 18, 2023 05:39 PM",440,13,259,12840
LeeCamp,Other,226700,"March 02, 2024 07:33 PM",806,33,433,21111
LeeCamp,Other,226700,"February 23, 2024 10:08 PM",1220,54,922,139645
LeeCamp,Other,226700,"February 29, 2024 03:50 PM",739,47,425,29643
LeeCamp,Other,226700,"March 15, 2024 03:14 PM",330,13,205,14567
LeeCamp,Other,226700,"October 21, 2023 01:43 PM",952,40,480,47916
LeeCamp,Other,226700,"October 29, 2023 03:01 PM",685,47,294,23736
JordanChariton,Democratic Party,128400,"April 22, 2024 01:36 PM",196,4,65,14612
JordanChariton,Democratic Party,128400,"March 05, 2024 03:14 PM",315,22,124,11969
JordanChariton,Democratic Party,128400,"October 28, 2023 02:27 PM",640,11,125,12266
JordanChariton,Democratic Party,128400,"August 29, 2024 02:02 PM",203,5,95,4722
JordanChariton,Democratic Party,128400,"April 24, 2024 05:40 PM",1395,2,136,34250
JordanChariton,Democratic Party,128400,"April 24, 2024 05:38 PM",1690,5,171,37368
mmpadellan,Democratic Party,1300000,"March 31, 2024 07:04 PM",3900,1216,2146,248027
mmpadellan,Democratic Party,1300000,"November 19, 2023 02:00 PM",892,110,175,32411
mmpadellan,Democratic Party,1300000,"November 17, 2023 01:14 AM",5003,405,1190,123312
mmpadellan,Democratic Party,1300000,"October 11, 2023 01:53 AM",203,61,73,27821
mmpadellan,Democratic Party,1300000,"March 14, 2024 03:55 PM",29181,2880,7332,731008
charliekirk11,Republican Party,3600000,"January 02, 2024 05:49 PM",939,76,139,100937
charliekirk11,Republican Party,3600000,"December 02, 2023 12:06 AM",2540,279,612,529652
charliekirk11,Republican Party,3600000,"May 06, 2024 04:58 PM",1730,425,359,236783
charliekirk11,Republican Party,3600000,"November 17, 2023 02:11 AM",3967,566,1308,198541
charliekirk11,Republican Party,3600000,"October 19, 2023 03:01 PM",27328,1182,10481,2560372
charliekirk11,Republican Party,3600000,"October 18, 2023 06:33 PM",824,116,275,106714
davidsirota,Democratic Party,336700,"July 31, 2024 03:11 PM",623,77,160,25645
kylegriffin1,Democratic Party,1400000,"November 22, 2023 01:25 AM",1983,57,239,92918
kylegriffin1,Democratic Party,1400000,"February 09, 2024 01:15 AM",821,56,179,97575
kylegriffin1,Democratic Party,1400000,"March 01, 2024 12:25 AM",2739,97,325,158066
kylegriffin1,Democratic Party,1400000,"May 06, 2024 04:50 PM",2603,79,557,186966
kylegriffin1,Democratic Party,1400000,"July 25, 2024 11:30 PM",4119,65,998,202788
kylegriffin1,Democratic Party,1400000,"October 20, 2023 09:15 PM",1826,36,242,112904
TuckerCarlson,Republican Party,14100000,"June 07, 2024 05:03 PM",54702,4107,18332,11713232
elonmusk,Republican Party,201800000,"October 08, 2023 04:23 PM",44162,8358,10475,6457218
elonmusk,Republican Party,201800000,"July 23, 2024 09:29 PM",261126,18135,28047,85691459
elonmusk,Republican Party,201800000,"April 28, 2024 03:42 AM",148044,17938,26011,25462626
elonmusk,Republican Party,201800000,"November 15, 2023 11:42 PM",34170,5062,7042,48396757
elonmusk,Republican Party,201800000,"January 09, 2024 12:46 AM",4181,3697,1527,941056
itsJeffTiedrich,Democratic Party,1100000,"December 12, 2023 04:51 PM",1547,57,438,78958
itsJeffTiedrich,Democratic Party,1100000,"May 07, 2024 06:22 PM",953,34,273,27242
itsJeffTiedrich,Democratic Party,1100000,"September 01, 2024 08:08 PM",17257,432,2079,428383
bluestein,Democratic Party,143400,"November 01, 2023 04:19 PM",411,4,103,16664
bluestein,Democratic Party,143400,"May 19, 2024 02:59 PM",835,31,298,112105
bluestein,Democratic Party,143400,"July 30, 2024 08:34 PM",264,16,44,22405
bluestein,Democratic Party,143400,"October 08, 2023 12:36 AM",238,3,74,21824
krystalball,Democratic Party,587700,"May 22, 2024 10:10 AM",907,52,482,44042
krystalball,Democratic Party,587700,"November 12, 2023 02:26 PM",1753,182,670,147212
krystalball,Democratic Party,587700,"June 09, 2024 12:11 PM",10846,7373,3168,1591146
krystalball,Democratic Party,587700,"January 08, 2024 06:17 PM",238,17,46,18788
SarcasmStardust,Republican Party,127900,"May 06, 2024 03:33 PM",233,3,105,5344
SarcasmStardust,Republican Party,127900,"October 11, 2023 01:37 AM",578,56,144,13945
SarcasmStardust,Republican Party,127900,"July 31, 2024 05:17 PM",203,3,61,3326
SarcasmStardust,Republican Party,127900,"May 07, 2024 04:30 PM",425,20,143,8979
SarcasmStardust,Republican Party,127900,"October 07, 2023 03:50 PM",712,39,195,11653
SarcasmStardust,Republican Party,127900,"December 16, 2023 03:36 PM",976,69,262,15417
AnnCoulter,Republican Party,2100000,"January 05, 2024 04:35 PM",481,85,62,45563
AnnCoulter,Republican Party,2100000,"January 31, 2024 11:30 PM",347,62,69,28088
AnnCoulter,Republican Party,2100000,"January 26, 2024 03:09 PM",305,38,61,25631
AnnCoulter,Republican Party,2100000,"July 24, 2024 09:50 PM",1605,128,127,74326
AnnCoulter,Republican Party,2100000,"January 31, 2024 07:05 PM",848,63,283,46492
AnnCoulter,Republican Party,2100000,"November 27, 2023 01:48 AM",328,45,74,93222
SteveSchmidtSES,Democratic Party,1500000,"December 15, 2023 06:40 PM",742,41,119,103166
SteveSchmidtSES,Democratic Party,1500000,"October 10, 2023 09:37 PM",798,70,190,99071
SteveSchmidtSES,Democratic Party,1500000,"October 14, 2023 01:01 PM",887,180,256,78056
SteveSchmidtSES,Democratic Party,1500000,"October 24, 2023 06:08 PM",4262,314,1588,228271
SteveSchmidtSES,Democratic Party,1500000,"January 27, 2024 04:01 PM",209,8,33,23220
SocialistMMA,Other,143800,"May 09, 2024 01:11 AM",511,19,235,14513
SocialistMMA,Other,143800,"November 07, 2023 03:02 PM",332,10,149,7943
SocialistMMA,Other,143800,"December 05, 2023 10:32 PM",393,15,159,9123
SocialistMMA,Other,143800,"October 09, 2023 07:58 PM",677,56,261,54065
SocialistMMA,Other,143800,"March 12, 2024 01:06 PM",357,22,125,6629
SocialistMMA,Other,143800,"October 19, 2023 06:03 PM",1315,95,518,51714
SocialistMMA,Other,143800,"November 03, 2023 03:26 PM",242,4,65,7717
gtconway3d,Republican Party,2300000,"November 11, 2023 07:34 AM",5826,752,2057,1651064
gtconway3d,Republican Party,2300000,"November 18, 2023 03:40 PM",293,29,96,80381
gtconway3d,Republican Party,2300000,"January 21, 2024 07:39 AM",249,21,54,82381
gtconway3d,Republican Party,2300000,"January 19, 2024 04:40 PM",726,134,149,203814
ProudSocialist,Democratic Party,361300,"October 08, 2023 03:35 PM",6880,600,2353,658908
fred_guttenberg,Democratic Party,524700,"March 05, 2024 06:40 PM",631,22,122,25921
fred_guttenberg,Democratic Party,524700,"March 05, 2024 06:18 PM",460,29,129,44170
fred_guttenberg,Democratic Party,524700,"April 22, 2024 01:26 AM",296,17,57,33359
fred_guttenberg,Democratic Party,524700,"April 21, 2024 06:29 AM",280,48,48,37240
LeeCamp,Other,226700,"April 17, 2024 08:04 PM",632,27,366,22042
LeeCamp,Other,226700,"April 17, 2024 06:14 PM",563,22,355,24916
LeeCamp,Other,226700,"March 13, 2024 06:48 PM",807,33,432,21110
LeeCamp,Other,226700,"July 08, 2024 09:40 PM",253,12,146,5246
JordanChariton,Democratic Party,128400,"July 27, 2024 03:24 PM",493,7,109,17720
JordanChariton,Democratic Party,128400,"July 18, 2024 12:27 AM",11017,40,3003,544959
JordanChariton,Democratic Party,128400,"April 24, 2024 05:26 PM",1201,22,316,58869
JordanChariton,Democratic Party,128400,"August 08, 2024 01:55 AM",223,31,79,8557
mmpadellan,Democratic Party,1300000,"May 06, 2024 04:55 PM",5852,954,612,251080
mmpadellan,Democratic Party,1300000,"October 09, 2023 04:04 PM",15884,1898,2544,689734
charliekirk11,Republican Party,3600000,"October 07, 2023 03:56 PM",7159,1643,3176,751683
charliekirk11,Republican Party,3600000,"December 05, 2023 02:41 AM",17060,908,5977,2171970
davidsirota,Democratic Party,336700,"May 18, 2024 07:40 PM",443,11,55,30799
davidsirota,Democratic Party,336700,"November 14, 2023 07:06 PM",1125,42,421,36599
davidsirota,Democratic Party,336700,"July 23, 2024 07:26 PM",598,19,166,16808
davidsirota,Democratic Party,336700,"July 23, 2024 03:41 PM",443,11,55,30799
kylegriffin1,Democratic Party,1400000,"March 21, 2024 09:50 AM",1773,55,496,111688
kylegriffin1,Democratic Party,1400000,"May 08, 2024 10:25 PM",3974,123,741,192238
kylegriffin1,Democratic Party,1400000,"April 03, 2024 12:05 AM",2749,141,653,141160
TuckerCarlson,Republican Party,14100000,"January 08, 2024 10:38 PM",111304,7100,24205,8258920
TuckerCarlson,Republican Party,14100000,"October 23, 2023 10:02 PM",14031,597,2094,2369955
TuckerCarlson,Republican Party,14100000,"October 19, 2023 02:42 AM",58791,3490,25467,9274010
itsJeffTiedrich,Democratic Party,1100000,"October 07, 2023 03:51 PM",19943,1082,3345,325181
itsJeffTiedrich,Democratic Party,1100000,"April 13, 2024 09:50 PM",19332,941,3442,240803
itsJeffTiedrich,Democratic Party,1100000,"October 12, 2023 03:49 PM",19262,643,3570,473972
bluestein,Democratic Party,143400,"December 20, 2023 03:44 AM",282,96,126,408973
krystalball,Democratic Party,587700,"July 26, 2024 11:10 AM",3408,137,591,114093
krystalball,Democratic Party,587700,"July 26, 2024 04:05 AM",1704,145,520,98755
krystalball,Democratic Party,587700,"January 03, 2024 03:52 PM",646,95,317,92141
krystalball,Democratic Party,587700,"November 01, 2023 07:43 PM",8826,537,2242,713310
krystalball,Democratic Party,587700,"November 01, 2023 06:49 PM",646,95,317,92141
SarcasmStardust,Republican Party,127900,"November 06, 2023 05:31 PM",584,24,309,14820
SarcasmStardust,Republican Party,127900,"October 20, 2023 01:11 AM",384,12,177,19024
SarcasmStardust,Republican Party,127900,"October 20, 2023 12:38 AM",314,16,119,7133
SarcasmStardust,Republican Party,127900,"December 17, 2023 07:53 PM",330,12,130,8038
SarcasmStardust,Republican Party,127900,"January 10, 2024 12:43 AM",314,16,119,7133
AnnCoulter,Republican Party,2100000,"June 06, 2024 10:19 AM",304,86,90,54388
AnnCoulter,Republican Party,2100000,"June 06, 2024 10:18 AM",538,113,130,101805
AnnCoulter,Republican Party,2100000,"October 13, 2023 10:11 PM",1466,688,201,193743
AnnCoulter,Republican Party,2100000,"January 10, 2024 05:28 PM",419,36,39,70035
AnnCoulter,Republican Party,2100000,"January 10, 2024 03:34 PM",420,54,61,49252
SteveSchmidtSES,Democratic Party,1500000,"October 10, 2023 01:01 PM",13223,810,4037,1048489
SocialistMMA,Other,143800,"July 24, 2024 01:43 PM",4085,24,2035,80952
SocialistMMA,Other,143800,"July 24, 2024 12:45 AM",513,19,235,14489
SocialistMMA,Other,143800,"May 22, 2024 01:34 PM",221,17,47,6593
SocialistMMA,Other,143800,"May 22, 2024 08:33 AM",279,14,104,9401
gtconway3d,Republican Party,2300000,"November 02, 2023 01:06 AM",1819,53,520,299509
gtconway3d,Republican Party,2300000,"October 09, 2023 04:48 PM",2416,78,623,602142
gtconway3d,Republican Party,2300000,"October 09, 2023 03:38 PM",2528,106,294,389445
gtconway3d,Republican Party,2300000,"October 10, 2023 07:20 PM",1819,53,520,299509
briebriejoy,Democratic Party,418700,"April 29, 2024 08:55 PM",482,6,127,15713
briebriejoy,Democratic Party,418700,"April 29, 2024 01:31 PM",260,21,53,29650
briebriejoy,Democratic Party,418700,"November 26, 2023 04:41 AM",5390,299,1214,123264
briebriejoy,Democratic Party,418700,"November 26, 2023 04:04 AM",255,15,21,10490
briebriejoy,Democratic Party,418700,"November 30, 2023 01:54 AM",8785,1011,1858,579066
briebriejoy,Democratic Party,418700,"November 30, 2023 01:48 AM",211,23,41,20849
briebriejoy,Democratic Party,418700,"April 04, 2024 06:59 PM",500,26,150,22337
briebriejoy,Democratic Party,418700,"April 04, 2024 06:57 PM",614,47,150,75628
PatTheSocialist,Republican Party,71800,"February 28, 2024 04:09 AM",455,24,128,7381
PatTheSocialist,Republican Party,71800,"February 28, 2024 02:42 AM",1958,145,568,47023
PatTheSocialist,Republican Party,71800,"December 03, 2023 12:10 AM",1289,23,281,14418
PatTheSocialist,Republican Party,71800,"August 03, 2024 05:06 AM",610,16,179,14789
PatTheSocialist,Republican Party,71800,"January 06, 2024 07:08 AM",312,14,74,3633
PatTheSocialist,Republican Party,71800,"November 02, 2023 11:37 PM",2442,39,807,67950
