Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
benshapiro,"March 01, 2024 02:53 PM","Netanyahus democratically-elected unity government includes his chief center-left political rival, Benny Gantz. Nearly 250 IDF soldiers have been killed going door-to-door to protect civilians. Dictator Assad used chemical weapons on civilians. This comparison is asinine.",4455,575,749,395082
benshapiro,"February 29, 2024 11:55 PM",Israel under Netanyahu is not really different than Syria under Assad -- a brutal government trying to protect an endangered Middle Eastern religious minority group by convincing everyone that its too savage and ruthless to mess with.  …,2781,353,273,291018
benshapiro,"August 06, 2024 06:10 PM","Now that hes the political leader of Hamas, that means when his obituary is written, well learn he was actually a moderate voice in favor of a ceasefire according to WaPo and NYT",31283,5362,2113,1271302
IngrahamAngle,"October 11, 2023 04:50 PM",Netanyahu foreign policy adviser: Hamas will be dismantled.,486,97,122,35781
IngrahamAngle,"April 25, 2024 05:36 PM",Adam Guillette: Anti-Israel mobs on campuses are Ivy league radicals and fools,574,144,85,44501
IngrahamAngle,"May 08, 2024 08:10 AM",Anti-Israel protesters descend upon Met Gala,224,62,38,62600
IngrahamAngle,"October 17, 2023 07:34 PM",Israel is willing to do what we would do: John Ratcliffe,228,51,89,44361
IngrahamAngle,"October 20, 2023 03:48 PM",Mike Pompeo: Hamas will be the recipient of this aid,381,115,113,48247
IngrahamAngle,"October 24, 2023 02:36 PM",Hamas attack survivor: I feel more protected in Israel than I feel here.,721,202,127,54359
RealSpikeCohen,"October 07, 2023 10:59 PM","""Hamas, to my great regret, is Israel’s creation.""  These are the words of Avner Cohen, a former Israeli religious affairs official who worked in Gaza for decades.  As you watch the death and destruction that is currently unfolding in Israel and Palestine, its important for you",6409,2854,476,905573
RealSpikeCohen,"November 13, 2023 03:05 AM","Jewish organizations such as If Not Now and Jewish Voices for Peace have been organizing rallies across the US calling for a ceasefire in Gaza.  The head of the ADL has called these Jewish groups ""hate groups"" and accused them of ""antisemitism"".  The ADL is defaming Jews.  Even",922,199,84,71881
RealSpikeCohen,"October 13, 2023 12:56 AM","As recently as 2020, the Israeli government was begging Arab governments to continue funding Hamas.  Ask yourself why theyd do that.  Ask yourself why the most secure border on earth fell to people on paragliders.  Consider who this war benefits:  - Netanyahu, whose corruption",3425,1132,181,328980
RealSpikeCohen,"October 13, 2023 03:32 AM","For the people who read this, and somehow think Im defending Hamas, or defending the killing of innocent Israelis, or claiming the killing didnt happen, or some other nonsense that I never said or implied:",243,12,8,11227
briebriejoy,"January 25, 2024 07:20 PM","VIDEO PREMIERE: …  ""When Israel did this whole hunt for Hamas thing, while they were attacking hospitals, it was like: well, theyre just attacking the hospital because they said they were going to do that. They called them the day before Sort of",217,70,18,19486
briebriejoy,"November 07, 2023 10:25 PM","""What Hamas did was horrific, and they should answer for that. Now, at the same time, targeting innocent Palestinian citizens for something Hamas did is wrong. It is wrong. Turning off their electricity, taking away their water. 50% of people who live in Gaza are 15 years and",206,52,23,15113
briebriejoy,"October 19, 2023 06:39 PM","VIDEO PREMIERE NOW: ""The moral thing would be to open the Gaza Strip & allow people to go to their homes & villages & the towns from where they were thrown out. But Israel doesnt want to do that. So you have millions of people sitting in a prison, so they decided to kill them",347,187,46,25078
briebriejoy,"June 13, 2024 10:07 PM","The Ceasefire Shell Game (w/ @samhusseini)  Independent journalist Sam Husseini completely dismantles the state department narrative around the ceasefire negotiations, who’s at fault, & what the new UN report tells us about Israel’s use of rape, torture, & the Hannibal",1841,953,481,158200
briebriejoy,"April 10, 2024 08:52 PM","""The claim was that 0.002% of UNWRA had been involved in October 7th. So they defunded it. Now, more than 0.02% of the IDF has been committing war crimes way more than that. So, of course, if there were any consistency, theyd do something to the IDF. Theyd defund the IDF.",838,272,35,36374
ComicDaveSmith,"April 02, 2024 10:46 PM","As the Israeli assault on Gaza becomes even more transparently indefensible, I’d like to take on the three main “justifications” that I get the most.  1) They have to finish the job! Hamas must be defeated!  The obvious moral hypocrisy of believing that you are justified in",7861,1755,530,632686
ComicDaveSmith,"October 13, 2023 07:16 PM","It’s pretty amazing. I’ve spent the last week talking about the conditions that led to the Hamas terrorist attack, mainly Israel’s occupation and Israel’s support of Hamas. I’ve been speaking out against the current war, where over a million children’s lives hang in the balance.",3947,294,320,481992
ComicDaveSmith,"October 07, 2023 03:29 PM","The Hamas attack on Israel was horrific, criminal and so stupid. It guarantees further suffering for their own people.  The problem in America is that most people have a simplistic view of the situation that is completely removed from reality. They assume normal relations and",9217,1314,873,929628
ComicDaveSmith,"January 26, 2024 01:43 PM","I see a lot of critics of Israel, who I respect very much, celebrating the ICJ ruling. It seems to me that they totally bitched out. They could have ordered an immediate ceasefire and instead they told Israel to make sure they don’t do anymore genocide and that they have a",829,84,145,108046
TheRickWilson,"July 31, 2024 01:21 PM","If you think its bad thing that the leaders of Hamas and Hezbollah got whacked yesterday, just unfollow.",3333,317,90,77287
TheRickWilson,"October 11, 2023 03:52 PM","Israel, Ukraine, and the Need for American Leadership",267,62,8,31333
TheRickWilson,"August 07, 2024 08:10 PM",Does the Islamic State understand the fury theyve unleashed? The dread they should feel?   Tayqaeda is unleashed. Nothing will stop them.,777,154,50,77271
TheRickWilson,"August 07, 2024 05:32 PM","BREAKING:  Islamist terror attack likely targeting Taylor Swift concert in Austria foiled.  The authorities revealed that the IS supporting terrorists where planning to detonate, most likely at one of the three Taylor Swift concerts taking place in Vienna this weekend.  2 men",1633,304,47,95932
TheRickWilson,"September 14, 2024 07:47 PM","No, he doesnt.   This is a war of aggression and genocide targeting civilians brought about by Vladimir Putin and his corrupt regime, and hes clearly fine with it.",2308,218,29,48501
FreemansMind96,"December 27, 2023 02:58 AM","Everybody can see that you went to Time Square and the skate rink looking for Muslims to harass and provoke so you could stoke hate against antiwar protesters, Muslims, Arabs, and Palestinians. All while the foreign apartheid state you’re acting on behalf of commits this genocide",483,36,18,6504
FreemansMind96,"December 07, 2023 06:53 PM","I guess they’re angry with the Israeli apartheid spokeswoman because they’re also upset about the genocide taking place in Palestine    Get a life, amirite?",249,4,9,3928
FreemansMind96,"March 26, 2024 08:29 PM",It is blood libel and BS to say Israel is using starvation as a tool of war.,335,33,18,113955
HannahDCox,"October 16, 2023 03:07 PM",Im about as pro-immigration and pro-refugee as it gets.  But even I acknowledge it would be hard to vet refugees coming from Palestine. How would you determine who is Hamas-affiliated and who isnt?  And why are none of the Muslim countries in the region accepting them?,238,35,60,21274
KyleKulinski,"October 26, 2023 02:42 AM","As soon as Israel announced a total siege of Gaza shutting off power, food, fuel & water to 2.3m people they obviously gave up any pretense of caring about civilian casualties. But Biden still pretends they’re being super careful & moral. Pathetic lie",979,194,127,61992
KyleKulinski,"November 16, 2023 04:01 AM","Israel is not eradicating Hamas. They’re not bombing in some legal, humanitarian way. Every single idiot not supporting a ceasefire is by default saying I support more of this, because this is what Israel is actually doing in reality. Never ever let them forget that.",1799,560,131,78208
KyleKulinski,"July 09, 2024 11:46 PM",Israel bombed THIRTY ONE hospitals with our money and weapons you disgusting pathetic fraud,1072,274,49,52965
seanhannity,"November 02, 2023 12:39 PM",Hamas Official Ghazi Hamad: We Will Repeat the October 7 Attack Time and Again Until Israel Is Annihilated,381,331,428,93259
seanhannity,"October 17, 2023 11:46 AM","Israel forensic team says victims were abused, tortured, burned alive",240,122,60,61263
seanhannity,"May 07, 2024 12:05 PM",Israeli officials: Hamas reported cease-fire deal is a ‘deception’,247,46,52,47174
seanhannity,"April 26, 2024 06:42 PM","WERE NOT GONNA TAKE IT!: Pro-Israel Protesters Gather Outside Columbia, Push Back Against Antisemitism WATCH",660,128,40,34295
seanhannity,"October 28, 2023 11:37 AM",Fox News: Hamas Planned for the Aftermath of Israel’s Invasion of Gaza as They Planned for the October 7th Terror Attacks,213,58,67,58866
seanhannity,"July 31, 2024 12:45 PM",Hamas Leader Ismail Haniyeh Killed After Residence Hit in Tehran,894,122,76,52326
funder,"January 06, 2024 03:14 PM",Jan 6 was a violent armed terrorist attack. Anyone saying anything else is lying. … #TrumpAttackedDemocracy,338,165,59,8719
funder,"January 06, 2024 12:59 PM","Don’t let anyone lie about January 6th. It was an armed terrorist attack. Pipe bombs, guns, Molotov cocktails, stun guns, machetes, a crossbow, hockey sticks, baseball bats, flagpoles, pepper spray, bear spray, brass knuckles, scissors, needles, screwdrivers, and an axe. Over",10974,4273,5349,403524
funder,"January 04, 2024 05:44 PM",Jan 6 was an armed terrorist attack.  Here’s proof (not that we needed more): …,1082,429,84,30082
fred_guttenberg,"November 01, 2023 11:20 AM","(1,3) To those who take the time to send me emails like this, there was a ceasefire until October 7th, when a terror group who also happened to be the governing entity of Gaza brutally attacked Israel killing over 1400, raping women, burning babies and wearing go pros to extend",263,48,22,18922
fred_guttenberg,"October 08, 2023 12:00 PM","For those not understanding the true size of Israel, a country surrounded by terrorists on borders who want to wipe out its existence, here it is.  It is the area in blue.   When Israel now responds in a fight for its survival, direct your anger at the terrorists who chose this.",1115,239,92,64483
fred_guttenberg,"October 13, 2023 10:53 AM","Please be vigilant.  Hamas is a terrorist group targeting all Jewish people.  Israel will finish them and Israel needs our support, but today is a day of caution for all Jewish people in the United States.",570,203,30,25344
fred_guttenberg,"March 03, 2024 02:07 PM","Reporting is that Israel agreed to a truce last night but just wants a list of living hostages.  which Hamas wont provide to go to Cairo to ink the deal.  Based on this reporting, Hamas is blocking ceasefire & truce, not Israel.",494,172,19,19843
fred_guttenberg,"January 23, 2024 09:10 PM","As a reminder, HAMAS IS A TERRORIST GROUP.   They could release hostages and this would end.  That has always been the case.   …",220,35,9,11985
LeeCamp,"December 18, 2023 05:39 PM",The debate over what is happening in Gaza right now is not a real debate. Israel has ADMITTED to a long list of atrocities & crimes. Here are some of them:,440,259,13,12840
LeeCamp,"March 02, 2024 07:33 PM","BREAKING — Today saw protests in Washington DC, NYC, Tokyo, Rochester, Pittsburgh, Havana, Cuba & many other cities around the world demanding an end to Israels war / conflict / genocide / ethnic cleansing — Whatever you want to call it.",806,433,33,21111
LeeCamp,"February 23, 2024 10:08 PM","BREAKING: The number of murdered & missing people in Gaza now tops 37,000. 70% are women & children. Yet Israel continues its genocidal attack.",1220,922,54,139645
LeeCamp,"February 29, 2024 03:50 PM",BREAKING: The IDF opened fire on innocent people in line for humanitarian aid trucks in Gaza City. They killed at least 100 in just the latest massacre.,739,425,47,29643
LeeCamp,"March 15, 2024 03:14 PM",The number of children murdered by Israel over 5 months is MORE than the number of children killed in all conflicts around the globe for the past 4 YEARS. #CeasefireNow #ProsecuteWarCriminals,330,205,13,14567
LeeCamp,"October 21, 2023 01:43 PM","Wow. An Israeli official accidentally ADMITTED on live television that their goal is to severely punish all 2.2 million Gazans, including children. Collective punishment of innocent people is illegal under the Geneva Conventions & international law.",952,480,40,47916
LeeCamp,"October 29, 2023 03:01 PM","Secretary of State Antony Blinkens propaganda is not hard to break down but many Americans dont notice it. To begin with, Hamass attack on Oct 7th is called a ""slaughter"" but nothing Israel ever does is called a ""slaughter"", even though Israel has killed many thousands",685,294,47,23736
JordanChariton,"April 22, 2024 01:36 PM","My take on corporate medias ""anti-semitic"" propaganda on Columbias Gaza student protests: Ive covered protests across America: BLM, anti-pipeline, climate, healthcare, etc. ALL had elements of individuals out of synch w/ the overall message & sentiment of the protest.",196,65,4,14612
JordanChariton,"March 05, 2024 03:14 PM","UNREAL: Head of the Democratic Majority for Israel Super PAC—who spent millions to bring down Bernie Sanders, Nina Turner, etc—says young voters are fleeing Biden and protesting for Palestine because they have an ""unfamiliarity with the Holocaust.""   Its actually the opposite.",315,124,22,11969
JordanChariton,"October 28, 2023 02:27 PM","As a Jew, I believe “never again” means for all people and all of humanity. What Israel is currently doing to the people of Gaza is a war crime. Full stop.",640,125,11,12266
JordanChariton,"August 29, 2024 02:02 PM","Truly gross that journalists report on Kamala Harris increased ""empathy"" toward Palestinians while the doctors that were forbidden from the DNC stage reveal the deliberate crimes against children Israel is perpetrating",203,95,5,4722
JordanChariton,"April 24, 2024 05:40 PM","Is because if the government and Wall Street get away with their crimes in Flint, THEY WILL USE THE SAME PLAYBOOK ELSEWHERE. Well, they are…in East Palestine and many other sacrifice zones that the media ignores as they cover Trump’s porn star payoffs 24/7 and the political…",1395,136,2,34250
JordanChariton,"April 24, 2024 05:38 PM","Contamination in East Palestine. “It pisses me off” -Jenna told me when I asked about EPA saying everything is fine here. “They’re lying.” For 8 years, I have repeatedly said that the reason I have continued covering the ONGOING #FlintWaterCrisis—which tomorrow marks 10 years…",1690,171,5,37368
mmpadellan,"March 31, 2024 07:04 PM","While Democrats push for ceasefire and humanitarian aid in Gaza, Republicans like Rep. Tim Walberg call for the slaughters of Palestinian children, ""It should be like Nagasaki and Hiroshima.""  This should be a much bigger story.",3900,2146,1216,248027
mmpadellan,"November 19, 2023 02:00 PM","Good morning and Happy Sunday to everyone who would like to see this deal finalized to release dozens of women and children hostages from captivity in Gaza, and increase humanitarian aid.  Id rather see every last one of the hostages freed but its an important first step.",892,175,110,32411
mmpadellan,"November 17, 2023 01:14 AM","Israel has a right to exist. Palestine has a right to exist. A two-state solution is the ONLY way forward. BOTH need to be free of terrorist violence, retaliatory violence, settler violence, and occupier violence. Free of violence, PERIOD.  Both sides have suffered tremendous",5003,1190,405,123312
mmpadellan,"October 11, 2023 01:53 AM","LATE NITE WITH BDD: Israel-Hamas Conflict intensifies, Rep. George Santos indicted AGAIN, Tommy Tuberville and Rand Paul BLOCKING State and Military, Elon Musk to remove likes, reposts, and replies. Identifying misinformation on Israel-Hamas.  Live on my YouTube at 10:30PM ET",203,73,61,27821
mmpadellan,"March 14, 2024 03:55 PM","WOW.  Senator Chuck Schumer called Benjamin Netanyahu ""an obstacle to peace,"" and ""too willing to tolerate the civilian toll in Gaza,"" and called for Israel to hold new elections to replace him.  Senator Schumer is 100% right.",29181,7332,2880,731008
charliekirk11,"January 02, 2024 05:49 PM","BREAKING: Lebanon’s state-run National News Agency claims an Israeli drone strike in Southern Lebanon has killed top Hamas official, Saleh Arouri.  Even before Oct 7, Netanyahu had threatened to kill Arouri who was one of the founders of Hamas’ military wing and led the group’s",939,139,76,100937
charliekirk11,"December 02, 2023 12:06 AM","Six days after Oct. 7th, I went on the PBD Podcast and asked a series of questions about what Israeli intelligence failures happened that allowed Hamas to massacre 1,200 civilians. The clip went viral and I was attacked as an antisemite and called worse than a ""Holocaust denier.""",2540,612,279,529652
charliekirk11,"May 06, 2024 04:58 PM","BREAKING: According to AP, Hamas has told Qatar and Egyptian mediators that it will accept terms of a ceasefire and prisoner swap with Israel. This comes as Israel was preparing a ground siege on Rafah, the last Hamas stronghold in Gaza.",1730,359,425,236783
charliekirk11,"November 17, 2023 02:11 AM","70 percent of Gazans say that peaceful coexistence with Israel is unacceptable; only genocide and destruction of Israel, “from the river to the sea,” is enough.  This, more than anything else, is why the war in Gaza happened.",3967,1308,566,198541
charliekirk11,"October 19, 2023 03:01 PM","Son of Hamas leader, Mosab Hassan Yousef, denounced Hamas and converted to Christianity after witnessing their savagery:   ""They dont care for the Palestinian people. They dont regard human life. I saw their brutality firsthand If they succeed in destroying Israel and",27328,10481,1182,2560372
charliekirk11,"October 18, 2023 06:33 PM","Yayha Sinwar, the head of Hamas in Gaza, took time out of an interview to pander to the left over “the racist murder of George Floyd.”  A week ago I was ridiculed for linking the poisonous ideologies of Hamas and BLM. But at heart they are the same hateful ideologies. Both rely",824,275,116,106714
davidsirota,"July 31, 2024 03:11 PM","Harris needs to break from Biden’s policy of unwavering, unconditional support of Netanyahu’s government. A clear break needs to happen as soon as possible.",623,160,77,25645
kylegriffin1,"November 22, 2023 01:25 AM",Breaking: Israels government has approved the outline of a deal to secure the release of some hostages held by Hamas.,1983,239,57,92918
kylegriffin1,"February 09, 2024 01:15 AM","President Biden says Israels conduct in Gaza has been ""over the top.""",821,179,56,97575
kylegriffin1,"March 01, 2024 12:25 AM",Sen. Raphael Warnock is now calling for a ceasefire in Gaza.,2739,325,97,158066
kylegriffin1,"May 06, 2024 04:50 PM",CAIRO (AP) — Hamas announces it has accepted an Egyptian-Qatari cease-fire proposal.,2603,557,79,186966
kylegriffin1,"July 25, 2024 11:30 PM","BREAKING. Vice President Harris on Israel-Gaza:  ""Israel has a right to defend itself, and how it does so matters.""  ""The images of dead children and desperate, hungry people fleeing for safety, sometimes displaced for the second, third or fourth time — we cannot look away in the",4119,998,65,202788
kylegriffin1,"October 20, 2023 09:15 PM","According to the White House, President Biden spoke by phone with the family of the two Americans released today after being taken hostage by Hamas.",1826,242,36,112904
TuckerCarlson,"June 07, 2024 05:03 PM","Rep. Thomas Massie doesn’t care what you think of him, which is pretty great.  (3:19) Where Does US Debt End? (10:32) Why Massie Voted 15 Times Against Funding Israel (14:53) AIPAC (34:04) Mitch McConnell (42:25) Area 51 (50:32) Massies Relationship with Trump (57:09) Kill",54702,18332,4107,11713232
elonmusk,"October 08, 2023 04:23 PM","Khamenei’s official position is clear that the eradication of Israel is the actual goal, not just supporting Palestinians.  That will not happen. All that actually happens, decade after decade, is a never-ending cycle of violence and vengeance.  Stoking the fires of hatred isn’t",44162,10475,8358,6457218
elonmusk,"July 23, 2024 09:29 PM",Starlink is now active in a Gaza hospital with the support of @UAEmediaoffice and @Israel,261126,28047,18135,85691459
elonmusk,"April 28, 2024 03:42 AM","If you teach that “weak makes right”, then the perceived stronger party – in this case, Israel – is wrong.  Morals should be taught in the absolute, meaning that it is possible for either the strong or weak to be morally good, depending on their actions.",148044,26011,17938,25462626
elonmusk,"November 15, 2023 11:42 PM","Yes, “decolonization” necessarily implies a Jewish genocide, thus it is unacceptable to any reasonable person",34170,7042,5062,48396757
elonmusk,"January 09, 2024 12:46 AM","This was a tough call.   While many government leaders, including in the USA, do call for killing people, we have a “UN exemption rule”; if a government is recognized by the UN, we will not suspend their accounts.  Hamas is not recognized as a government by the UN, so was",4181,1527,3697,941056
itsJeffTiedrich,"December 12, 2023 04:51 PM","I wrote a thing: ""oh look, the antisemites are now pretending to give a shit about antisemitism."" thanks for reading, and please sign onto my FREE mailing list to make sure you never miss a post —",1547,438,57,78958
itsJeffTiedrich,"May 07, 2024 06:22 PM","seems like a good day to repost this thing I wrote back in December — oh look, the “Jews will not replace us” crowd is now pretending to give a shit about antisemitism",953,273,34,27242
itsJeffTiedrich,"September 01, 2024 08:08 PM","hey, remember when you phoned up your despot bestie Netanyahu and told him not to accept a cease fire deal? ace job, homeslice. good thing your meddling caused no serious consequences, am I right",17257,2079,432,428383
bluestein,"November 01, 2023 04:19 PM",A large crowd gathered at Georgia Tech today to rally for Jewish students who feel threatened by recent campus demonstrations. Similar rallies are being held all over Georgia campuses now.,411,103,4,16664
bluestein,"May 19, 2024 02:59 PM","Biden’s speech ends after he speaks of the Israel-Hamas war in broad terms, saying the conflict is “heartbreaking” and that he’s working to bring it to an end. His address is well received by students, alumni and their families — who cheer as he’s given an honorary degree.",835,298,31,112105
bluestein,"July 30, 2024 08:34 PM",The VP briefly addressed the growing conflict in the Middle East after Israel retaliated for rocket attacks by targeting a Hezbollah commander.,264,44,16,22405
bluestein,"October 08, 2023 12:36 AM","Democratic @SenOssoff, the first Jewish US senator in Georgia history, condemns the “indiscriminate and murderous assault on our Israel allies.” #gapol #gasen",238,74,3,21824
krystalball,"May 22, 2024 10:10 AM","“With Gods help, children in Gaza will die thanks to us.”  Right wing activists in Israel are getting inside info from the military and organizing on WhatsApp to block and torch aid trucks and assault truck drivers. Police stand by and watch making no arrests.",907,482,52,44042
krystalball,"November 12, 2023 02:26 PM","The targeting of Al Shifa hospital, is also likely to make it even more difficult (impossible?) to track Palestinian deaths and injuries as the office of the person who tracks and reports this data is located at the hospital. …",1753,670,182,147212
krystalball,"June 09, 2024 12:11 PM",274 Palestinians killed in a bloody massacre to rescue 4 Israelis (and possibly kill others) and this is being celebrated by US politicians as a win. Depraved.,10846,3168,7373,1591146
krystalball,"January 08, 2024 06:17 PM","The only time the word ""Israel"" is even mentioned is in a statement from the IDF denying that they target civilians. Guess that IDF censor CNN chooses to operate under is doing their job.",238,46,17,18788
SarcasmStardust,"May 06, 2024 03:33 PM","It shouldn’t escape anyone that on Holocaust Remembrance Day Zionists are bombing the fuck out of hundreds of thousands of completely defenseless civilians living in tents in a refugee camp. They’re likely hoping you won’t call them out, out of respect. Zionists deserve ZERO",233,105,3,5344
SarcasmStardust,"October 11, 2023 01:37 AM",Israel wasn’t attacked. Israel isn’t real. The occupiers of Palestine were attacked.,578,144,56,13945
SarcasmStardust,"July 31, 2024 05:17 PM",Israel has targeted and murdered over 130 journalists in the past 9 months.   Fuck Israel.,203,61,3,3326
SarcasmStardust,"May 07, 2024 04:30 PM",People trying to make genocide about any other issue except the genocide need to shut the fuck up. It’s not about gay rights. Or trans rights. Or covid. Or women’s rights. Or anything other than Israel is slaughtering innocent civilians en masse for the purpose of eliminating the,425,143,20,8979
SarcasmStardust,"October 07, 2023 03:50 PM",“But more people will die”  Palestinians BEEN dying. And that’s not going to stop. The fact that there are people who think they should just sit around and continue to take it blows my mind. There’s only one aggressor and occupier here. And it ain’t Palestine.,712,195,39,11653
SarcasmStardust,"December 16, 2023 03:36 PM",You don’t end Hamas by slaughtering a bunch of innocent people. That’s how you recruit for Hamas.,976,262,69,15417
AnnCoulter,"January 05, 2024 04:35 PM","I dont like Ramaswamys conspiracy theories, but none of them hold a candle to Nikki Haleys claim that Hamas attacked Israel on Oct 7 because its Putins birthday.    #WarmongerMadness",481,62,85,45563
AnnCoulter,"January 31, 2024 11:30 PM","Well, I know how to recognize a future Palestinian state. Itll be the one lobbing rockets across the border at Israeli civilians.",347,69,62,28088
AnnCoulter,"January 26, 2024 03:09 PM",Nikki Haley explains the Hamas attack on Israel:   “I told you about that brutality on Oct. 7 in Israel. Right? Oct. 7 is Putin’s birthday.”  This is the nitwit the donors are trying to foist on us.,305,61,38,25631
AnnCoulter,"July 24, 2024 09:50 PM",Today’s Pro Hamas protestors in DC could use make-overs and Ozempic.,1605,127,128,74326
AnnCoulter,"January 31, 2024 07:05 PM","NEW COLUMN!  The Fall of Rome, Updated  Americans killed by Islamic terrorists in Islamic lands so far this year: 3.  Americans killed by third-worlders who entered our country illegally so far this year: 150.",848,283,63,46492
AnnCoulter,"November 27, 2023 01:48 AM","Interesting article by David Cole.  <<And before you give me that claptrap about “Well, the people of Gaza are traumatized! What do you expect?” remember that the polls I cited of Muslims and their love of civilian-killing come from Muslims living safely in their own nations and",328,74,45,93222
SteveSchmidtSES,"December 15, 2023 06:40 PM",More than 100 people participated in a flash hora in Toronto to celebrate Jewish culture in the midst of a significant rise in antisemitism in both Canada and worldwide. What a great show of solidarity.  #stopantisemitism #neveragain,742,119,41,103166
SteveSchmidtSES,"October 10, 2023 09:37 PM","""Israel will defend itself and America will stand firm by her side because the lessons of history are clear. Never again wasnt a slogan. It was the most essential moral lesson in human history.""  More of my thoughts on what the American response should be to Hamas attack:",798,190,70,99071
SteveSchmidtSES,"October 14, 2023 01:01 PM","""If Israel doesnt win this war and doesnt do what is necessary to defend civilization, then we will have another ISIS and they will come for us.""  More on why we must stand shoulder to shoulder with Israel to defeat the evil of Hamas:",887,256,180,78056
SteveSchmidtSES,"October 24, 2023 06:08 PM","""The corruption of one man in Israel has brought the whole world to the brink of war because his corruption and weakness stirred evil, and when evil sees weakness, it strikes.""  More on how corrupt politicians like Netanyahu and Trump threaten the world:",4262,1588,314,228271
SteveSchmidtSES,"January 27, 2024 04:01 PM","""Today is International Holocaust Remembrance Day. The greatest crime in human history, industrialized genocide is remembered on the day the Russian army discovered what the Nazis created in Poland.""  Never forget. Never again.",209,33,8,23220
SocialistMMA,"May 09, 2024 01:11 AM",Israel commits crime of the century as they slaughter Palestinians in Rafah  Zionism is currently the most barbaric ideology in the world,511,235,19,14513
SocialistMMA,"November 07, 2023 03:02 PM",Israeli settlers are attacking and lynching Palestinians in the West Bank   Every single adult Israeli is a willing agent and tool of colonialism,332,149,10,7943
SocialistMMA,"December 05, 2023 10:32 PM",Violent Israeli settlers were committing so many terrorist acts on Palestinians in the west bank that the United States is revoking their visas   Everything Zionists accuse Palestinians of is pure projection. Israeli settlers are terrorists,393,159,15,9123
SocialistMMA,"October 09, 2023 07:58 PM",Israel announces war crimes and atrocities are planned for Gaza  Critical support for the Palestinians  #FreePalestine,677,261,56,54065
SocialistMMA,"March 12, 2024 01:06 PM","Weird how the media pretended Hamas targeted civilians on Oct 7th, but now it comes out all their victims where military personnel while the IDF killed Israeli civilians",357,125,22,6629
SocialistMMA,"October 19, 2023 06:03 PM",What the corporate media and their shills will never tell you   Hamas is NOT the terrorist group in this conflict  Israel is the party that has been out of compliance under International Law for YEARS  They are only protected by the United States veto power.   Palestinians,1315,518,95,51714
SocialistMMA,"November 03, 2023 03:26 PM","“The United States is controlling the war in Gaza, and it is the United States that must pay the price for the crimes perpetrated by the Israelis in Gaza and by the Americans in Iraq and elsewhere.”  Address by Hezbollah Chief Nasrallah that was viewed by millions around the",242,65,4,7717
gtconway3d,"November 11, 2023 07:34 AM",".@DouglasKMurray to @piersmorgan:  “The thing that struck me, Piers, about seeing the 7th of October footage, was that even the Nazis were actually ashamed of what they did.  SS battalions who spent their days shooting Jews in the back of the head and pushing them into trenches,",5826,2057,752,1651064
